quest_id,file,source,target,npc_id,action_id,old_page,new_page,candidate_page_id,client_file,client_sha256,evidence
11323,src/main/resources/aion/data/static_data/quest_definition/quests/11323.xml,s4,s4,702745,31,SELECT6,SELECT5,2375,10000_19999/quest_q11323.html,148b94032d121084b3ae879cd779b2e098bccf49850728d675c60ff4e13236fb,10000_19999/quest_q11323.html
11465,src/main/resources/aion/data/static_data/quest_definition/quests/11465.xml,reward,reward,279000,-1,DEFAULT_SUCCESS,SELECT5,2375,10000_19999/quest_q11465.html,7ce7dec288d4eb7438bbacf15a40219bb46b08bbbcd7e415cf2ea808975d016a,10000_19999/quest_q11465.html
14021,src/main/resources/aion/data/static_data/quest_definition/quests/14021.xml,reward,reward,203902,31,SELECT8,SELECT6,2716,10000_19999/quest_q14021.html,59fdfa986a26f3c86ce6770e6daddd7871face7ef8684fb4057d8ac42fd45da1,10000_19999/quest_q14021.html
14022,src/main/resources/aion/data/static_data/quest_definition/quests/14022.xml,reward,reward,203996,31,SELECT6,SELECT4,2034,10000_19999/quest_q14022.html,d74279f532bbce1df77a6e8b32b872aba5a4f07dfe2ed47298a890aa0de27e5e,10000_19999/quest_q14022.html
14030,src/main/resources/aion/data/static_data/quest_definition/quests/14030.xml,reward,reward,203700,31,DEFAULT_SUCCESS,SELECT9,3739,10000_19999/quest_q14030.html,3fdb269a3fc2de55276faaa161c8f23f1db32d33443ce372172d894a483a8a2f,10000_19999/quest_q14030.html
14031,src/main/resources/aion/data/static_data/quest_definition/quests/14031.xml,reward,reward,203700,31,DEFAULT_SUCCESS,SELECT10_1_1_1,4083,10000_19999/quest_q14031.html,98daf226775a947478a944afec801d73cc227b3e4106dde38737a9ccdd2f8422,10000_19999/quest_q14031.html
14054,src/main/resources/aion/data/static_data/quest_definition/quests/14054.xml,reward,reward,800413,31,DEFAULT_SUCCESS,SELECT7,3057,10000_19999/quest_q14054.html,948b1655d0738824707066f5267caecfabd4df2d98c94cda2c4c24fc072e2a63,10000_19999/quest_q14054.html
15001,src/main/resources/aion/data/static_data/quest_definition/quests/15001.xml,started,started,804698,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15001.html,c3642fe4a50cad471d6cf0296f499f5aeba7a31d6777ccd53a3b28e37a469c5a,10000_19999/quest_q15001.html
15020,src/main/resources/aion/data/static_data/quest_definition/quests/15020.xml,started,started,804876,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15020.html,5e9afb112930287a16b3628c3a46f9923c3301d9aba846aec04792e236703788,10000_19999/quest_q15020.html
15041,src/main/resources/aion/data/static_data/quest_definition/quests/15041.xml,started,started,804704,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15041.html,78100eaef1366be9f7b4c5ce3d3fe9234eb347075984b7258d53845b772a3fba,10000_19999/quest_q15041.html
15050,src/main/resources/aion/data/static_data/quest_definition/quests/15050.xml,started,started,804706,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15050.html,d6d83e090868d9d845a22b9e4535035531384c7fcb23fe97a34c2ec074a8c2e0,10000_19999/quest_q15050.html
15060,src/main/resources/aion/data/static_data/quest_definition/quests/15060.xml,started,started,804707,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15060.html,a7e9acf86d8f6cc6a2fff9c4ba06bf9fa55e7efcfdb3a6c52c62a09e4ca20723,10000_19999/quest_q15060.html
15062,src/main/resources/aion/data/static_data/quest_definition/quests/15062.xml,started,started,804707,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15062.html,1a1c03541f5348a2032b559745ebb61254012ff65e6545120bee98d9e88d1488,10000_19999/quest_q15062.html
15065,src/main/resources/aion/data/static_data/quest_definition/quests/15065.xml,started,started,804707,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15065.html,c1aadf9653660f3284160e21fbdcb8b0b6ed83bc3cadf16c8f2a99806e5f1299,10000_19999/quest_q15065.html
15073,src/main/resources/aion/data/static_data/quest_definition/quests/15073.xml,started,started,804709,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15073.html,39b7daa969c719b8e1ec3c01ac6fec4e8eb12d22713589018fed861e2e527c7f,10000_19999/quest_q15073.html
15074,src/main/resources/aion/data/static_data/quest_definition/quests/15074.xml,started,started,804709,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15074.html,52ee2820cb9c7cdbcfda695eddcfe1ad95938caf70285f9f1e09ddbd8ee27fe9,10000_19999/quest_q15074.html
15100,src/main/resources/aion/data/static_data/quest_definition/quests/15100.xml,started,started,804711,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15100.html,ec6632fa942332f72bb1a70b2c87694eba4768e377f67b89b70e19424a2463b1,10000_19999/quest_q15100.html
15104,src/main/resources/aion/data/static_data/quest_definition/quests/15104.xml,started,started,804711,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15104.html,cb65390cd30d57e9aca12e28650a36438f26f439123b1447f8a9a967ae81bb56,10000_19999/quest_q15104.html
15201,src/main/resources/aion/data/static_data/quest_definition/quests/15201.xml,started,started,804704,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15201.html,b3fdc4c1ebb2d734dcd1eb75cac2250163780fdeaead87ed8de8b5b8fd77ac02,10000_19999/quest_q15201.html
15202,src/main/resources/aion/data/static_data/quest_definition/quests/15202.xml,started,started,804704,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15202.html,b672eafec6ce86b814bf2e7ec91a2e5d2201b0521333caf032ce7e983f332496,10000_19999/quest_q15202.html
15203,src/main/resources/aion/data/static_data/quest_definition/quests/15203.xml,started,started,804704,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15203.html,0f47c11b314727d18857760fea14ea01aa547d8c4a52c66d6cab6ed82c982578,10000_19999/quest_q15203.html
15326,src/main/resources/aion/data/static_data/quest_definition/quests/15326.xml,started,started,805331,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15326.html,c2fa06f92f3ee306cdec1a4941400a8397985051486606a65710f345a798ac58,10000_19999/quest_q15326.html
15400,src/main/resources/aion/data/static_data/quest_definition/quests/15400.xml,s7,s7,805355,31,SELECT6,SELECT8,3398,10000_19999/quest_q15400.html,4fcd60e24c304ccf3175fdac084127942e02c25441b0a21a5a44a104d6161050,10000_19999/quest_q15400.html
15401,src/main/resources/aion/data/static_data/quest_definition/quests/15401.xml,started,started,804782,31,SELECT2,SELECT1,1011,10000_19999/quest_q15401.html,807e1c22380b8c9a01b5e96ab9c27fb372f8c73ce7c69e380123bccecc55f89f,10000_19999/quest_q15401.html
15402,src/main/resources/aion/data/static_data/quest_definition/quests/15402.xml,s2,s2,805382,31,SELECT4,SELECT3_2,1779,10000_19999/quest_q15402.html,eee06c6d1ee528eb312d61e469e5f0c14d37007890e4ba711cd64d3b1812786d,10000_19999/quest_q15402.html
15406,src/main/resources/aion/data/static_data/quest_definition/quests/15406.xml,started,started,805378,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15406.html,46f1f68a00155b2e4b252ac57326ac8d420d552ffb1fb11cdaf76a4a004c62f0,10000_19999/quest_q15406.html
15407,src/main/resources/aion/data/static_data/quest_definition/quests/15407.xml,started,started,805378,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15407.html,85d272f75afbc0167c89999ba3fa57a0025520af13d434405972b54b283abb5a,10000_19999/quest_q15407.html
15408,src/main/resources/aion/data/static_data/quest_definition/quests/15408.xml,started,started,805378,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15408.html,c197a5b17224f966c74c2646cbc98ce669f7c85bedfed9d481b09aff22b2d3cb,10000_19999/quest_q15408.html
15409,src/main/resources/aion/data/static_data/quest_definition/quests/15409.xml,started,started,805379,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15409.html,e22852283f7f4135a31a06dc9f6c3db91eabecb5d56bfee13c0d4dab66e75feb,10000_19999/quest_q15409.html
15410,src/main/resources/aion/data/static_data/quest_definition/quests/15410.xml,started,started,805379,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15410.html,db546fabea82337a19efcb508d42953cf183ebd89cca9542d6e92b4cd26871a7,10000_19999/quest_q15410.html
15411,src/main/resources/aion/data/static_data/quest_definition/quests/15411.xml,started,started,805379,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15411.html,c5b27bb20efb37e9485334409fb0ad7fd8a2f561a81ea9419b34528c879476c9,10000_19999/quest_q15411.html
15412,src/main/resources/aion/data/static_data/quest_definition/quests/15412.xml,started,started,805379,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15412.html,9f538d9fdd658ee5737ce4c1ca5a58f67bb7a3b3ce0c830daf15f1bb7a1e90e9,10000_19999/quest_q15412.html
15413,src/main/resources/aion/data/static_data/quest_definition/quests/15413.xml,started,started,805379,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15413.html,c405e941698a90be77b0a7f953eadc38de3a132591476e1b1ec3ae3572b7a41e,10000_19999/quest_q15413.html
15414,src/main/resources/aion/data/static_data/quest_definition/quests/15414.xml,started,started,805385,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15414.html,3cd181a309eaf88a7acbfba66a141ff8fc366c85020a0aefd60b1d711c4be17a,10000_19999/quest_q15414.html
15415,src/main/resources/aion/data/static_data/quest_definition/quests/15415.xml,started,started,805386,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15415.html,3fb347c3eb228d4221ba4c1dc2b6b075230b21ff0f27c20cd0011711e18fa78d,10000_19999/quest_q15415.html
15416,src/main/resources/aion/data/static_data/quest_definition/quests/15416.xml,started,started,805387,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15416.html,e8f5041e4ab3d8d8501f8b0caf330ac4653cf73542de975a35f752b8b2e09b7a,10000_19999/quest_q15416.html
15417,src/main/resources/aion/data/static_data/quest_definition/quests/15417.xml,started,started,805388,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15417.html,a253160f1ca138db2694e1811a1ad336a37315e64ca91110807094f6d5d83160,10000_19999/quest_q15417.html
15418,src/main/resources/aion/data/static_data/quest_definition/quests/15418.xml,started,started,805389,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15418.html,93b4833ae353c3c2d3d77f896217eb98d50af8c69095b45bc0488b8b3df9036e,10000_19999/quest_q15418.html
15419,src/main/resources/aion/data/static_data/quest_definition/quests/15419.xml,started,started,805390,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15419.html,5b8275776bf00f6a3c31e3660185492bcbd6ce06593e2b36ed4f5eef610383a2,10000_19999/quest_q15419.html
15420,src/main/resources/aion/data/static_data/quest_definition/quests/15420.xml,started,started,805391,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15420.html,d56d0a676090315d1784fc6c2ed4038abae1889dce597144a45e667aa3cfac03,10000_19999/quest_q15420.html
15421,src/main/resources/aion/data/static_data/quest_definition/quests/15421.xml,started,started,805392,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15421.html,552a3834b4aac792d20b11e4e0dcb01d64cc509caf2e31bead2df3753f986541,10000_19999/quest_q15421.html
15422,src/main/resources/aion/data/static_data/quest_definition/quests/15422.xml,started,started,805393,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15422.html,d7300f038a5c2d1902c357c78120b7b2b38bf47687e6d2e173441561731f0c44,10000_19999/quest_q15422.html
15423,src/main/resources/aion/data/static_data/quest_definition/quests/15423.xml,started,started,805394,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15423.html,dd91d851e8a4eac1e45f933051a07cf9bfd79a21c23ba630555ff9a61e28cfac,10000_19999/quest_q15423.html
15424,src/main/resources/aion/data/static_data/quest_definition/quests/15424.xml,started,started,805395,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15424.html,11a702eee2ea1c622c191c39b1143b1cb07b81cf7a649d6912f0cdbee46638bb,10000_19999/quest_q15424.html
15425,src/main/resources/aion/data/static_data/quest_definition/quests/15425.xml,started,started,805396,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15425.html,33244654a029db6a201fe03e32a4273467cfd4052dd479b546f47d2ad964bad8,10000_19999/quest_q15425.html
15426,src/main/resources/aion/data/static_data/quest_definition/quests/15426.xml,started,started,805397,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15426.html,3d93d21fb6f76638200ec4f977450222d1dbbe4e89fefc5072fb5cde7231df4c,10000_19999/quest_q15426.html
15427,src/main/resources/aion/data/static_data/quest_definition/quests/15427.xml,started,started,805398,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15427.html,2b8740dbf138ec98fa22e21c0de0763ae86253a4a5fc571a1a98506c1fec2fea,10000_19999/quest_q15427.html
15428,src/main/resources/aion/data/static_data/quest_definition/quests/15428.xml,started,started,805399,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15428.html,7c850d8d1450112d78edbda5483ce900327ce0082a86c7743f0762c7f5693145,10000_19999/quest_q15428.html
15429,src/main/resources/aion/data/static_data/quest_definition/quests/15429.xml,started,started,805400,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15429.html,4ccbfa12193019af1da217142482b21d5f9f4bfb6a626283b44100aa233edb33,10000_19999/quest_q15429.html
15430,src/main/resources/aion/data/static_data/quest_definition/quests/15430.xml,started,started,805385,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15430.html,4d21c66decb767af7e5d5ef5709004717abdf82edb8545fca5dc1c46fdb496ae,10000_19999/quest_q15430.html
15431,src/main/resources/aion/data/static_data/quest_definition/quests/15431.xml,started,started,805386,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15431.html,8ac65bb33d33a749dd7fd84113ace094d9f03fc83f76126204b230b5099c32a5,10000_19999/quest_q15431.html
15432,src/main/resources/aion/data/static_data/quest_definition/quests/15432.xml,started,started,805387,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15432.html,2810f075986cc333ee8350189d8e1db480696ec0ad613d8b0cfec1ab03b3a716,10000_19999/quest_q15432.html
15433,src/main/resources/aion/data/static_data/quest_definition/quests/15433.xml,started,started,805388,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15433.html,62f13d9fa12e352fb12d07efdfd35570575e0ef250a55691b6901a44c633fe67,10000_19999/quest_q15433.html
15434,src/main/resources/aion/data/static_data/quest_definition/quests/15434.xml,started,started,805389,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15434.html,3a871e051b6b9859535996e3b7b467a5d7a6c56fe026d5d8add6a78d788ff8e8,10000_19999/quest_q15434.html
15435,src/main/resources/aion/data/static_data/quest_definition/quests/15435.xml,started,started,805390,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15435.html,82c10ca1971a8387f2e4c6e4642094f54c8502beace2756945bbca2fd6f22527,10000_19999/quest_q15435.html
15436,src/main/resources/aion/data/static_data/quest_definition/quests/15436.xml,started,started,805391,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15436.html,5af1dfc99e02c3d34402054cfedc9702aca141119f0139a6ccb7baed28831f6b,10000_19999/quest_q15436.html
15437,src/main/resources/aion/data/static_data/quest_definition/quests/15437.xml,started,started,805392,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15437.html,392d67d4f7df904ac0d19ccc4dc1f9327bef1981a49293d54bc54fa8d8a0486a,10000_19999/quest_q15437.html
15438,src/main/resources/aion/data/static_data/quest_definition/quests/15438.xml,started,started,805393,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15438.html,8125544147b4244ce4944d1c2d236f42d59b1bfe6cbaebc302d2a1d61603e526,10000_19999/quest_q15438.html
15439,src/main/resources/aion/data/static_data/quest_definition/quests/15439.xml,started,started,805394,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15439.html,be5cafdd3698aac00785f49a1699ebd047c0de04f8d879204528f20945cddc92,10000_19999/quest_q15439.html
15440,src/main/resources/aion/data/static_data/quest_definition/quests/15440.xml,started,started,805395,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15440.html,1b0a9d48ae9a1b46dfcfd2558042d28386d40d62fcbac0039a34576f19323f33,10000_19999/quest_q15440.html
15441,src/main/resources/aion/data/static_data/quest_definition/quests/15441.xml,started,started,805396,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15441.html,598125ac5eb89d32db288d443667012c9f9e4dc158c684ebb3ddbc69660917d5,10000_19999/quest_q15441.html
15442,src/main/resources/aion/data/static_data/quest_definition/quests/15442.xml,started,started,805397,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15442.html,2304b68698ebac4f159a7527b80b65a580ca9c598acd49ca2a2db37f02de0eae,10000_19999/quest_q15442.html
