quest_id,acquire_category,acquire_npc_name,acquire_npc_id,reward_npc_name,reward_npc_id
9706,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9707,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9708,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9709,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9710,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9711,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9712,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9713,Talk,Test_SimpleTalk_17,,Test_SimpleTalk_17,
9714,Talk,Hestia,203784,Jucleas,203752
9715,Talk,Lainita,204100,Balder,204075
9716,Talk,LF6_Sosiming_E,835568,LF6_Sosiming_E,835568
9717,Talk,DF6_Hauserung_E,835569,DF6_Hauserung_E,835569
9801,Talk,DF2A_test_datukaud,834247,DC1_test_redunbard,834251
10010,EnterWorld,302340000,,IDAb1_Ere_Manager_Room_Bastiel_E,806585
10011,none,,,LF6_Weatha_E,806075
10031,LevelUpLogIn,50,,Versetti,798927
10032,none,,,Crosia,798952
10033,none,,,Pomponia,798970
10034,none,,,Sueros,799030
10035,none,,,Cainus,798926
10036,LevelUpLogIn,50,,Versetti,798927
10037,none,,,Crosia,798952
10111,none,,,Ab1_Giscours_E,805351
10112,none,,,Ab1_Giscours_E,805351
10113,none,,,Ab1_Giscours_E,805351
10500,LevelUpLogIn,55,,LF5_Atmos_E,804699
10501,none,,,LF5_Mosphera_E,804700
10502,none,,,LF5_Nixkaion_E,804701
10503,none,,,LF5_Eukraton_E,804704
10504,none,,,LF5_Astrape_E,804706
10505,none,,,LF5_Averse_E,804707
10506,none,,,LF5_Brontte_E,804709
10507,none,,,LF5_Aithria_E,804711
10526,none,,,LF6_Weatha_E,806075
10527,none,,,LF6_Weatha_E,806075
10530,LevelUpLogIn,66,,Jucleas,203752
11319,Talk,Naerty,800245,LF5_OP1_ZoneTeleport_L,804782
11320,Talk,Polyidus,203726,LF5_OP1_ZoneTeleport_L,804782
11321,Talk,LDF4_Advance_OP_Teleport_L,804561,LF5_OP1_ZoneTeleport_L,804782
11322,Talk,LDF5_Fortress_Teleporter_A2_N,802452,LF5_OP1_ZoneTeleport_L,804782
11323,Talk,Yulia,798928,Yulia,798928
11324,Talk,Versetti,798927,Versetti,798927
11325,Talk,Versetti,798927,Versetti,798927
11329,EnterArea,QuestArea_LF4_M_PVP_Q11329,,Leah,799552
11330,EnterArea,QuestArea_UnderPass_M_PVP_Q11330,,Plinius,798930
11331,EnterArea,QuestArea_DF4_M_PVP_Q11331,,Pucio,798931
11332,Talk,Heranas,798958,Heranas,798958
11333,Talk,Heranas,798958,Heranas,798958
11334,Talk,Heranas,798958,Heranas,798958
11340,Talk,LF4_M_Village_Guard01_L,835650,LF4_M_Village_Guard01_L,835650
11341,Talk,LF4_M_Village_Guard01_L,835650,LF4_M_Village_Guard01_L,835650
11342,Talk,LF4_M_Village_Guard02_L,835651,LF4_M_Village_Guard02_L,835651
11343,Talk,LF4_M_Village_Guard02_L,835651,LF4_M_Village_Guard02_L,835651
11344,Talk,LF4_M_Village_Guard03_L,835652,LF4_M_Village_Guard03_L,835652
11345,Talk,LF4_M_Village_Guard03_L,835652,LF4_M_Village_Guard03_L,835652
11346,Talk,LF4_M_Village_Guard04_L,835653,LF4_M_Village_Guard04_L,835653
11347,Talk,LF4_M_Village_Guard04_L,835653,LF4_M_Village_Guard04_L,835653
11348,Talk,LF4_M_Village_Guard05_L,835654,LF4_M_Village_Guard05_L,835654
11349,Talk,LF4_M_Village_Guard05_L,835654,LF4_M_Village_Guard05_L,835654
11350,Talk,LF4_M_Village_Guard06_L,835655,LF4_M_Village_Guard06_L,835655
11351,Talk,LF4_M_Village_Guard06_L,835655,LF4_M_Village_Guard06_L,835655
11352,Talk,LF4_M_Village_Guard07_L,835656,LF4_M_Village_Guard07_L,835656
11353,Talk,LF4_M_Village_Guard07_L,835656,LF4_M_Village_Guard07_L,835656
11360,EnterArea,QuestArea_PVP_LF4_M_Q11360,,LF4_M_Village_Guard01_L,835650
11361,EnterArea,QuestArea_PVP_LF4_M_Q11361,,LF4_M_Village_Guard02_L,835651
11362,EnterArea,QuestArea_PVP_LF4_M_Q11362,,LF4_M_Village_Guard03_L,835652
11363,EnterArea,QuestArea_PVP_LF4_M_Q11363,,LF4_M_Village_Guard04_L,835653
11364,EnterArea,QuestArea_PVP_LF4_M_Q11364,,LF4_M_Village_Guard05_L,835654
11365,EnterArea,QuestArea_PVP_LF4_M_Q11365,,LF4_M_Village_Guard06_L,835655
11366,EnterArea,QuestArea_PVP_LF4_M_Q11366,,LF4_M_Village_Guard07_L,835656
11370,Talk,DF4_M_Village_Guard01_L,835664,DF4_M_Village_Guard01_L,835664
11371,Talk,DF4_M_Village_Guard01_L,835664,DF4_M_Village_Guard01_L,835664
11372,Talk,DF4_M_Village_Guard02_L,835665,DF4_M_Village_Guard02_L,835665
11373,Talk,DF4_M_Village_Guard02_L,835665,DF4_M_Village_Guard02_L,835665
11374,Talk,DF4_M_Village_Guard03_L,835666,DF4_M_Village_Guard03_L,835666
11375,Talk,DF4_M_Village_Guard03_L,835666,DF4_M_Village_Guard03_L,835666
11376,Talk,DF4_M_Village_Guard04_L,835667,DF4_M_Village_Guard04_L,835667
11377,Talk,DF4_M_Village_Guard04_L,835667,DF4_M_Village_Guard04_L,835667
11378,Talk,DF4_M_Village_Guard05_L,835668,DF4_M_Village_Guard05_L,835668
11379,Talk,DF4_M_Village_Guard05_L,835668,DF4_M_Village_Guard05_L,835668
11380,Talk,DF4_M_Village_Guard06_L,835669,DF4_M_Village_Guard06_L,835669
11381,Talk,DF4_M_Village_Guard06_L,835669,DF4_M_Village_Guard06_L,835669
11382,Talk,DF4_M_Village_Guard07_L,835670,DF4_M_Village_Guard07_L,835670
11383,Talk,DF4_M_Village_Guard07_L,835670,DF4_M_Village_Guard07_L,835670
11390,EnterArea,QuestArea_PVP_DF4_M_Q11390,,DF4_M_Village_Guard01_L,835664
11391,EnterArea,QuestArea_PVP_DF4_M_Q11391,,DF4_M_Village_Guard02_L,835665
11392,EnterArea,QuestArea_PVP_DF4_M_Q11392,,DF4_M_Village_Guard03_L,835666
11393,EnterArea,QuestArea_PVP_DF4_M_Q11393,,DF4_M_Village_Guard04_L,835667
11394,EnterArea,QuestArea_PVP_DF4_M_Q11394,,DF4_M_Village_Guard05_L,835668
11395,EnterArea,QuestArea_PVP_DF4_M_Q11395,,DF4_M_Village_Guard06_L,835669
11396,EnterArea,QuestArea_PVP_DF4_M_Q11396,,DF4_M_Village_Guard07_L,835670
11400,Talk,Cainus,798926,Jamia,799092
11401,Talk,Piloti,207045,Jamia,799092
11402,Talk,Jamia,799092,Jamia,799092
11469,Talk,Dorsia,798954,LF4_Trione_E,835615
11470,Talk,LF4_Trione_E,835615,LF4_Trione_E,835615
13403,Talk,Spatalos,203098,Alaus,203106
13744,EnterArea,,,LDF4_Advance_Sopeia_E,832840
13745,EnterArea,,,LDF4_Advance_Elger_E,802350
13758,Talk,LDF4_Advance_Village_Guard_L_North,,LDF4_Advance_Village_Guard_L_North,
13759,Talk,LDF4_Advance_Village_Guard_L_North,,LDF4_Advance_Village_Guard_L_North,
13760,Talk,LDF4_Advance_Village_Guard_L_North,,LDF4_Advance_Village_Guard_L_North,
13761,Talk,LDF4_Advance_Village_Guard_L_West,,LDF4_Advance_Village_Guard_L_West,
13762,Talk,LDF4_Advance_Village_Guard_L_West,,LDF4_Advance_Village_Guard_L_West,
13763,Talk,LDF4_Advance_Village_Guard_L_West,,LDF4_Advance_Village_Guard_L_West,
13764,Talk,LDF4_Advance_Village_Guard_L_East,,LDF4_Advance_Village_Guard_L_East,
13765,Talk,LDF4_Advance_Village_Guard_L_East,,LDF4_Advance_Village_Guard_L_East,
13766,Talk,LDF4_Advance_Village_Guard_L_East,,LDF4_Advance_Village_Guard_L_East,
13767,Talk,LDF4_Advance_Village_Guard_L_South,,LDF4_Advance_Village_Guard_L_South,
13768,Talk,LDF4_Advance_Village_Guard_L_South,,LDF4_Advance_Village_Guard_L_South,
13769,Talk,LDF4_Advance_Village_Guard_L_South,,LDF4_Advance_Village_Guard_L_South,
13770,Talk,LDF4_Advance_Village_Guard09_L2,805281,LDF4_Advance_Village_Guard09_L2,805281
13801,EnterArea,,,LDF5_Fortress_Alphion_E,802431
13817,EnterArea,,,LDF5_Fortress_7011_Gantis_L_E,804585
13818,Talk,LDF5_Fortress_Reton_E,804588,LDF5_Fortress_Reton_E,804588
13830,LevelUpLogIn,30,,Orphe,203711
13831,LevelUpLogIn,40,,Orphe,203711
13832,LevelUpLogIn,45,,Orphe,203711
13833,LevelUpLogIn,50,,Orphe,203711
13834,LevelUpLogIn,55,,Orphe,203711
13840,Talk,Nereus,278517,Nereus,278517
13841,Talk,Ab1_1131_TreasureGate_Li,263295,Ab1_1131_TreasureGate_Li,263295
13842,EnterArea,,,AB1_1131_Lunes_E,806511
13843,EnterArea,,,Nereus,278517
13844,Talk,Nereus,278517,Nereus,278517
13845,Talk,Ab1_1132_TreasureGate_Li,263597,Ab1_1132_TreasureGate_Li,263597
13846,EnterArea,,,AB1_1132_Marthes_E,806512
13847,EnterArea,,,Nereus,278517
13848,Talk,Nereus,278517,Nereus,278517
13849,Talk,Ab1_1141_TreasureGate_Li,264797,Ab1_1141_TreasureGate_Li,264797
13850,EnterArea,,,AB1_1141_Miercoles_E,806513
13851,EnterArea,,,Nereus,278517
13860,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13861,Talk,Ab1_1221_TreasureGate_Li,268080,Ab1_1221_TreasureGate_Li,268080
13862,EnterArea,,,AB1_1221_Jueves_E,806514
13863,EnterArea,,,Ab1_Lagrangia_E,805380
13864,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13865,Talk,Ab1_1241_TreasureGate_Li,270165,Ab1_1241_TreasureGate_Li,270165
13866,EnterArea,,,AB1_1241_Viernes_E,806515
13867,EnterArea,,,Ab1_Lagrangia_E,805380
13868,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13869,Talk,Ab1_1231_TreasureGate_Li,269265,Ab1_1231_TreasureGate_Li,269265
13870,EnterArea,,,AB1_1231_Sabados_E,806516
13871,EnterArea,,,Ab1_Lagrangia_E,805380
13880,Talk,LDF5_Fortress_Alphion_E,802431,LDF5_Fortress_Alphion_E,802431
13882,EnterArea,,,LDF5_Fortress_7011_Solis_E,806517
13883,EnterArea,,,LDF5_Fortress_Alphion_E,802431
13920,Talk,Nereus,278517,Nereus,278517
13921,Talk,Nereus,278517,Nereus,278517
13922,Talk,Nereus,278517,Nereus,278517
13923,Talk,Nereus,278517,Nereus,278517
13924,Talk,Nereus,278517,Nereus,278517
13925,Talk,Nereus,278517,Nereus,278517
13926,Talk,Nereus,278517,Nereus,278517
13927,Talk,Nereus,278517,Nereus,278517
13928,Talk,Nereus,278517,Nereus,278517
13930,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13931,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13932,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13933,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13934,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13935,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13936,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13937,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13938,Talk,Ab1_Lagrangia_E,805380,Ab1_Lagrangia_E,805380
13940,Talk,LDF5_Fortress_Alphion_E,802431,LDF5_Fortress_Alphion_E,802431
13941,Talk,LDF5_Fortress_Alphion_E,802431,LDF5_Fortress_Alphion_E,802431
13942,Talk,LDF5_Fortress_Alphion_E,802431,LDF5_Fortress_Alphion_E,802431
13943,Talk,Ab1_Dian_E,835722,Ab1_Dian_E,835722
13944,Talk,Ab1_Dian_E,835722,Ab1_Dian_E,835722
13945,Talk,Ab1_Dian_E,835722,Ab1_Dian_E,835722
13946,Talk,Ab1_Dian_E,835722,Ab1_Dian_E,835722
13947,EnterArea,AB1_QuestArea_Q13947,835726,Ab1_Laones_E,835723
13950,Talk,LF6_Weatha_E,806075,IDAb1_Ere_Start_Bastiel_E,806583
13951,Talk,IDAb1_Ere_FOBJ_Letter_Q13951a,731784,Ab1_Bastiel_E,806582
13952,ItemPlay,doc_quest_13952a,,Ab1_Bastiel_E,806582
13953,Talk,IDAb1_Ere_FOBJ_Drakans_Arm_Q13953a,731783,Ab1_Bastiel_E,806582
13954,Talk,IDAb1_Ere_Fiance_L_E,806590,Ab1_Bastiel_E,806582
13955,EnterWorld,302340000,,Ab1_Bastiel_E,806582
13956,EnterWorld,302340000,,Ab1_Bastiel_E,806582
13960,Talk,LF6_Benian_E,835217,LF6_Benian_E,835217
13961,EnterWorld,302350000,,IDEternity_War_L_WPSeller,835223
13962,Talk,IDEternity_War_Abigail_E,835218,LF6_Benian_E,835217
13963,Talk,IDEternity_War_Abigail_E,835218,LF6_Benian_E,835217
13964,Talk,IDEternity_War_Abigail_E,835218,LF6_Benian_E,835217
13965,EnterArea,IDEternity_War_QuestArea_Q13965,835518,LF6_Benian_E,835217
13966,EnterArea,IDEternity_War_QuestArea_Q13966,835228,LF6_Benian_E,835217
13967,EnterArea,IDEternity_War_QuestArea_Q13967,835229,LF6_Benian_E,835217
13968,Talk,LF6_Benian_E,835217,LF6_Benian_E,835217
13970,Talk,AB1_Benian_SP_E,835397,AB1_Benian_SP_E,835397
13971,EnterWorld,302350000,,IDEternity_War_L_WPSeller_sp,835375
13972,Talk,IDEternity_War_Abigail_SP_E,835398,AB1_Benian_SP_E,835397
13973,Talk,IDEternity_War_Abigail_SP_E,835398,AB1_Benian_SP_E,835397
13974,Talk,IDEternity_War_Abigail_SP_E,835398,AB1_Benian_SP_E,835397
13975,EnterArea,IDEternity_War_QuestArea_Q13975,835520,AB1_Benian_SP_E,835397
13976,EnterArea,IDEternity_War_QuestArea_Q13976,835406,AB1_Benian_SP_E,835397
13977,EnterArea,IDEternity_War_QuestArea_Q13977,835407,AB1_Benian_SP_E,835397
13978,Talk,AB1_Benian_SP_E,835397,AB1_Benian_SP_E,835397
14203,Talk,Shugo_LF2a_16,798201,Shugo_LF2a_16,798201
14204,Talk,Shugo_LF2a_17,798202,Shugo_LF2a_17,798202
14252,Talk,IDDF3_Dragon_Veris_E,805736,LF3_Anaxa_E,832824
14253,Talk,Brosia,204601,Brosia,204601
14262,Talk,Maloren,204656,AB1_Guguroong_E,805300
14263,EnterArea,,,Maloren,204656
14264,EnterArea,,,Maloren,204656
14272,Talk,LF3_Anaxa_E,832824,LF3_Anaxa_E,832824
14273,Talk,Pyrrha,798225,Pyrrha,798225
14277,Talk,Hagne,790004,Hagne,790004
15000,Talk,LF5_Milliard_E,804874,LF5_Milliard_E,804874
15001,Talk,LF5_Nubes_E,804698,LF5_Nubes_E,804698
15002,Talk,LF5_Nubes_E,804698,LF5_Nubes_E,804698
15010,Talk,LF5_Mosphera_E,804700,LF5_Mosphera_E,804700
15011,Talk,LF5_Biologia_E,804875,LF5_Biologia_E,804875
15012,Talk,LF5_Biologia_E,804875,LF5_Biologia_E,804875
15013,Talk,LF5_Biologia_E,804875,LF5_Biologia_E,804875
15014,Talk,LF5_Biologia_E,804875,LF5_Biologia_E,804875
15020,Talk,LF5_Monodia_E,804876,LF5_Monodia_E,804876
15021,Talk,LF5_Ebrius_E,804877,LF5_Ebrius_E,804877
15022,Talk,LF5_Banetta_E,804878,LF5_Banetta_E,804878
15023,Talk,LF5_Monodia_E,804876,LF5_Garnon_E,804879
15024,Talk,LF5_Garnon_E,804879,LF5_Garnon_E,804879
15025,ItemPlay,QUEST_15025A,,LF5_Banetta_E,804878
15030,Talk,LF5_Eukraton_E,804704,LF5_Metoporon_E,804882
15031,none,,,LF5_Lunar_E,804883
15032,Talk,LF5_Metoporon_E,804882,LF5_Metoporon_E,804882
15033,Talk,LF5_Harkenn_E,804884,LF5_Harkenn_E,804884
15034,Talk,LF5_Harkenn_E,804884,LF5_Harkenn_E,804884
15040,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15041,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15042,Talk,LF5_Telos_E,804885,LF5_Telos_E,804885
15043,Talk,LF5_Yogurung_E,804886,LF5_Yogurung_E,804886
15044,Talk,LF5_Rokola_E,804887,LF5_Rokola_E,804887
15050,Talk,LF5_Astrape_E,804706,LF5_Astrape_E,804706
15051,Talk,LF5_Astrape_E,804706,LF5_Astrape_E,804706
15052,Talk,LF5_Chairun_E,804888,LF5_Chairun_E,804888
15053,Talk,LF5_Chairun_E,804888,LF5_Chairun_E,804888
15054,Talk,LF5_Astrape_E,804706,LF5_Astrape_E,804706
15060,Talk,LF5_Averse_E,804707,LF5_Averse_E,804707
15061,Talk,LF5_Averse_E,804707,LF5_Averse_E,804707
15062,Talk,LF5_Averse_E,804707,LF5_Averse_E,804707
15065,Talk,LF5_Averse_E,804707,LF5_Averse_E,804707
15066,Talk,LF5_Kafne_E,804889,LF5_Kafne_E,804889
15070,Talk,LF5_Yuraringring_E,804891,LF5_Yuraringring_E,804891
15071,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15072,Talk,LF5_Vipera_E,804890,LF5_Vipera_E,804890
15073,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15074,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15080,Talk,LF5_Averse_E,804707,LF5_Marmellada_E,804892
15081,Talk,LF5_Marmellada_E,804892,LF5_Marmellada_E,804892
15082,Talk,LF5_Marmellada_E,804892,LF5_Marmellada_E,804892
15083,Talk,LF5_Marmellada_E,804892,LF5_Marmellada_E,804892
15090,Talk,LF5_Brontte_E,804709,LF5_Frohton_E,804893
15091,Talk,LF5_Frohton_E,804893,LF5_Frohton_E,804893
15092,Talk,LF5_Frohton_E,804893,LF5_Frohton_E,804893
15098,Talk,LF5_Ship_ZoneTeleport_L,804964,LF5_Ship_ZoneTeleport_L,804964
15100,Talk,LF5_Aithria_E,804711,LF5_Aithria_E,804711
15101,Talk,LF5_Aithria_E,804711,LF5_Nostibas_E,804715
15102,Talk,LF5_Eremia_E,804895,LF5_Eremia_E,804895
15103,Talk,LF5_Blut_E,804896,LF5_Blut_E,804896
15104,Talk,LF5_Aithria_E,804711,LF5_Aithria_E,804711
15201,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15202,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15203,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15204,Talk,LF5_Eukraton_E,804704,LF5_Eukraton_E,804704
15215,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15216,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15217,Talk,LF5_Brontte_E,804709,LF5_Brontte_E,804709
15220,Talk,LF5_Monodia_E,804876,LF5_Monodia_E,804876
15221,Talk,LF5_Astrape_E,804706,LF5_Astrape_E,804706
15222,Talk,LF5_Averse_E,804707,LF5_Averse_E,804707
15223,Talk,LF5_Atmos_E,804699,LF5_Atmos_E,804699
15224,Talk,LF5_Atmos_E,804699,LF5_Atmos_E,804699
15225,Talk,LF5_Atmos_E,804699,LF5_Atmos_E,804699
15230,Talk,LF5_op_h_Exchange_tiamatdown_key,805222,LF5_op_h_Exchange_tiamatdown_key,805222
15231,Talk,LF5_op_h_Exchange_tiamatdown_key,805222,LF5_op_h_Exchange_tiamatdown_key,805222
15232,Talk,LF5_op_h_Exchange_tiamatdown_key,805222,LF5_op_h_Exchange_tiamatdown_key,805222
15235,none,,,LF5_Atmos_E,804699
15236,none,,,LF5_Atmos_E,804699
15237,none,,,LF5_Atmos_E,804699
15301,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15302,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15303,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15304,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15305,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15306,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15307,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
