quest_id,npc,src,action,emitted,kind,decision,start_root,report_root,has_contract,in_start,in_end,why,detail,path
35049,799801,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35049.xml
35050,799800,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
35050,799800,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35050.xml
35051,799800,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
35051,799800,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35051.xml
35052,804941,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35052,804941,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35052.xml
35053,804941,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
35053,804941,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35053.xml
35054,804941,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
35054,804941,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35054.xml
35058,804941,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35058,804941,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35058.xml
35059,804942,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35059,804942,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35059.xml
35060,804945,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35060,804945,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35060.xml
35061,804943,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35061,804943,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35061.xml
35062,804944,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35062,804944,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35062.xml
35063,804946,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35063,804946,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35063.xml
35064,804946,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35064,804946,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35064.xml
35065,804947,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35065,804947,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35065.xml
35505,799825,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35505,799826,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35505,799825,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35505.xml
35505,799826,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35505.xml
35508,799831,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35508,799831,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35508.xml
35509,799825,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35509,799826,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35509,799825,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35509.xml
35509,799826,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35509.xml
35510,804940,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35510,804940,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35510.xml
35511,804940,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35511,804940,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35511.xml
35512,804940,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35512,804940,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35512.xml
35513,804940,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35513,804940,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35513.xml
35514,806430,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35514,806430,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35514.xml
35515,806430,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
35515,806430,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/35515.xml
36015,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36015,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36015,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36015.xml
36015,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36015.xml
36016,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36016,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36016,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36016.xml
36016,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36016.xml
36500,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36500,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36500,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36500.xml
36500,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36500.xml
36502,799837,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36502,799838,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36502,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36502.xml
36502,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36502.xml
36503,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36503,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36503,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36503.xml
36503,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36503.xml
36504,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36504,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36504,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36504.xml
36504,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36504.xml
36505,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36505,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36505,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36505.xml
36505,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36505.xml
36506,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36506,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36506,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36506.xml
36506,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36506.xml
36508,799837,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36508,799838,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36508,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36508.xml
36508,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36508.xml
36509,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36509,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36509,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36509.xml
36509,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36509.xml
36510,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36510,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36510,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36510.xml
36510,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36510.xml
36511,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36511,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36511,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36511.xml
36511,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36511.xml
36512,799837,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36512,799838,complete,31,1011,npc_start,skip-alias,,10002,False,False,False,emitting start route not found,,
36512,799837,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36512.xml
36512,799838,unaccepted,31,1011,npc_start,set-explicit-start-page,,10002,False,False,False,,{'symbol': 'SHOW_ASK_QUEST_ACCEPT_WINDOW'},src/main/resources/aion/data/static_data/quest_definition/quests/36512.xml
36515,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36515,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36515,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36515.xml
36515,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36515.xml
36520,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36520,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36520,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36520.xml
36520,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36520.xml
36521,799837,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36521,799838,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36521,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36521.xml
36521,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36521.xml
36522,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36522,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36522,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36522.xml
36522,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36522.xml
36523,799837,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36523,799838,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36523,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36523.xml
36523,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36523.xml
36524,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36524,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36524,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36524.xml
36524,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36524.xml
36525,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36525,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36525,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36525.xml
36525,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36525.xml
36526,799837,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
36526,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36526.xml
36527,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36527,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36527,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36527.xml
36527,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36527.xml
36528,799837,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36528,799838,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36528,799837,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36528.xml
36528,799838,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36528.xml
36529,804948,complete,31,1011,npc_start,skip-alias,,,True,False,False,emitting start route not found,,
36529,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,False,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36529.xml
36530,804948,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36530,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36530.xml
36531,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36531,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36531.xml
36532,804949,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36532,804949,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36532.xml
