quest_id,audit_status,quest_xml,source_file,source_node,target_node,npc_id,action_id,page_id,page_name,page_actions,template_type,template_rows,evidence_source,unresolved_reason,decision,blocker,evidence_gaps
1111,CLIENT_PAGE_UNREACHED,quests/1111.xml,QUEST_Q1111.html,,,,1008,1004,quest_refuse_1,FINISH_DIALOG,,0,QUEST_Q1111.html#quest_refuse_1 page-order=4 sha256=b0eb6fbaf19e596315c32f8b06d6708aba670bdc01254c233bd822916e93887e,active page is absent from compiled IR responses; no current path identifies its NPC or state,EVIDENCE_BLOCKED,accept/start flow for this NPC set lacks a unique contract start NPC or handler registration; cannot prove which dialog route shows the page,unique start NPC / start-page evidence (contract start_npc_ids or handler addOnQuestStart) required; no unique FULL legacy contract row
1111,CLIENT_PAGE_UNREACHED,quests/1111.xml,QUEST_Q1111.html,,,,10002,3057,select7,SETPRO3,,0,QUEST_Q1111.html#select7 page-order=12 sha256=b0eb6fbaf19e596315c32f8b06d6708aba670bdc01254c233bd822916e93887e,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,XML implements report/completion via npc-complete (npc=203075); client page select7 belongs to an unused flow variant,"unused client flow variant; XML implements verified report/complete route; no unique FULL legacy contract row; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1111,CLIENT_PAGE_UNREACHED,quests/1111.xml,QUEST_Q1111.html,,,,1002 1003,4,ask_quest_accept,QUEST_ACCEPT_1+QUEST_REFUSE_1,,0,QUEST_Q1111.html#ask_quest_accept page-order=2 sha256=b0eb6fbaf19e596315c32f8b06d6708aba670bdc01254c233bd822916e93887e,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,standard NPC_START expansion routes ASK_QUEST_ACCEPT to page 4; dialog order reached in runtime IR,no unique FULL legacy contract row
1114,CLIENT_PAGE_UNREACHED,quests/1114.xml,QUEST_Q1114.html,,,,1008,2716,select6,FINISH_DIALOG,,0,QUEST_Q1114.html#select6 page-order=2 sha256=56bd4285b5b219f71af25d4ac8697ab6cce15676feecea455a69a41fb29ce88d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,XML implements report/completion via npc-complete (npc=203058); client page select6 belongs to an unused flow variant,"unused client flow variant; XML implements verified report/complete route; no unique FULL legacy contract row; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1114,CLIENT_PAGE_UNREACHED,quests/1114.xml,QUEST_Q1114.html,,,,1002,4,ask_quest_accept,QUEST_ACCEPT_1,,0,QUEST_Q1114.html#ask_quest_accept page-order=1 sha256=56bd4285b5b219f71af25d4ac8697ab6cce15676feecea455a69a41fb29ce88d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,item-start flow modelled via use-item/item-play route; dialog-only audit walk cannot reach page 4,no unique FULL legacy contract row
1183,CLIENT_PAGE_UNREACHED,quests/1183.xml,QUEST_Q1183.html,,,,1694,1693,select3,SELECT3_1,data_driven_quest,1,QUEST_Q1183.html#select3 page-order=8 sha256=16f6943f16e08eaabf40df25ac1c4a6034f5f3db18b4dd05dc3c39225987d4e8,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Cerios, reward Hyacinte; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1183,CLIENT_PAGE_UNREACHED,quests/1183.xml,QUEST_Q1183.html,,,,10001,1694,select3_1,SETPRO2,data_driven_quest,1,QUEST_Q1183.html#select3_1 page-order=9 sha256=16f6943f16e08eaabf40df25ac1c4a6034f5f3db18b4dd05dc3c39225987d4e8,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3_1 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Cerios, reward Hyacinte; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1183,CLIENT_PAGE_UNREACHED,quests/1183.xml,QUEST_Q1183.html,,,,1009,2375,select5,SELECT_QUEST_REWARD,data_driven_quest,1,QUEST_Q1183.html#select5 page-order=10 sha256=16f6943f16e08eaabf40df25ac1c4a6034f5f3db18b4dd05dc3c39225987d4e8,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Cerios, reward Hyacinte"
1192,CLIENT_PAGE_UNREACHED,quests/1192.xml,QUEST_Q1192.html,,,,1694,1693,select3,SELECT3_1,data_driven_quest,1,QUEST_Q1192.html#select3 page-order=7 sha256=e0a2c8351a130190a521cbf54dc9d610820559a270152eca0612af1d21c7429a,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Spatalos, reward Spatalos, item_check=1; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1192,CLIENT_PAGE_UNREACHED,quests/1192.xml,QUEST_Q1192.html,,,,10001,1694,select3_1,SETPRO2,data_driven_quest,1,QUEST_Q1192.html#select3_1 page-order=8 sha256=e0a2c8351a130190a521cbf54dc9d610820559a270152eca0612af1d21c7429a,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3_1 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Spatalos, reward Spatalos, item_check=1; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1192,CLIENT_PAGE_UNREACHED,quests/1192.xml,QUEST_Q1192.html,,,,1009,2375,select5,SELECT_QUEST_REWARD,data_driven_quest,1,QUEST_Q1192.html#select5 page-order=9 sha256=e0a2c8351a130190a521cbf54dc9d610820559a270152eca0612af1d21c7429a,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Spatalos, reward Spatalos, item_check=1"
1197,CLIENT_PAGE_UNREACHED,quests/1197.xml,QUEST_Q1197.html,,,,1008,4,ask_quest_accept,FINISH_DIALOG,item_order,1,QUEST_Q1197.html#ask_quest_accept page-order=1 sha256=e0152ad5cdf2f40cf289b1972da8d30119d769204cce96b5c362da6385414890,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,item-start flow modelled via use-item/item-play route; dialog-only audit walk cannot reach page 4,"retail template simple_use_item: acquire , reward Spatalos"
1198,CLIENT_PAGE_UNREACHED,quests/1198.xml,QUEST_Q1198.html,,,,1008,4,ask_quest_accept,FINISH_DIALOG,item_order,1,QUEST_Q1198.html#ask_quest_accept page-order=1 sha256=632e1eb2286d629e616521fe3ab6ebd0e028711ceab15b0be75d88539baadb23,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,item-start flow modelled via use-item/item-play route; dialog-only audit walk cannot reach page 4,"retail template simple_use_item: acquire , reward Vatonia, per-var talk npcs [talk_npc1:Phomona]"
1218,CLIENT_PAGE_UNREACHED,quests/1218.xml,QUEST_Q1218.html,,,,1009,2375,select5,SELECT_QUEST_REWARD,data_driven_quest,1,QUEST_Q1218.html#select5 page-order=7 sha256=2bc32feb0f53663262621feeb32b710acf310d41baa47b305625f8878dbd8388,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Une, reward shugo_Lender_LF2_01, per-var talk npcs [talk_npc1:Shugo3]"
1220,CLIENT_PAGE_UNREACHED,quests/1220.xml,QUEST_Q1220.html,,,,1009,2375,select5,SELECT_QUEST_REWARD,data_driven_quest,1,QUEST_Q1220.html#select5 page-order=7 sha256=5af8a1387a4ef6af765af541c6e0ee0d29f2d6981b00c738ffdee3d637d366b4,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; retail template simple_talk: acquire Pobina, reward Pobina, item_check=1"
1309,CLIENT_PAGE_UNREACHED,quests/1309.xml,QUEST_Q1309.html,,,,1008,4,ask_quest_accept,FINISH_DIALOG,item_order,1,QUEST_Q1309.html#ask_quest_accept page-order=1 sha256=7a5c899b3f92133f53282655cc513422f5b406cefb57a6130c9f86bd7f154eb9,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,item-start flow modelled via use-item/item-play route; dialog-only audit walk cannot reach page 4,"retail template simple_use_item: acquire , reward Actaeon"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,1694,1693,select3,SELECT3_1,data_driven_quest,1,QUEST_Q1319.html#select3 page-order=8 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10001,1694,select3_1,SETPRO2,data_driven_quest,1,QUEST_Q1319.html#select3_1 page-order=9 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select3_1 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,2035,2034,select4,SELECT4_1,data_driven_quest,1,QUEST_Q1319.html#select4 page-order=10 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select4 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10002,2035,select4_1,SETPRO3,data_driven_quest,1,QUEST_Q1319.html#select4_1 page-order=11 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select4_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,2376,2375,select5,SELECT5_1,data_driven_quest,1,QUEST_Q1319.html#select5 page-order=12 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10003,2376,select5_1,SETPRO4,data_driven_quest,1,QUEST_Q1319.html#select5_1 page-order=13 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select5_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,2717,2716,select6,SELECT6_1,data_driven_quest,1,QUEST_Q1319.html#select6 page-order=14 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select6 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10004,2717,select6_1,SETPRO5,data_driven_quest,1,QUEST_Q1319.html#select6_1 page-order=15 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select6_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,3058,3057,select7,SELECT7_1,data_driven_quest,1,QUEST_Q1319.html#select7 page-order=16 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select7 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10005,3058,select7_1,SETPRO6,data_driven_quest,1,QUEST_Q1319.html#select7_1 page-order=17 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select7_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,3399,3398,select8,SELECT8_1,data_driven_quest,1,QUEST_Q1319.html#select8 page-order=18 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select8 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10006,3399,select8_1,SETPRO7,data_driven_quest,1,QUEST_Q1319.html#select8_1 page-order=19 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select8_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,3740,3739,select9,SELECT9_1,data_driven_quest,1,QUEST_Q1319.html#select9 page-order=20 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select9 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,10007,3740,select9_1,SETPRO8,data_driven_quest,1,QUEST_Q1319.html#select9_1 page-order=21 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select9_1 belongs to an unused flow variant,unused client flow variant; contract cites the implemented page
1319,CLIENT_PAGE_UNREACHED,quests/1319.xml,QUEST_Q1319.html,,,,1009,4080,select10,SELECT_QUEST_REWARD,data_driven_quest,1,QUEST_Q1319.html#select10 page-order=22 sha256=0f1eca124488af7ace3b5a79790dc14a2c75aa0b06107b77b039024a355abd0d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,contract implements report via page 10002 (SELECT_QUEST_REWARD at REWARD); client page select10 belongs to an unused flow variant,"unused client flow variant; contract cites the implemented page; story chain root unreached; wire order = chain root first (started QUEST_SELECT / NPC_REPORT page), then page turns"
1322,CLIENT_PAGE_UNREACHED,quests/1322.xml,QUEST_Q1322.html,,,,1008,1003,quest_accept_1,FINISH_DIALOG,,0,QUEST_Q1322.html#quest_accept_1 page-order=4 sha256=5b666f6c5a72c96fdbe020ee4cd87e0ba6d1f90afd6139cd22947aa755a5890d,active page is absent from compiled IR responses; no current path identifies its NPC or state,EVIDENCE_BLOCKED,accept/start flow for this NPC set lacks a unique contract start NPC or handler registration; cannot prove which dialog route shows the page,unique start NPC / start-page evidence (contract start_npc_ids or handler addOnQuestStart) required; no unique FULL legacy contract row
1322,CLIENT_PAGE_UNREACHED,quests/1322.xml,QUEST_Q1322.html,,,,1008,1004,quest_refuse_1,FINISH_DIALOG,,0,QUEST_Q1322.html#quest_refuse_1 page-order=5 sha256=5b666f6c5a72c96fdbe020ee4cd87e0ba6d1f90afd6139cd22947aa755a5890d,active page is absent from compiled IR responses; no current path identifies its NPC or state,EVIDENCE_BLOCKED,accept/start flow for this NPC set lacks a unique contract start NPC or handler registration; cannot prove which dialog route shows the page,unique start NPC / start-page evidence (contract start_npc_ids or handler addOnQuestStart) required; no unique FULL legacy contract row
1322,CLIENT_PAGE_UNREACHED,quests/1322.xml,QUEST_Q1322.html,,,,2376,2375,select5,SELECT5_1,,0,QUEST_Q1322.html#select5 page-order=8 sha256=5b666f6c5a72c96fdbe020ee4cd87e0ba6d1f90afd6139cd22947aa755a5890d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,XML implements report/completion via dialog (npc=730019); client page select5 belongs to an unused flow variant,unused client flow variant; XML implements verified report/complete route; no unique FULL legacy contract row
1322,CLIENT_PAGE_UNREACHED,quests/1322.xml,QUEST_Q1322.html,,,,1009,2376,select5_1,SELECT_QUEST_REWARD,,0,QUEST_Q1322.html#select5_1 page-order=9 sha256=5b666f6c5a72c96fdbe020ee4cd87e0ba6d1f90afd6139cd22947aa755a5890d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,XML implements report/completion via dialog (npc=730019); client page select5_1 belongs to an unused flow variant,unused client flow variant; XML implements verified report/complete route; no unique FULL legacy contract row
1322,CLIENT_PAGE_UNREACHED,quests/1322.xml,QUEST_Q1322.html,,,,1002 1003,4,ask_quest_accept,QUEST_ACCEPT_1+QUEST_REFUSE_1,,0,QUEST_Q1322.html#ask_quest_accept page-order=3 sha256=5b666f6c5a72c96fdbe020ee4cd87e0ba6d1f90afd6139cd22947aa755a5890d,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,standard NPC_START expansion routes ASK_QUEST_ACCEPT to page 4; dialog order reached in runtime IR,no unique FULL legacy contract row
1323,CLIENT_PAGE_UNREACHED,quests/1323.xml,QUEST_Q1323.html,,,,1008,1004,quest_refuse_1,FINISH_DIALOG,data_driven_quest,1,QUEST_Q1323.html#quest_refuse_1 page-order=4 sha256=3caf2286c51b576ca083de08c0b70d047b0510869d58c3daa690c50d187b4c43,active page is absent from compiled IR responses; no current path identifies its NPC or state,INTENTIONAL_CLIENT_ONLY,quest auto-starts via use-item; NONE state is free of dialog routes and client accept pages are unused template assets,"proven auto-start (use-item); client accept pages are unused assets; retail template simple_talk: acquire Maximianus, reward Herodes, per-var talk npcs [talk_npc1:Novan]"
