quest_id,displayed_page,client_action_ids,client_action_constants,button_text_zh,classification,xml_file
15405,10000,1009,HACTION_SELECT_QUEST_REWARD,点头,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15405.xml
15502,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15502.xml
15505,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15505.xml
15508,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15508.xml
15511,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15511.xml
15514,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15514.xml
15517,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15517.xml
15523,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15523.xml
15526,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15526.xml
15532,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15532.xml
15535,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15535.xml
15538,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15538.xml
15540,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15540.xml
15541,10000,1009,HACTION_SELECT_QUEST_REWARD,索要代价。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15541.xml
15602,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15602.xml
15605,10000,1353,HACTION_SELECT2_1,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/15605.xml
15606,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15606.xml
15608,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15608.xml
15613,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15613.xml
15665,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15665.xml
15666,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15666.xml
15674,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/15674.xml
15680,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15680.xml
15689,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15689.xml
15690,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15690.xml
15691,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/15691.xml
1636,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/1636.xml
16838,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/16838.xml
16942,10000,1009,HACTION_SELECT_QUEST_REWARD,结束对话。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/16942.xml
16976,10000,1009,HACTION_SELECT_QUEST_REWARD,询问他要怎么处理碎片。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/16976.xml
16977,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/16977.xml
16985,10000,1009,HACTION_SELECT_QUEST_REWARD,询问他要怎么处理符文族宝石。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/16985.xml
16994,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/16994.xml
17540,10000,1009,HACTION_SELECT_QUEST_REWARD,报告在阿拉卡目击的情况。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/17540.xml
1870,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/1870.xml
18742,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/18742.xml
18745,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/18745.xml
18953,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/18953.xml
18975,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/18975.xml
18976,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/18976.xml
18977,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/18977.xml
18978,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/18978.xml
19010,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/19010.xml
19016,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/19016.xml
19022,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/19022.xml
19028,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/19028.xml
19034,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/19034.xml
19672,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19672.xml
19677,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19677.xml
19684,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19684.xml
19685,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19685.xml
19686,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19686.xml
19687,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19687.xml
19688,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19688.xml
19689,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19689.xml
19694,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/19694.xml
1990,10000,1352,HACTION_SELECT2,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/1990.xml
20010,10000,1693,HACTION_SELECT3,摇头。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20010.xml
20101,10000,1008,HACTION_FINISH_DIALOG,稍等一下。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/20101.xml
20110,10000,1693,HACTION_SELECT3,稍等片刻。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20110.xml
20112,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/20112.xml
20502,10000,1008,HACTION_FINISH_DIALOG,点头。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/20502.xml
20503,10000,1008,HACTION_FINISH_DIALOG,回答说知道了。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/20503.xml
20525,10000,2716,HACTION_SELECT6,暂时等待。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20525.xml
20527,10000,7523,HACTION_SELECT14,说在回收塔之碎片时遇到了天族的事情。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20527.xml
20528,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/20528.xml
20529,10000,2034,HACTION_SELECT4,操作回廊装置。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20529.xml
20530,10000,3739,HACTION_SELECT9,暂时等一等。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/20530.xml
21027,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/21027.xml
21114,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/21114.xml
2345,10000,1353 1438,HACTION_SELECT2_1 HACTION_SELECT2_2,人参江米条比较好。 | 参茶比较好。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/2345.xml
2372,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/2372.xml
23968,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/23968.xml
24021,10000,2034,HACTION_SELECT4,点头。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/24021.xml
24023,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/24023.xml
24030,10000,1008,HACTION_FINISH_DIALOG,说准备好了。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/24030.xml
2423,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/2423.xml
2477,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/2477.xml
25001,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25001.xml
25012,10000,1009,HACTION_SELECT_QUEST_REWARD,询问那是什么意思。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25012.xml
25013,10000,1009,HACTION_SELECT_QUEST_REWARD,询问是否帮上了忙。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25013.xml
25020,10000,1009,HACTION_SELECT_QUEST_REWARD,请他详细说明。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25020.xml
25022,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25022.xml
25023,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25023.xml
25030,10000,1352,HACTION_SELECT2,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25030.xml
25031,10000,1352,HACTION_SELECT2,询问她是否知道这个名字。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25031.xml
25033,10000,1009,HACTION_SELECT_QUEST_REWARD,询问还需不需要帮助。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25033.xml
25050,10000,1352,HACTION_SELECT2,结束对话。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25050.xml
25062,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25062.xml
25080,10000,1009,HACTION_SELECT_QUEST_REWARD,询问是什么矿物。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25080.xml
25081,10000,1009,HACTION_SELECT_QUEST_REWARD,询问珊瑚要如何使用。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25081.xml
25082,10000,1352,HACTION_SELECT2,察看周围。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25082.xml
25084,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25084.xml
25085,10000,1009,HACTION_SELECT_QUEST_REWARD,询问布里特拉军的动向。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25085.xml
25091,10000,1009,HACTION_SELECT_QUEST_REWARD,询问该怎么做。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25091.xml
25092,10000,1009,HACTION_SELECT_QUEST_REWARD,询问它是否有兴趣。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25092.xml
25094,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25094.xml
25306,10000,1008,HACTION_FINISH_DIALOG,继续听。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25306.xml
25307,10000,1009,HACTION_SELECT_QUEST_REWARD,闭上双眼，双手合十。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25307.xml
25311,10000,1693,HACTION_SELECT3,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25311.xml
25312,10000,1693,HACTION_SELECT3,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25312.xml
25313,10000,1693,HACTION_SELECT3,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25313.xml
25314,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25314.xml
25315,10000,1693,HACTION_SELECT3,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25315.xml
25316,10000,1008,HACTION_FINISH_DIALOG,继续听。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25316.xml
25323,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25323.xml
25335,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25335.xml
25400,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25400.xml
25403,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25403.xml
25404,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25404.xml
25405,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25405.xml
25502,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25502.xml
25505,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25505.xml
25508,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25508.xml
25511,10000,1009,HACTION_SELECT_QUEST_REWARD,赶快拿着吧。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25511.xml
25517,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25517.xml
25523,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25523.xml
25526,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25526.xml
