quest_id,template,acquire_npc_name,reward_npc_name,item_check,talk_npcs,give_items,remove_items,cutscenes,objects,con_quests
1468,simple_talk,Telemachus,Hagne,,,,,,,1469
14275,simple_talk,Hagne,Hagne,,talk_npc1:TreasureGuardianQ_36_Ae,give_item1:ITEM_QUEST_1469A 1,,,,1470
1469,simple_talk,Dionera,Likasas,,talk_npc1:Likasas|talk_npc2:Shugo_c16|talk_npc3:Shugo_LC1_26,,,,,1938
1471,simple_talk,Shugo_DF2_15,Shugo_DF2_15,1,,,,,,
1473,simple_talk,Lano,Lano,1,,,,,,
1475,simple_talk,Tree_NoMove_Lodas,Tree_NoMove_Lodas,1,,,,,,
1478,simple_talk,Tree_Move_Demro,Memnes,,talk_npc1:Memnes|talk_npc2:Coeus,,,,,1480
1479,simple_talk,Memnes,Coeus,1,,,,,,
1480,simple_talk,Coeus,Coeus,1,,,,,,
1481,simple_talk,Shugo_LF2_13,Shugo_LF2_14,,talk_npc1:Herodes|talk_npc2:Ernia,give_item1:ITEM_QUEST_1483A 1|give_item2:ITEM_QUEST_1483B 1,,,,1484
1483,simple_talk,Shugo_LF2_14,Shugo_LF2_13,,talk_npc1:Anasya|talk_npc2:Telamone|talk_npc3:Sandinas,give_item1:ITEM_QUEST_1484A 1|give_item2:ITEM_QUEST_1484B 1|give_item3:ITEM_QUEST_1484C 1,,,,
1484,simple_talk,Shugo_LF2_15,Shugo_LF2_15,1,,,,,,1492
1491,simple_talk,Shugo_LF2_15,Shugo_LF2_15,1,,,,,,1493
1492,simple_talk,Shugo_LF2_15,Shugo_LF2_15,1,,,,,,
1493,simple_talk,Shugo_LF2_15,Shugo_LF2_15,1,,,,,,
1494,simple_talk,Shugo_LF2_15,Shugo_LF2_15,1,,,,,,1494
1495,simple_talk,Anasya,Gardugu,1,,,,,,
1496,simple_talk,Gardugu,Gardugu,1,,,,,,
1498,simple_talk,Resha,Resha,1,,,,,,
1502,simple_talk,Perento,Sakmis,,,give_item:ITEM_DOC_QUEST_1504A 1,,,,
1504,simple_talk,Barsita,Ibelia,,,,,,,
1505,simple_talk,Ibelia,Ibelia,1,,,,,,
1506,simple_talk,Shugo_LF3_9,Shugo_LF3_9,1,,,,,,
1510,simple_talk,Ibelia,Ibelia,1,,,,,,
1511,simple_talk,Iorene,Iorene,1,,,,,,
1512,simple_talk,Neisthea,Aphesius,,,give_item:ITEM_QUEST_1513A 1,,,,
1513,simple_talk,Barsita,Aphesius,,,,,,,
1515,simple_talk,NPC_LF3_Ettin,NPC_LF3_Ettin,1,,,,,,
1516,simple_talk,Erebos,Erebos,1,,,,,,
1518,simple_talk,Gairos,Gairos,1,,,,,,
1523,simple_talk,Terentius,Terentius,1,,,,,,
1524,simple_talk,Mirborante,Mirborante,1,,,,,,
1526,simple_talk,Mirborante,Raninia,,talk_npc1:Sirilis,give_item:ITEM_QUEST_1527A 1,,,,
1527,simple_talk,Terentius,Senemonea,,talk_npc1:Aphesius,give_item:ITEM_QUEST_1528A 1,,,,
1528,simple_talk,Klaus,Klaus,1,,,,,,
1530,simple_talk,NPC_LF3_GraveKnight,NPC_LF3_GraveKnight,1,,,,,,
1532,simple_talk,Xanthe,Tersites,,,,,,,
1533,simple_talk,Terentius,Terentius,1,,,,,,
1534,simple_talk,Gamedes,Gamedes,,talk_npc1:LF3_FishingRod_Q1540A|talk_npc2:LF3_FishingRod_Q1540B|talk_npc3:LF3_FishingRod_Q1540C,,,,,1538
1537,simple_talk,Gamedes,Ben,,,,,,,1539
1538,simple_talk,Ben,Gamedes,1,,,,,,1540
1539,simple_talk,Gamedes,Gamedes,,talk_npc1:LF3_FishingRod_Q1540A|talk_npc2:LF3_FishingRod_Q1540B|talk_npc3:LF3_FishingRod_Q1540C,give_item:ITEM_QUEST_1540A 1,remove_item3:ITEM_QUEST_1540A 1,,,
1540,simple_talk,Okonus,Okonus,1,,,,,,1542
1541,simple_talk,Piera,Piera,1,,,,,,
1543,simple_talk,Sillen,Sillen,1,,,,,,1545
1544,simple_talk,Sillen,Sillen,1,,,,,,
1545,simple_talk,Senemonea,Senemonea,1,,,,,,1548
1547,simple_talk,Senemonea,Senemonea,1,,,,,,
1549,simple_talk,Erato,Diana,1,,,,,,1553
1550,simple_talk,Okonus,Okonus,1,,,,,,
1552,simple_talk,Diana,Piera,,talk_npc1:DF2_NPC_TalkingMirror|talk_npc2:Perento,give_item:ITEM_QUEST_1553A 1|give_item1:ITEM_QUEST_1553B 1,remove_item1:ITEM_QUEST_1553A 1,,,1554
1553,simple_talk,Piera,Meteria,1,,give_item:ITEM_QUEST_1554A 1,,,,
1554,simple_talk,Senemonea,Erone,,,give_item:ITEM_QUEST_1555A 1,,,,
1555,simple_talk,Okonus,Okonus,1,,,,,,
1556,simple_talk,Shugo_LF3_12,Shugo_LF3_12,,talk_npc1:Shugo_c18|talk_npc2:Shugo_LC1_28,,,,,
1560,simple_talk,Shugo_LF3_10,Shugo_c4,,,give_item:ITEM_DOC_QUEST_1564A 1,,,,1948
1564,simple_talk,Gamedes,Gamedes,1,,,,,,
1566,simple_talk,Tree_Move_Terba,Tree_Move_Terba,,talk_npc1:Trou|talk_npc2:Arkos|talk_npc3:Sirilis,give_item:ITEM_QUEST_1574A 6,remove_item1:ITEM_QUEST_1574A 2|remove_item2:ITEM_QUEST_1574A 2|remove_item3:ITEM_QUEST_1574A 2,,,1575
1574,simple_talk,Erone,Erone,1,,,,,,
1576,simple_talk,Tree_Move_Terba,Aiokina,,talk_npc1:Tree_Nomove_Trajanus|talk_npc2:Trou,,,,,
1578,simple_talk,Rance,Rance,1,,,,,,1581
1580,simple_talk,Rusiridite,Rusiridite,1,,,,,,
1585,simple_talk,Rance,Lisidike,,,,,,,
1586,simple_talk,Rance,Tree_Nomove_Trajanus,,,,,,,1589
1588,simple_talk,Tree_Nomove_Trajanus,Tree_Nomove_Trajanus,1,,,,,,
1589,simple_talk,Camana,Camana,1,,,,,,
1591,simple_talk,Okonus,Okonus,1,,,,,,
1592,simple_talk,Shugo_LF3_3,Shugo_LF3_3,1,,,,,,1595
1594,simple_talk,Shugo_LF3_3,Shugo_LF3_3,1,,,,,,
1595,simple_talk,Shugo_LF3_3,Shugo_LF3_3,1,,,,,,
1596,simple_talk,UndeadManager_Kacias,UndeadManager_Kacias,1,,,,,,
1599,simple_talk,Seniferes,Seniferes,1,,,,,,1601
1602,simple_talk,Hestonos,Hestonos,1,,,,,,1604
1603,simple_talk,Hestonos,Kalione,,talk_npc1:Graa|talk_npc2:Sarantus,,,,,
1605,simple_talk,Kalendros,Tree_Nomove_Trajanus,,talk_npc1:Kravis,,,,,
1609,simple_talk,Kalione,Kalione,1,,,,,,
1610,simple_talk,Kalendros,Kalendros,1,,,,,,
1611,simple_talk,Nerison,Lethe,,,,,,,1616
1615,simple_talk,Lethe,Lethe,1,,,,,,1617
1616,simple_talk,Lethe,Lethe,1,,,,,,1618
1617,simple_talk,Nerison,Xenophon,1,,,,,,
1619,simple_talk,Phuthollo,Qydro,,talk_npc1:Manos|talk_npc2:Scarecrow_Nola,,,,,
1620,simple_talk,Senir,Senir,1,,,,,,
1622,simple_talk,Voluptes,Voluptes,1,,,,,,1626
1625,simple_talk,Meteria,Erato,,talk_npc1:Gorgos,,,,,1550
1628,simple_talk,Menaxia,Menaxia,1,,,,,,
1629,simple_talk,Gorgos,Gorgos,1,,,,,,
1632,simple_talk,Gorgos,Antione,,,,,,,1634
1633,simple_talk,Aifemis,Aifemis,1,,,,,,
1635,simple_talk,Lisidike,Lisidike,1,,,,,,
1642,simple_talk,Shugo_LF3_8,Shugo_LF3_8,1,,,,,,
1645,simple_talk,Miobera,Miobera,1,,,,,,
1646,simple_talk,Lisidike,Gorgos,,talk_npc1:Rance|talk_npc2:Perento,,,,,
1648,simple_talk,Atalante,Atalante,1,,,,,,
1653,simple_talk,Piros,Piros,1,,,,,,
1663,simple_talk,Atalante,Atalante,1,,,,,,
1664,simple_talk,Javlantia,Javlantia,1,,,,,,
1669,simple_talk,Shugo_LF3_9,Shugo_c19,,,give_item:ITEM_DOC_QUEST_1671A 1,,,,
1671,simple_talk,Piros,Hestia,1,,,,,,
1672,simple_talk,Sisandra,Sisandra,1,,,,,,
1673,simple_talk,Panaita,Panaita,1,,,,,,
1674,simple_talk,Roina,Roina,1,,,,,,
1675,simple_talk,Prokopios,Prokopios,1,,,,,,
1676,simple_talk,Luke,Luke,1,,,,,,
1677,simple_talk,Kleio,Kleio,1,,,,,,
1678,simple_talk,Zetus,Zetus,1,,,,,,
1679,simple_talk,Atalante,Atalante,1,,,,,,
1680,simple_talk,Edoras,Edoras,1,,,,,,
1681,simple_talk,Kuobe,Kuobe,1,,,,,,
1682,simple_talk,Atalante,DF3_NPC_Mukaditan,1,,,,,,1684
1683,simple_talk,DF3_NPC_Mukaditan,DF3_NPC_Mukaditan,1,,,,,,
1684,simple_talk,Perento,LF3_Anaxa_E,,,,,,,
14270,simple_talk,LF3_Anaxa_E,Perento,,,give_item:ITEM_QUEST_1686A 1,,,,
1686,simple_talk,Brosia,Brosia,1,,,,,,
1688,simple_talk,Brosia,Brosia,1,,,,,,
1689,simple_talk,Brosia,Brosia,1,,,,,,
1690,simple_talk,Harmone,Harmone,,talk_npc1:Noiyus|talk_npc2:Harmone|talk_npc3:LF3_FOBJ_Q1691,give_item3:ITEM_QUEST_1691A 1,,,,1692
1691,simple_talk,Harmone,Harmone,1,,,,,,1693
1692,simple_talk,Taranis,Erinyes,,talk_npc1:Ascalon|talk_npc2:Sakmis,give_item:ITEM_QUEST_1721A 1,,,,
1721,simple_talk,Soniksius,Chrysaor,,talk_npc1:Deidamia|talk_npc2:Laius,give_item2:ITEM_QUEST_1724A 1,,,,
1724,simple_talk,Cesilie,Dactyl,,talk_npc1:Echo,give_item:ITEM_QUEST_1725A 1,,,,
1725,simple_talk,Soniksius,Garpedo,,talk_npc1:Septimus|talk_npc2:Theon,,,,,
1726,simple_talk,Cesilie,Livy,,talk_npc1:Aread|talk_npc2:Apnis,,,,,
1727,simple_talk,Dinoes,Labdacus,,,give_item:ITEM_QUEST_1729A 1,,,,1730
1729,simple_talk,Labdacus,Labdacus,1,,,,,,
1730,simple_talk,Labdacus,Labdacus,1,,,,,,
1731,simple_talk,Labdacus,Lamia,,,give_item:ITEM_QUEST_1732A 1,,,,
1732,simple_talk,Cymaon,Cymaon,1,,,,,,1735
1734,simple_talk,Cymaon,Cymaon,1,,,,,,
1735,simple_talk,Shugo_AB1_L7,Shugo_AB1_L7,1,,,,,,
1743,simple_talk,Shugo_AB1_L7,Shugo_AB1_L7,1,,,,,,
1744,simple_talk,Damathus,Damathus,1,,,,,,
1746,simple_talk,Ab1_1132_Quest_Li,Ab1_1132_Quest_Li,1,,,,,,
1748,simple_talk,Rodementhes,Rodementhes,1,,,,,,
1749,simple_talk,Nemea,Nemea,1,,,,,,1752
1751,simple_talk,Ab1_1141_Quest_Li,Ab1_1141_Quest_Li,1,,,,,,
1758,simple_talk,Dactyl,Dactyl,1,,,,,,
1759,simple_talk,Shugo_AB1_9,Shugo_AB1_L6,1,,,,,,
1762,simple_talk,Shugo_AB1_8,Shugo_AB1_L6,1,,,,,,
1763,simple_talk,Shugo_AB1_L5,Shugo_AB1_L5,1,,,,,,
1764,simple_talk,Ab1_1251_Quest_Li,Ab1_1251_Quest_Li,1,,,,,,
1768,simple_talk,Shugo_AB1_10,Shugo_AB1_10,1,,,,,,1772
1771,simple_talk,Shugo_AB1_10,Shugo_AB1_10,1,,,,,,
1772,simple_talk,Livy,Perento,,talk_npc1:Taranis,,,,,
1777,simple_talk,Ab1_1211_Quest_Li,Ab1_1211_Quest_Li,1,,,,,,
1778,simple_talk,Lyaeus,Lyaeus,1,,,,,,
1781,simple_talk,Ab1_1221_Quest_Li,Ab1_1221_Quest_Li,1,,,,,,
1784,simple_talk,Battus,Battus,1,,,,,,
1786,simple_talk,Ab1_1231_Quest_Li,Ab1_1231_Quest_Li,1,,,,,,
1789,simple_talk,Ab1_1241_Quest_Li,Ab1_1241_Quest_Li,1,,,,,,
1794,simple_talk,Shugo_AB1_7,Shugo_AB1_7,1,,,,,,1797
1796,simple_talk,Shugo_AB1_7,Shugo_c4,,,give_item:ITEM_QUEST_1797A 1,,,,
1797,simple_talk,Shugo_AB1_1,Shugo_AB1_7,,talk_npc1:Shugo_AB1_8|talk_npc2:Shugo_AB1_9,give_item:ITEM_DOC_QUEST_1799A 1,,,,1800
1799,simple_talk,Shugo_AB1_7,Shugo_AB1_7,,talk_npc1:LF3_Tombstone_Q1800,give_item:ITEM_QUEST_1800A 1,remove_item1:ITEM_QUEST_1800A 1,,,
1800,simple_talk,Ruth,Ruth,1,,,,,,
1801,simple_talk,Laius,Laius,1,,,,,,
1802,simple_talk,Liber,Liber,1,,,,,,
1803,simple_talk,Chrysaor,Chrysaor,1,,,,,,
1804,simple_talk,Dactyl,Dactyl,1,,,,,,
1805,simple_talk,Nemea,Nemea,1,,,,,,
1806,simple_talk,Sione,Sione,1,,,,,,
1807,simple_talk,Garpedo,Garpedo,1,,,,,,
1808,simple_talk,Mercus,Mercus,1,,,,,,
1809,simple_talk,Livy,Livy,1,,,,,,
1810,simple_talk,Menelaus,Menelaus,,,,,,,
1811,simple_talk,Mors,Mors,,,,,,,
1812,simple_talk,Vergil,Vergil,,,,,,,
1813,simple_talk,Bellona,Bellona,,,,,,,
1814,simple_talk,Sarpedon,Sarpedon,,,,,,,
1815,simple_talk,Monerva,Monerva,,,,,,,
1816,simple_talk,Ab1_1141_Quest_Li,Ab1_1141_Quest_Li,1,,,,,,
1819,simple_talk,Ab1_1251_Quest_Li,Ab1_1251_Quest_Li,1,,,,,,
1820,simple_talk,Ab1_1211_Quest_Li,Ab1_1211_Quest_Li,1,,,,,,
1821,simple_talk,Ab1_1221_Quest_Li,Ab1_1221_Quest_Li,1,,,,,,
1822,simple_talk,Ab1_1231_Quest_Li,Ab1_1231_Quest_Li,1,,,,,,
1823,simple_talk,Ab1_1241_Quest_Li,Ab1_1241_Quest_Li,1,,,,,,
1824,simple_talk,Ab1_1011_Quest_Li,Ab1_1011_Quest_Li,1,,,,,,
1825,simple_talk,Ab1_1011_Quest_Li,Ab1_1011_Quest_Li,1,,,,,,
1826,simple_talk,Tellus,Tellus,1,,,,,,
1848,simple_talk,Rentia,Rentia,,talk_npc1:Shugo_AB1_15|talk_npc2:Shugo_AB1_21,,,,,
1851,simple_talk,Anteros,Anteros,1,,,,,,
1902,simple_talk,Vulcanus,Vulcanus,1,,,,,,
1903,simple_talk,Hestia,Hestia,1,,,,,,
1904,simple_talk,Utisda,Utisda,1,,,,,,
1905,simple_talk,Diana,Diana,1,,,,,,
1906,simple_talk,Daphnis,Daphnis,1,,,,,,
1907,simple_talk,Mikero,Selene,1,talk_npc1:Polyidus,give_item:ITEM_DOC_QUEST_1909A 1,,,,
1909,simple_talk,Xenophon,Xenophon,1,,,,,,
1910,simple_talk,Mameia,Mameia,1,,,,,,
1911,simple_talk,Mameia,Mameia,1,,,,,,
1912,simple_talk,Macus,Hyacinte,,talk_npc1:Polyidus,,,,,
1913,simple_talk,Eumelos,Hyacinte,,talk_npc1:Polyidus,,,,,
