quest_id,file,removed_npc_id,registered_start_npcs,legacy_handler
1988,src/main/resources/aion/data/static_data/quest_definition/quests/1988.xml,203989,203725,src/main/java/com/aionemu/gameserver/quest/handlers/daevanion/_1988A_Meeting_With_A_Sage.java
2123,src/main/resources/aion/data/static_data/quest_definition/quests/2123.xml,700128,203550,src/main/java/com/aionemu/gameserver/quest/handlers/ishalgen/_2123TheImprisonedGourmet.java
2232,src/main/resources/aion/data/static_data/quest_definition/quests/2232.xml,203622,203613,src/main/java/com/aionemu/gameserver/quest/handlers/altgard/_2232TheBrokenHoneyJar.java
2232,src/main/resources/aion/data/static_data/quest_definition/quests/2232.xml,700061,203613,src/main/java/com/aionemu/gameserver/quest/handlers/altgard/_2232TheBrokenHoneyJar.java
2239,src/main/resources/aion/data/static_data/quest_definition/quests/2239.xml,203630,203613,src/main/java/com/aionemu/gameserver/quest/handlers/altgard/_2239MalodorAntidote.java
2289,src/main/resources/aion/data/static_data/quest_definition/quests/2289.xml,203618,203616,src/main/java/com/aionemu/gameserver/quest/handlers/altgard/_2289RampagingMosbears.java
2303,src/main/resources/aion/data/static_data/quest_definition/quests/2303.xml,204378,798082,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2303DaevaWheresMyHerb.java
2345,src/main/resources/aion/data/static_data/quest_definition/quests/2345.xml,204304,798084,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2345Orashunerk_Special_Order.java
2345,src/main/resources/aion/data/static_data/quest_definition/quests/2345.xml,700238,798084,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2345Orashunerk_Special_Order.java
2422,src/main/resources/aion/data/static_data/quest_definition/quests/2422.xml,204327,204326,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2422LiquorThatMakesYouVanish.java
2422,src/main/resources/aion/data/static_data/quest_definition/quests/2422.xml,204375,204326,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2422LiquorThatMakesYouVanish.java
2423,src/main/resources/aion/data/static_data/quest_definition/quests/2423.xml,204375,204326,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2423ThereAndBackAgain.java
2477,src/main/resources/aion/data/static_data/quest_definition/quests/2477.xml,204100,204355,src/main/java/com/aionemu/gameserver/quest/handlers/morheim/_2477ADishForDukar.java
2513,src/main/resources/aion/data/static_data/quest_definition/quests/2513.xml,204826,204732,src/main/java/com/aionemu/gameserver/quest/handlers/beluslan/_2513TheStrangeCottage.java
2513,src/main/resources/aion/data/static_data/quest_definition/quests/2513.xml,204827,204732,src/main/java/com/aionemu/gameserver/quest/handlers/beluslan/_2513TheStrangeCottage.java
2513,src/main/resources/aion/data/static_data/quest_definition/quests/2513.xml,790022,204732,src/main/java/com/aionemu/gameserver/quest/handlers/beluslan/_2513TheStrangeCottage.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278032,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278037,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278040,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278043,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278056,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278066,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278068,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2722,src/main/resources/aion/data/static_data/quest_definition/quests/2722.xml,278126,278047,src/main/java/com/aionemu/gameserver/quest/handlers/reshanta/_2722TheComfortsofHome.java
2911,src/main/resources/aion/data/static_data/quest_definition/quests/2911.xml,204193,204079,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2911SongOfBlessing.java
2916,src/main/resources/aion/data/static_data/quest_definition/quests/2916.xml,203673,204141,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2916ManInTheLongBlackRobe.java
2916,src/main/resources/aion/data/static_data/quest_definition/quests/2916.xml,204150,204141,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2916ManInTheLongBlackRobe.java
2916,src/main/resources/aion/data/static_data/quest_definition/quests/2916.xml,204152,204141,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2916ManInTheLongBlackRobe.java
2916,src/main/resources/aion/data/static_data/quest_definition/quests/2916.xml,700211,204141,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2916ManInTheLongBlackRobe.java
2916,src/main/resources/aion/data/static_data/quest_definition/quests/2916.xml,798033,204141,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2916ManInTheLongBlackRobe.java
2919,src/main/resources/aion/data/static_data/quest_definition/quests/2919.xml,204192,204206,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2919BookOfOblivion.java
2919,src/main/resources/aion/data/static_data/quest_definition/quests/2919.xml,204215,204206,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2919BookOfOblivion.java
2919,src/main/resources/aion/data/static_data/quest_definition/quests/2919.xml,204224,204206,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2919BookOfOblivion.java
2919,src/main/resources/aion/data/static_data/quest_definition/quests/2919.xml,700212,204206,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2919BookOfOblivion.java
2925,src/main/resources/aion/data/static_data/quest_definition/quests/2925.xml,204127,204261,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2925AHeartfeltConfession.java
2925,src/main/resources/aion/data/static_data/quest_definition/quests/2925.xml,204193,204261,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2925AHeartfeltConfession.java
2925,src/main/resources/aion/data/static_data/quest_definition/quests/2925.xml,204235,204261,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2925AHeartfeltConfession.java
2962,src/main/resources/aion/data/static_data/quest_definition/quests/2962.xml,278067,204253,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2962JafnharWhereabouts.java
2962,src/main/resources/aion/data/static_data/quest_definition/quests/2962.xml,278137,204253,src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_2962JafnharWhereabouts.java
2988,src/main/resources/aion/data/static_data/quest_definition/quests/2988.xml,204146,204182,src/main/java/com/aionemu/gameserver/quest/handlers/daevanion/_2988The_Wise_In_Disguise.java
2988,src/main/resources/aion/data/static_data/quest_definition/quests/2988.xml,204213,204182,src/main/java/com/aionemu/gameserver/quest/handlers/daevanion/_2988The_Wise_In_Disguise.java
2988,src/main/resources/aion/data/static_data/quest_definition/quests/2988.xml,204338,204182,src/main/java/com/aionemu/gameserver/quest/handlers/daevanion/_2988The_Wise_In_Disguise.java
3013,src/main/resources/aion/data/static_data/quest_definition/quests/3013.xml,798146,798132,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3013AClueLeftByTheDead.java
3018,src/main/resources/aion/data/static_data/quest_definition/quests/3018.xml,798150,730105,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3018Fork_Ear_Rokes.java
3019,src/main/resources/aion/data/static_data/quest_definition/quests/3019.xml,798150,730106,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3019Black_Widow.java
3055,src/main/resources/aion/data/static_data/quest_definition/quests/3055.xml,798195,730146,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3055Fugitive_Scopind.java
3082,src/main/resources/aion/data/static_data/quest_definition/quests/3082.xml,204030,798116,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3082DousingTheFlame.java
3082,src/main/resources/aion/data/static_data/quest_definition/quests/3082.xml,700416,798116,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3082DousingTheFlame.java
3082,src/main/resources/aion/data/static_data/quest_definition/quests/3082.xml,798155,798116,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3082DousingTheFlame.java
3088,src/main/resources/aion/data/static_data/quest_definition/quests/3088.xml,798132,798202,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3088InCiderTrading.java
3088,src/main/resources/aion/data/static_data/quest_definition/quests/3088.xml,798166,798202,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3088InCiderTrading.java
3088,src/main/resources/aion/data/static_data/quest_definition/quests/3088.xml,798201,798202,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3088InCiderTrading.java
3088,src/main/resources/aion/data/static_data/quest_definition/quests/3088.xml,798204,798202,src/main/java/com/aionemu/gameserver/quest/handlers/theobomos/_3088InCiderTrading.java
3217,src/main/resources/aion/data/static_data/quest_definition/quests/3217.xml,204590,798335,src/main/java/com/aionemu/gameserver/quest/handlers/steel_rake/_3217Imprisoned_Guardian.java
4033,src/main/resources/aion/data/static_data/quest_definition/quests/4033.xml,700379,205155,src/main/java/com/aionemu/gameserver/quest/handlers/brusthonin/_4033ABloominBrusthonin.java
4217,src/main/resources/aion/data/static_data/quest_definition/quests/4217.xml,204773,798336,src/main/java/com/aionemu/gameserver/quest/handlers/steel_rake/_4217The_Imprisoned_Executor.java
4542,src/main/resources/aion/data/static_data/quest_definition/quests/4542.xml,204743,204768,src/main/java/com/aionemu/gameserver/quest/handlers/beluslan/_4542The_Secret_Of_The_Seiren_Treasure.java
4542,src/main/resources/aion/data/static_data/quest_definition/quests/4542.xml,204808,204768,src/main/java/com/aionemu/gameserver/quest/handlers/beluslan/_4542The_Secret_Of_The_Seiren_Treasure.java
4712,src/main/resources/aion/data/static_data/quest_definition/quests/4712.xml,798327,279042,src/main/java/com/aionemu/gameserver/quest/handlers/baranath_dredgion/_4712Escape_From_The_Dredgion.java
4712,src/main/resources/aion/data/static_data/quest_definition/quests/4712.xml,798330,279042,src/main/java/com/aionemu/gameserver/quest/handlers/baranath_dredgion/_4712Escape_From_The_Dredgion.java
11012,src/main/resources/aion/data/static_data/quest_definition/quests/11012.xml,799072,799071,src/main/java/com/aionemu/gameserver/quest/handlers/inggison/_11012PracticalNursing.java
11012,src/main/resources/aion/data/static_data/quest_definition/quests/11012.xml,799073,799071,src/main/java/com/aionemu/gameserver/quest/handlers/inggison/_11012PracticalNursing.java
11012,src/main/resources/aion/data/static_data/quest_definition/quests/11012.xml,799074,799071,src/main/java/com/aionemu/gameserver/quest/handlers/inggison/_11012PracticalNursing.java
14152,src/main/resources/aion/data/static_data/quest_definition/quests/14152.xml,203705,204504,src/main/java/com/aionemu/gameserver/quest/handlers/heiron/_14152_Spoiler_Alert.java
14152,src/main/resources/aion/data/static_data/quest_definition/quests/14152.xml,204574,204504,src/main/java/com/aionemu/gameserver/quest/handlers/heiron/_14152_Spoiler_Alert.java
18301,src/main/resources/aion/data/static_data/quest_definition/quests/18301.xml,730373,799530,src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_18301MyPrec_H_ious.java
18301,src/main/resources/aion/data/static_data/quest_definition/quests/18301.xml,730374,799530,src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_18301MyPrec_H_ious.java
19002,src/main/resources/aion/data/static_data/quest_definition/quests/19002.xml,203783,203782,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19002ExpertAethertappersTest.java
19008,src/main/resources/aion/data/static_data/quest_definition/quests/19008.xml,203789,203788,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19008MasterWeaponsmithsPotential.java
19014,src/main/resources/aion/data/static_data/quest_definition/quests/19014.xml,203791,203790,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19014MasterArmorsmithsPotential.java
19020,src/main/resources/aion/data/static_data/quest_definition/quests/19020.xml,203794,203793,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19020MasterTailorsPotential.java
19026,src/main/resources/aion/data/static_data/quest_definition/quests/19026.xml,798013,203792,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19026MasterHandicraftersPotential.java
19032,src/main/resources/aion/data/static_data/quest_definition/quests/19032.xml,203787,203786,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19032MasterAlchemistsPotential.java
19057,src/main/resources/aion/data/static_data/quest_definition/quests/19057.xml,798451,798450,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_19057MasterConstructorsPotential.java
21249,src/main/resources/aion/data/static_data/quest_definition/quests/21249.xml,799417,799416,src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21249TheInvincibleStarket.java
21249,src/main/resources/aion/data/static_data/quest_definition/quests/21249.xml,799529,799416,src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21249TheInvincibleStarket.java
25051,src/main/resources/aion/data/static_data/quest_definition/quests/25051.xml,731553,804915,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25051Treasure_Of_Ancient_King.java
25051,src/main/resources/aion/data/static_data/quest_definition/quests/25051.xml,731554,804915,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25051Treasure_Of_Ancient_King.java
25051,src/main/resources/aion/data/static_data/quest_definition/quests/25051.xml,731555,804915,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25051Treasure_Of_Ancient_King.java
25051,src/main/resources/aion/data/static_data/quest_definition/quests/25051.xml,804916,804915,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25051Treasure_Of_Ancient_King.java
25051,src/main/resources/aion/data/static_data/quest_definition/quests/25051.xml,805160,804915,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25051Treasure_Of_Ancient_King.java
25052,src/main/resources/aion/data/static_data/quest_definition/quests/25052.xml,731561,804913,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25052An_Offering_Of_Peace.java
25052,src/main/resources/aion/data/static_data/quest_definition/quests/25052.xml,804915,804913,src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_25052An_Offering_Of_Peace.java
29000,src/main/resources/aion/data/static_data/quest_definition/quests/29000.xml,204097,204096,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29000ExpertEssencetappersTest.java
29002,src/main/resources/aion/data/static_data/quest_definition/quests/29002.xml,204099,204257,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29002ExpertAethertappersTest.java
29008,src/main/resources/aion/data/static_data/quest_definition/quests/29008.xml,204105,204104,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29008MasterWeaponsmithsPotential.java
29014,src/main/resources/aion/data/static_data/quest_definition/quests/29014.xml,204107,204106,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29014MasterArmorsmithsPotential.java
29020,src/main/resources/aion/data/static_data/quest_definition/quests/29020.xml,204111,204110,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29020MasterTailorsPotential.java
29026,src/main/resources/aion/data/static_data/quest_definition/quests/29026.xml,798060,204108,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29026MasterHandicraftersPotential.java
29032,src/main/resources/aion/data/static_data/quest_definition/quests/29032.xml,204103,204102,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29032MasterAlchemistsPotential.java
29057,src/main/resources/aion/data/static_data/quest_definition/quests/29057.xml,798453,798452,src/main/java/com/aionemu/gameserver/quest/handlers/crafting/_29057MasterConstructorsPotential.java
30056,src/main/resources/aion/data/static_data/quest_definition/quests/30056.xml,203901,798929,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30056DirvisiasSorrow.java
30056,src/main/resources/aion/data/static_data/quest_definition/quests/30056.xml,700569,798929,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30056DirvisiasSorrow.java
30056,src/main/resources/aion/data/static_data/quest_definition/quests/30056.xml,799034,798929,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30056DirvisiasSorrow.java
30155,src/main/resources/aion/data/static_data/quest_definition/quests/30155.xml,204304,799234,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30155StonetoFlesh.java
30155,src/main/resources/aion/data/static_data/quest_definition/quests/30155.xml,204433,799234,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30155StonetoFlesh.java
30156,src/main/resources/aion/data/static_data/quest_definition/quests/30156.xml,204304,799234,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30156NepsLove.java
30156,src/main/resources/aion/data/static_data/quest_definition/quests/30156.xml,700570,799234,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30156NepsLove.java
30156,src/main/resources/aion/data/static_data/quest_definition/quests/30156.xml,799339,799234,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30156NepsLove.java
30157,src/main/resources/aion/data/static_data/quest_definition/quests/30157.xml,700570,204304,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30157VilisMind.java
30157,src/main/resources/aion/data/static_data/quest_definition/quests/30157.xml,799234,204304,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30157VilisMind.java
30157,src/main/resources/aion/data/static_data/quest_definition/quests/30157.xml,799339,204304,src/main/java/com/aionemu/gameserver/quest/handlers/silentera_canyon/_30157VilisMind.java
30210,src/main/resources/aion/data/static_data/quest_definition/quests/30210.xml,798941,203837,src/main/java/com/aionemu/gameserver/quest/handlers/beshmundir/_30210WritteninBlood.java
30213,src/main/resources/aion/data/static_data/quest_definition/quests/30213.xml,730275,798941,src/main/java/com/aionemu/gameserver/quest/handlers/beshmundir/_30213GroupMagicalEssence.java
30213,src/main/resources/aion/data/static_data/quest_definition/quests/30213.xml,798926,798941,src/main/java/com/aionemu/gameserver/quest/handlers/beshmundir/_30213GroupMagicalEssence.java
30308,src/main/resources/aion/data/static_data/quest_definition/quests/30308.xml,799506,799322,src/main/java/com/aionemu/gameserver/quest/handlers/beshmundir/_30308GroupSummonRespondentUtra.java
