怪物ID:200000 名字:str_npc_no_name
怪物ID:200001 名字:str_npc_no_name
怪物ID:201000 名字:自爆虫      STR值：STR_SUMMONHOMING_TEST
怪物ID:201056 名字:高级攻城兵器      STR值：STR_ABYSS_SIEGE_PET_2
怪物ID:201057 名字:高级攻城兵器      STR值：STR_ABYSS_SIEGE_PET_2
怪物ID:201058 名字:攻城兵器      STR值：STR_ABYSS_SIEGE_PET
怪物ID:201059 名字:攻城兵器      STR值：STR_ABYSS_SIEGE_PET
怪物ID:201060 名字:水之精灵      STR值：STR_SUMMON_WATER
怪物ID:201061 名字:水之精灵      STR值：STR_SUMMON_WATER
怪物ID:201062 名字:火之精灵      STR值：STR_SUMMON_FIRE
怪物ID:201063 名字:火之精灵      STR值：STR_SUMMON_FIRE
怪物ID:201064 名字:风之精灵      STR值：STR_SUMMON_WIND
怪物ID:201065 名字:风之精灵      STR值：STR_SUMMON_WIND
怪物ID:201066 名字:台风之精灵      STR值：STR_LIGHT_SUMMON_TEMPESTELEMENTAL_G1
怪物ID:201067 名字:熔岩精灵      STR值：STR_DARK_SUMMON_MAGMAELEMENTAL_G1
怪物ID:201068 名字:奥尔佩助手      STR值：STR_NPC_ORPHE_TEST
怪物ID:201069 名字:奥尔佩助手      STR值：STR_NPC_ORPHE_TEST
怪物ID:201070 名字:地之精灵      STR值：STR_SUMMON_EARTH
怪物ID:201071 名字:地之精灵      STR值：STR_SUMMON_EARTH
怪物ID:201072 名字:水之精灵      STR值：STR_SUMMON_WATER
怪物ID:201073 名字:水之精灵      STR值：STR_SUMMON_WATER
怪物ID:201074 名字:熟睡的羊      STR值：STR_DEEPSLEEP
怪物ID:201075 名字:熟睡的羊      STR值：STR_DEEPSLEEP
怪物ID:201076 名字:熟睡的羊      STR值：STR_DEEPSLEEP
怪物ID:201077 名字:天族男扮女装      STR值：STR_NPC_POLYMORPH_AEETES
怪物ID:201078 名字:魔族男扮女装      STR值：STR_NPC_POLYMORPH_JURWEN
怪物ID:201079 名字:天族女扮男装      STR值：STR_NPC_POLYMORPH_CREUSA
怪物ID:201080 名字:魔族女扮男装      STR值：STR_NPC_POLYMORPH_ASK
怪物ID:201081 名字:伴舞      STR值：STR_LMDANCER1
怪物ID:201082 名字:伴舞      STR值：STR_LMDANCER2
怪物ID:201083 名字:台风之精灵      STR值：STR_LIGHT_SUMMON_TEMPESTELEMENTAL_G1
怪物ID:201084 名字:台风之精灵      STR值：STR_LIGHT_SUMMON_TEMPESTELEMENTAL_G1
怪物ID:202500 名字:莱卡恩      STR值：STR_NPC_LYCAN_POLYMORPH_SKILL
怪物ID:202501 名字:莱卡恩      STR值：STR_NPC_LYCAN_POLYMORPH_SKILL
怪物ID:202502 名字:守护神将天族      STR值：STR_ABYSS_RANKERSKILL_LIGHT_AVATAR
怪物ID:202503 名字:守护神将天族      STR值：STR_ABYSS_RANKERSKILL_LIGHT_AVATAR
怪物ID:202504 名字:守护神将天族      STR值：STR_ABYSS_RANKERSKILL_LIGHT_AVATAR
怪物ID:202505 名字:守护神将天族      STR值：STR_ABYSS_RANKERSKILL_LIGHT_AVATAR
怪物ID:202506 名字:守护神将天族      STR值：STR_ABYSS_RANKERSKILL_LIGHT_AVATAR
怪物ID:202507 名字:守护神将魔族      STR值：STR_ABYSS_RANKERSKILL_DARK_AVATAR
怪物ID:202508 名字:守护神将魔族      STR值：STR_ABYSS_RANKERSKILL_DARK_AVATAR
怪物ID:202509 名字:守护神将魔族      STR值：STR_ABYSS_RANKERSKILL_DARK_AVATAR
怪物ID:202510 名字:守护神将魔族      STR值：STR_ABYSS_RANKERSKILL_DARK_AVATAR
怪物ID:202511 名字:守护神将魔族      STR值：STR_ABYSS_RANKERSKILL_DARK_AVATAR
怪物ID:202512 名字:阿尔奎米亚革命团员      STR值：STR_NPC_DF3_LEHPARASNNAMEDDF_Q
怪物ID:202513 名字:矿山革命团员      STR值：STR_NPC_DF3_LEHPARASNNAMEDDM_Q
怪物ID:202514 名字:布洛尼      STR值：STR_NPC_BROWNIE_POLYMORPH_SKILL
怪物ID:202515 名字:坟墓骑士      STR值：STR_NPC_GRAVEKNIGHT_POLYMORPH_SKILL
怪物ID:202516 名字:克拉尔侦察兵      STR值：STR_NPC_KRALLSCOUT_POLYMORPH_SKILL
怪物ID:202517 名字:骷髅      STR值：STR_NPC_SKELETON_POLYMORPH_SKILL
怪物ID:202518 名字:实验体      STR值：STR_NPC_TESTRESULT_POLYMORPH_SKILL
怪物ID:202519 名字:布洛尼      STR值：STR_NPC_BROWNIE_POLYMORPH_SKILL
怪物ID:202520 名字:坟墓骑士      STR值：STR_NPC_GRAVEKNIGHT_POLYMORPH_SKILL
怪物ID:202521 名字:克拉尔侦察兵      STR值：STR_NPC_KRALLSCOUT_POLYMORPH_SKILL
怪物ID:202522 名字:骷髅      STR值：STR_NPC_SKELETON_POLYMORPH_SKILL
怪物ID:202523 名字:实验体      STR值：STR_NPC_TESTRESULT_POLYMORPH_SKILL
怪物ID:202524 名字:不死族      STR值：STR_NPC_POLYMORPH_TESTRESULT
怪物ID:202525 名字:不死族      STR值：STR_NPC_POLYMORPH_TESTRESULT
怪物ID:202526 名字:凯鲁宾      STR值：STR_NPC_POLYMORPH_CHERUBIM
怪物ID:202527 名字:凯鲁宾      STR值：STR_NPC_POLYMORPH_CHERUBIM
怪物ID:202528 名字:卡里顿_魔法师      STR值：STR_NPC_POLYMORPH_CALYDON_MAGE
怪物ID:202529 名字:白熊      STR值：STR_NPC_POLYMORPH_SNOWBEAR
怪物ID:202530 名字:白熊      STR值：STR_NPC_POLYMORPH_SNOWBEAR
怪物ID:202531 名字:天族守护神将      STR值：STR_KASPA_GUARDIAN_LIGHT
怪物ID:202532 名字:魔族守护神将      STR值：STR_KASPA_GUARDIAN_DARK
怪物ID:202533 名字:GM活动凯鲁宾      STR值：STR_NPC_POLYMORPH_LIGHT_CHERUBIML_250
怪物ID:202534 名字:GM活动凯鲁宾      STR值：STR_NPC_POLYMORPH_DARK_CHERUBIMD_250
怪物ID:202535 名字:熊      STR值：STR_NPC_POLYMORPH_BEAR
怪物ID:202536 名字:熊      STR值：STR_NPC_POLYMORPH_BEAR
怪物ID:202537 名字:海盗      STR值：STR_NPC_POLYMORPH_SEAMAN
怪物ID:202538 名字:海盗      STR值：STR_NPC_POLYMORPH_SEAMAN
怪物ID:202539 名字:老虎      STR值：STR_NPC_POLYMORPH_TIGER
怪物ID:202540 名字:老虎      STR值：STR_NPC_POLYMORPH_TIGER
怪物ID:202541 名字:勇猛的老虎      STR值：STR_NPC_POLYMORPH_WHITETIGER
怪物ID:202542 名字:勇猛的老虎      STR值：STR_NPC_POLYMORPH_WHITETIGER
怪物ID:202543 名字:陷入爱河的老虎      STR值：STR_NPC_POLYMORPH_PINKTIGER
怪物ID:202544 名字:陷入爱河的老虎      STR值：STR_NPC_POLYMORPH_PINKTIGER
怪物ID:202545 名字:克罗梅内      STR值：STR_IDCROMEDE_POLYMORPH_CROMEDE
怪物ID:202546 名字:克罗梅内      STR值：STR_IDCROMEDE_POLYMORPH_CROMEDE
怪物ID:202547 名字:企鹅      STR值：STR_NPC_POLYMORPH_PENGUIN
怪物ID:202548 名字:企鹅      STR值：STR_NPC_POLYMORPH_PENGUIN
怪物ID:202549 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202550 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202551 名字:尖叫术古      STR值：STR_NPC_POLYMORPH_SCREAMSHUGO
怪物ID:202552 名字:尖叫术古      STR值：STR_NPC_POLYMORPH_SCREAMSHUGO
怪物ID:202553 名字:圣诞企鹅      STR值：STR_NPC_POLYMORPH_PENGUINSANTA
怪物ID:202554 名字:圣诞企鹅      STR值：STR_NPC_POLYMORPH_PENGUINSANTA
怪物ID:202555 名字:圣诞白熊      STR值：STR_NPC_POLYMORPH_WHITEBEARSANTA
怪物ID:202556 名字:圣诞白熊      STR值：STR_NPC_POLYMORPH_WHITEBEARSANTA
怪物ID:202557 名字:圣诞粉虎      STR值：STR_NPC_POLYMORPH_PINKTIGERSANTA
怪物ID:202558 名字:圣诞粉虎      STR值：STR_NPC_POLYMORPH_PINKTIGERSANTA
怪物ID:202559 名字:兔耳朵术古      STR值：STR_NPC_POLYMORPH_RABBITSHUGO
怪物ID:202560 名字:兔耳朵术古      STR值：STR_NPC_POLYMORPH_RABBITSHUGO
怪物ID:202561 名字:屠杀者      STR值：STR_NPC_DRAKAN_POLYMORPH_SKILL
怪物ID:202562 名字:屠杀者      STR值：STR_NPC_DRAKAN_POLYMORPH_SKILL
怪物ID:202563 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202564 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202565 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202566 名字:术古      STR值：STR_NPC_POLYMORPH_SHUGO
怪物ID:202567 名字:想和人一样住在屋里的老虎      STR值：STR_NPC_POLYMORPH_PINKTIGER_HIGH
怪物ID:202568 名字:想和人一样住在屋里的老虎      STR值：STR_NPC_POLYMORPH_PINKTIGER_HIGH
怪物ID:202569 名字:企鹅特战队黑色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_BLACK
怪物ID:202570 名字:企鹅特战队黑色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_BLACK
怪物ID:202571 名字:企鹅特战队粉红色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_PINK
怪物ID:202572 名字:企鹅特战队粉红色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_PINK
怪物ID:202573 名字:企鹅特战队红色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_RED
怪物ID:202574 名字:企鹅特战队红色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_RED
怪物ID:202575 名字:企鹅特战队橙色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_ORANGE
怪物ID:202576 名字:企鹅特战队橙色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_ORANGE
怪物ID:202577 名字:企鹅特战队黄色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_YELLOW
怪物ID:202578 名字:企鹅特战队黄色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_YELLOW
怪物ID:202579 名字:企鹅特战队绿色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_GREEN
怪物ID:202580 名字:企鹅特战队绿色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_GREEN
怪物ID:202581 名字:企鹅特战队蓝色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_BLUE
怪物ID:202582 名字:企鹅特战队蓝色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_BLUE
怪物ID:202583 名字:企鹅特战队紫色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_PURPLE
怪物ID:202584 名字:企鹅特战队紫色      STR值：STR_NPC_POLYMORPH_PENGUIN_HIGH_PURPLE
怪物ID:202585 名字:天族变身黑龙      STR值：STR_NPC_POLYMORPH_DRAGONL
怪物ID:202586 名字:魔族变身黑龙      STR值：STR_NPC_POLYMORPH_DRAGOND
怪物ID:202587 名字:[活动] 白虎      STR值：STR_NPC_IDPOLYMORPH_WHITETIGERL
怪物ID:202588 名字:[活动]企鹅      STR值：STR_NPC_IDPOLYMORPH_PENGUINL
怪物ID:202589 名字:[活动]白熊      STR值：STR_NPC_IDPOLYMORPH_SNOWBEARL
怪物ID:202590 名字:[活动]龙      STR值：STR_NPC_IDPOLYMORPH_DRAGONL
怪物ID:202591 名字:[活动] 白虎      STR值：STR_NPC_IDPOLYMORPH_WHITETIGERD
怪物ID:202592 名字:[活动]企鹅      STR值：STR_NPC_IDPOLYMORPH_PENGUIND
怪物ID:202593 名字:[活动]白熊      STR值：STR_NPC_IDPOLYMORPH_SNOWBEARD
怪物ID:202594 名字:[活动]龙      STR值：STR_NPC_IDPOLYMORPH_DRAGOND
怪物ID:202599 名字:天族活动变形用NPC       STR值：STR_NPC_POLYMORPH_OLYMPICDRAGONL
怪物ID:202600 名字:魔族活动变形用NPC       STR值：STR_NPC_POLYMORPH_OLYMPICDRAGOND
怪物ID:202601 名字:天族用变形熊猫      STR值：STR_NPC_POLYMORPH_PANDAL
怪物ID:202602 名字:魔族用变形熊猫      STR值：STR_NPC_POLYMORPH_PANDAD
怪物ID:202603 名字:天族守护神将（临时技能）      STR值：STR_NPC_POLYMORPH_RANKERAVATARL
怪物ID:202604 名字:魔族守护神将（临时技能）      STR值：STR_NPC_POLYMORPH_RANKERAVATARD
怪物ID:202605 名字:天族守护神将      STR值：STR_NPC_POLYMORPH_NO_RANKERAVATARL
怪物ID:202606 名字:魔族守护神将      STR值：STR_NPC_POLYMORPH_NO_RANKERAVATARD
怪物ID:202607 名字:可爱的松鼠      STR值：STR_NPC_POLYMORPH_ELOCOL
怪物ID:202608 名字:可爱的古糜      STR值：STR_NPC_POLYMORPH_GUMIL
怪物ID:202609 名字:可爱的松鼠      STR值：STR_NPC_POLYMORPH_ELOCOD
怪物ID:202610 名字:可爱的古糜      STR值：STR_NPC_POLYMORPH_GUMID
怪物ID:202611 名字:IU白熊      STR值：STR_NPC_POLYMORPH_IUBEARL
怪物ID:202612 名字:IU老虎      STR值：STR_NPC_POLYMORPH_IUTIGERL
怪物ID:202613 名字:IU小丑      STR值：STR_NPC_POLYMORPH_IUPIERROL
怪物ID:202614 名字:IU白熊      STR值：STR_NPC_POLYMORPH_IUBEARD
怪物ID:202615 名字:IU老虎      STR值：STR_NPC_POLYMORPH_IUTIGERD
怪物ID:202616 名字:IU小丑      STR值：STR_NPC_POLYMORPH_IUPIERROD
怪物ID:202617 名字:戴诺斯      STR值：STR_NPC_POLYMORPH_NCDINOSL
怪物ID:202618 名字:戴诺斯      STR值：STR_NPC_POLYMORPH_NCDINOSD
怪物ID:202619 名字:黄虎      STR值：STR_NPC_POLYMORPH_YELLOWTIGERL
怪物ID:202620 名字:黄虎      STR值：STR_NPC_POLYMORPH_YELLOWTIGERD
怪物ID:202621 名字:船长哈洛克      STR值：STR_NPC_POLYMORPH_CASHHERLOCKL
怪物ID:202622 名字:船长哈洛克      STR值：STR_NPC_POLYMORPH_CASHHERLOCKD
怪物ID:202623 名字:凯伊      STR值：STR_NPC_POLYMORPH_CASHKEIL
怪物ID:202624 名字:凯伊      STR值：STR_NPC_POLYMORPH_CASHKEID
怪物ID:202625 名字:永恒之塔超人      STR值：STR_NPC_POLYMORPH_AIONMANL
怪物ID:202626 名字:永恒之塔超人      STR值：STR_NPC_POLYMORPH_AIONMAND
怪物ID:202627 名字:山塔戴诺斯      STR值：STR_NPC_POLYMORPH_NCSANTADINOSL
怪物ID:202628 名字:山塔戴诺斯      STR值：STR_NPC_POLYMORPH_NCSANTADINOSD
怪物ID:202629 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTL
怪物ID:202630 名字:精锐术古剑星      STR值：STR_IDSWEEP_POLYMORPH_FIGHTERL
怪物ID:202631 名字:精锐术古魔道星      STR值：STR_IDSWEEP_POLYMORPH_MAGICIANL
怪物ID:202632 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTD
怪物ID:202633 名字:精锐术古剑星      STR值：STR_IDSWEEP_POLYMORPH_FIGHTERD
怪物ID:202634 名字:精锐术古魔道星      STR值：STR_IDSWEEP_POLYMORPH_MAGICIAND
怪物ID:202635 名字:黑暗创造物      STR值：STR_BIDSEAL_VRITRA_SKILLNPC_MESH
怪物ID:202636 名字:天族男主神      STR值：STR_NPC_POLYMORPH_GOD_L_M
怪物ID:202637 名字:天族女主神      STR值：STR_NPC_POLYMORPH_GOD_L_F
怪物ID:202638 名字:魔族男主神      STR值：STR_NPC_POLYMORPH_GOD_D_M
怪物ID:202639 名字:魔族女主神      STR值：STR_NPC_POLYMORPH_GOD_D_F
怪物ID:202640 名字:黑暗创造物      STR值：STR_BIDSEAL_VRITRA_SKILLNPC_MESH
怪物ID:202641 名字:勇猛的老虎      STR值：STR_RA_N_POLYMORPH_WHITETIGER
怪物ID:202642 名字:勇猛的老虎      STR值：STR_RA_N_POLYMORPH_WHITETIGER
怪物ID:202643 名字:克拉尔侦察兵      STR值：STR_RA_N_KRALLSCOUT_POLYMORPH_SKILL
怪物ID:202644 名字:克拉尔侦察兵      STR值：STR_RA_N_KRALLSCOUT_POLYMORPH_SKILL
怪物ID:202645 名字:天族_变形_粉红兔      STR值：STR_NPC_POLYMORPH_PINKRABBITL
怪物ID:202646 名字:魔族_变形_粉红兔      STR值：STR_NPC_POLYMORPH_PINKRABBITD
怪物ID:202647 名字:天族_变形_羊      STR值：STR_NPC_POLYMORPH_SHEEP_L
怪物ID:202648 名字:魔族_变形_羊      STR值：STR_NPC_POLYMORPH_SHEEP_D
怪物ID:202649 名字:火之化身      STR值：STR_NPC_HIGHDEVA_FIRE
怪物ID:202650 名字:火之化身      STR值：STR_NPC_HIGHDEVA_FIRE
怪物ID:202651 名字:水之化身      STR值：STR_NPC_HIGHDEVA_WATER
怪物ID:202652 名字:水之化身      STR值：STR_NPC_HIGHDEVA_WATER
怪物ID:202653 名字:地之化身      STR值：STR_NPC_HIGHDEVA_EARTH
怪物ID:202654 名字:地之化身      STR值：STR_NPC_HIGHDEVA_EARTH
怪物ID:202655 名字:风之化身      STR值：STR_NPC_HIGHDEVA_WIND
怪物ID:202656 名字:风之化身      STR值：STR_NPC_HIGHDEVA_WIND
怪物ID:202657 名字:天族_变形_沙漠狐      STR值：STR_NPC_POLYMORPH_FOX_L
怪物ID:202658 名字:魔族_变形_沙漠狐      STR值：STR_NPC_POLYMORPH_FOX_D
怪物ID:202659 名字:精锐将士      STR值：STR_IDLUNA_SIEGE_POLYMORPH_AGENT_L_01
怪物ID:202660 名字:精锐将士      STR值：STR_IDLUNA_SIEGE_POLYMORPH_AGENT_D_01
怪物ID:202661 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTL
怪物ID:202662 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTD
怪物ID:202663 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTL
怪物ID:202664 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTD
怪物ID:202665 名字:奔跑隆      STR值：STR_IDLDF5_UNDER_01_WAR_N_SHUGOPOL_LI_01
怪物ID:202666 名字:奔跑隆      STR值：STR_IDLDF5_UNDER_01_WAR_N_SHUGOPOL_DA_01
怪物ID:202667 名字:GM司图勃      STR值：STR_IDDF2_DFLAME_EVENT_CHANGE_KNIGHT
怪物ID:202668 名字:GM夏因      STR值：STR_IDDF2_DFLAME_EVENT_CHANGE_FIGHTER
怪物ID:202669 名字:GM爱丽丝      STR值：STR_IDDF2_DFLAME_EVENT_CHANGE_MAGICIAN
怪物ID:202670 名字:高级守护者的记忆      STR值：STR_IDTRANSFORM_BASE_FORM
怪物ID:202671 名字:风之化身的记忆      STR值：STR_IDTRANSFORM_AIR_FORM
怪物ID:202672 名字:地之化身的记忆      STR值：STR_IDTRANSFORM_EARTH_FORM
怪物ID:202673 名字:火之化身的记忆      STR值：STR_IDTRANSFORM_FIRE_FORM
怪物ID:202674 名字:水之化身的记忆      STR值：STR_IDTRANSFORM_WATER_FORM
怪物ID:202675 名字:str_npc_no_name
怪物ID:202676 名字:天族_变形_杜宾犬      STR值：STR_NPC_POLYMORPH_DOG_L_01
怪物ID:202677 名字:魔族_变形_杜宾犬      STR值：STR_NPC_POLYMORPH_DOG_D_01
怪物ID:202678 名字:天族_变形_博美犬      STR值：STR_NPC_POLYMORPH_DOG_L_02
怪物ID:202679 名字:魔族_变形_博美犬      STR值：STR_NPC_POLYMORPH_DOG_D_02
怪物ID:202680 名字:天族_变形_吉娃娃      STR值：STR_NPC_POLYMORPH_DOG_L_03
怪物ID:202681 名字:魔族_变形_吉娃娃      STR值：STR_NPC_POLYMORPH_DOG_D_03
怪物ID:202682 名字:str_npc_no_name
怪物ID:202683 名字:str_npc_no_name
怪物ID:202684 名字:str_npc_no_name
怪物ID:202685 名字:str_npc_no_name
怪物ID:202686 名字:str_npc_no_name
怪物ID:202687 名字:str_npc_no_name
怪物ID:202688 名字:古代英雄鞋      STR值：STR_ID_RUN_POLYMORPH_01
怪物ID:202689 名字:古代英雄盾牌      STR值：STR_ID_RUN_POLYMORPH_02
怪物ID:202690 名字:古代英雄陷阱      STR值：STR_ID_RUN_POLYMORPH_03
怪物ID:202691 名字:古代英雄之钩      STR值：STR_ID_RUN_POLYMORPH_04
怪物ID:202692 名字:内容5      STR值：STR_ID_RUN_POLYMORPH_05
怪物ID:202693 名字:保留      STR值：STR_ID_RUN_POLYMORPH_06
怪物ID:202694 名字:保留      STR值：STR_ID_RUN_POLYMORPH_07
怪物ID:202695 名字:天族_变形_猫      STR值：STR_NPC_POLYMORPH_CAT_L_01
怪物ID:202696 名字:魔族_变形_猫      STR值：STR_NPC_POLYMORPH_CAT_D_01
怪物ID:202697 名字:古代英雄鞋      STR值：STR_ID_RUN_POLYMORPH_01
怪物ID:202698 名字:古代英雄盾牌      STR值：STR_ID_RUN_POLYMORPH_02
怪物ID:202699 名字:古代英雄陷阱      STR值：STR_ID_RUN_POLYMORPH_03
怪物ID:202700 名字:保留      STR值：STR_ID_RUN_POLYMORPH_08
怪物ID:202701 名字:保留      STR值：STR_ID_RUN_POLYMORPH_09
怪物ID:202702 名字:古代英雄之钩      STR值：STR_ID_RUN_POLYMORPH_04
怪物ID:202703 名字:内容5      STR值：STR_ID_RUN_POLYMORPH_05
怪物ID:202704 名字:保留      STR值：STR_ID_RUN_POLYMORPH_06
怪物ID:202705 名字:保留      STR值：STR_ID_RUN_POLYMORPH_07
怪物ID:202706 名字:保留      STR值：STR_ID_RUN_POLYMORPH_08
怪物ID:202707 名字:保留      STR值：STR_ID_RUN_POLYMORPH_09
怪物ID:202708 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTL
怪物ID:202709 名字:精锐术古守护星      STR值：STR_IDSWEEP_POLYMORPH_KNIGHTD
怪物ID:202710 名字:老朋友      STR值：STR_NPC_WEATHA_SHAPECHANGE_G1
怪物ID:202711 名字:万圣节小胖变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_01_L
怪物ID:202712 名字:万圣节小胖变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_01_D
怪物ID:202713 名字:万圣节企鹅变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_02_L
怪物ID:202714 名字:万圣节企鹅变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_02_D
怪物ID:202715 名字:万圣节白熊变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_03_L
怪物ID:202716 名字:万圣节白熊变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_03_D
怪物ID:202717 名字:万圣节尖叫变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_04_L
怪物ID:202718 名字:万圣节尖叫变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_04_D
怪物ID:202719 名字:万圣节永恒之塔超人变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_05_L
怪物ID:202720 名字:万圣节永恒之塔超人变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_05_D
怪物ID:202721 名字:万圣节小丑1变身糖果      STR值：STR_WORLD_EVENT_HALLOWEEN_06_L
