quest_id	category	detail
1903	ITEM_UNMAPPED	names=rec_L_as_ch_shoes_n_c2_p_13a
1904	ITEM_UNMAPPED	names=rec_L_co_food_Maccuracy_20a
1905	ITEM_UNMAPPED	names=rec_L_ha_bow_n_c2_p_15a
1907	ITEM_UNMAPPED	names=rec_L_ta_lt_shoes_n_c2_p_13a
1913	ITEM_UNMAPPED	names=FOOD_dpheal_40A
1914	ITEM_UNMAPPED	names=FOOD_dpheal_40A
1915	ITEM_UNMAPPED	names=FOOD_dpheal_40A
1916	ITEM_UNMAPPED	names=FOOD_dpheal_40A
1939	TITLE_EVIDENCE_BLOCKED	retail=light_title19 prod=1
2007	TITLE_EVIDENCE_BLOCKED	retail=dark_title01 prod=1
2042	ITEM_UNMAPPED	names=SCROLL_speed_fly_50A
2114	ITEM_UNMAPPED	names=BANDAGE_01
2119	TITLE_EVIDENCE_BLOCKED	retail=dark_title02 prod=1
2150	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2206	ITEM_UNMAPPED	names=SCROLL_shield_all_30A
2208	TITLE_EVIDENCE_BLOCKED	retail=dark_title04 prod=1
2230	TITLE_EVIDENCE_BLOCKED	retail=dark_title03 prod=1
2232	ITEM_UNMAPPED	names=SCROLL_critical_phy_40A
2254	ITEM_UNMAPPED	names=SOULSTONE_RESURRECT_OTHER_10
2277	ITEM_UNMAPPED	names=SCROLL_speed_atk_50A
2284	TITLE_EVIDENCE_BLOCKED	retail=dark_title05 prod=1
2289	TITLE_EVIDENCE_BLOCKED	retail=dark_title06 prod=1
2312	ITEM_UNMAPPED	names=%Quest_D_medicine_20a
2334	TITLE_EVIDENCE_BLOCKED	retail=dark_title11 prod=1
2334	ITEM_UNMAPPED	names=rec_D_co_food_d_2stats_30g
2341	ITEM_UNMAPPED	names=%Quest_D_magical_30a
2342	ITEM_UNMAPPED	names=SCROLL_shield_all_30A
2343	TITLE_EVIDENCE_BLOCKED	retail=dark_title12 prod=1
2345	ITEM_DIFF	prod=[(160000011, 15), (186000008, 1)] retail=[(162000048, 6), (186000008, 6)]
2346	ITEM_UNMAPPED	names=%Quest_D_medicine_30a
2351	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2364	ITEM_UNMAPPED	names=SCROLL_speed_atk_50A
2368	ITEM_UNMAPPED	names=%Quest_D_magical_20a
2377	TITLE_EVIDENCE_BLOCKED	retail=dark_title13 prod=1
2380	ITEM_UNMAPPED	names=%Quest_D_medicine_40a
2392	ITEM_DIFF	prod=[(162000048, 4), (162000048, 4), (162000048, 8), (186000008, 2), (186000008, 2), (186000008, 2)] retail=[(162000048, 8), (186000008, 2)]
2394	TITLE_EVIDENCE_BLOCKED	retail=dark_title14 prod=1
2403	ITEM_UNMAPPED	names=food_d_mresist_30a
2404	ITEM_UNMAPPED	names=SCROLL_shield_all_30A
2428	ITEM_UNMAPPED	names=rec_D_al_potion_hp_mp_20a
2434	TITLE_EVIDENCE_BLOCKED	retail=dark_title16 prod=1
2437	TITLE_EVIDENCE_BLOCKED	retail=dark_title15 prod=1
2439	ITEM_UNMAPPED	names=FOOD_D_dpheal_50A
2445	ITEM_UNMAPPED	names=SCROLL_speed_fly_50A
2478	TITLE_EVIDENCE_BLOCKED	retail=dark_title19 prod=1
2480	TITLE_EVIDENCE_BLOCKED	retail=dark_title17 prod=1
2484	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2485	TITLE_EVIDENCE_BLOCKED	retail=dark_title18 prod=1
2491	TITLE_EVIDENCE_BLOCKED	retail=dark_title44 prod=1
2493	TITLE_EVIDENCE_BLOCKED	retail=dark_title20 prod=1
2509	ITEM_UNMAPPED	names=scroll_return_DF3
2511	TITLE_EVIDENCE_BLOCKED	retail=dark_title25 prod=1
2521	ITEM_UNMAPPED	names=SCROLL_shield_all_30A
2522	ITEM_UNMAPPED	names=%Quest_D_medicine_30a
2525	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2530	ITEM_UNMAPPED	names=%Quest_D_magical_30a
2532	ITEM_UNMAPPED	names=rec_D_al_scroll_speed_run_40a
2544	ITEM_UNMAPPED	names=%Quest_D_medicine_30a
2545	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2571	TITLE_EVIDENCE_BLOCKED	retail=dark_title26 prod=1
2596	ITEM_UNMAPPED	names=%Quest_D_magical_40a
2597	ITEM_UNMAPPED	names=%Quest_D_food_50a
2647	ITEM_UNMAPPED	names=SOULSTONE_RESURRECT_SELF_20
2656	TITLE_EVIDENCE_BLOCKED	retail=dark_title29 prod=1
2658	ITEM_UNMAPPED	names=%Quest_D_magical_40a
2659	ITEM_UNMAPPED	names=%Quest_D_medicine_50a
2660	ITEM_UNMAPPED	names=%Quest_D_food_50a
2662	ITEM_UNMAPPED	names=SCROLL_speed_atk_50A
2699	TITLE_EVIDENCE_BLOCKED	retail=dark_title28 prod=1
2717	ITEM_UNMAPPED	names=%Quest_D_medal_01a
2733	ITEM_UNMAPPED	names=SCROLL_speed_fly_50A
2742	ITEM_UNMAPPED	names=%Quest_D_magical_40a
2751	ITEM_UNMAPPED	names=%Quest_D_magical_40a
2849	ITEM_UNMAPPED	names=%Quest_D_3_island_01a
2888	TITLE_EVIDENCE_BLOCKED	retail=dark_title41 prod=1
2901	ITEM_UNMAPPED	names=FOOD_D_dpheal_40A
2902	ITEM_UNMAPPED	names=FOOD_D_dpheal_40A
2903	ITEM_UNMAPPED	names=FOOD_D_dpheal_40A
2904	ITEM_UNMAPPED	names=FOOD_D_dpheal_40A
2905	ITEM_UNMAPPED	names=rec_D_ws_dagger_d_n_c2_p_15a
2906	ITEM_UNMAPPED	names=rec_D_as_ch_shoes_d_n_c2_p_13a
2907	ITEM_UNMAPPED	names=rec_D_co_food_d_Maccuracy_20a
2908	ITEM_UNMAPPED	names=rec_D_ha_bow_d_n_c2_p_15a
2910	ITEM_UNMAPPED	names=rec_D_ta_lt_shoes_d_n_c2_p_13a
2912	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
2923	ITEM_UNMAPPED	names=SCROLL_RETURN_DF2
2924	ITEM_UNMAPPED	names=SCROLL_RETURN_DF2
2928	TITLE_EVIDENCE_BLOCKED	retail=dark_title42 prod=1
3007	ITEM_UNMAPPED	names=%Quest_L_food_20a
3009	TITLE_EVIDENCE_BLOCKED	retail=light_title22 prod=1
3010	ITEM_UNMAPPED	names=%Quest_L_medicine_20a
3011	ITEM_UNMAPPED	names=SCROLL_regist_fire_40A
3015	ITEM_UNMAPPED	names=%Quest_L_magical_20a
3016	TITLE_EVIDENCE_BLOCKED	retail=light_title21 prod=1
3017	ITEM_UNMAPPED	names=%Quest_L_Recipe_20a_LF2A
3037	ITEM_UNMAPPED	names=SCROLL_RETURN_LF2B
3045	ITEM_UNMAPPED	names=%Quest_L_food_50a
3052	ITEM_UNMAPPED	names=%Quest_L_magical_40a
3057	TITLE_EVIDENCE_BLOCKED	retail=light_title48 prod=1
3074	ITEM_UNMAPPED	names=%Quest_L_redeem_50a
3089	ITEM_UNMAPPED	names=%Quest_L_magical_40a
3121	TITLE_EVIDENCE_BLOCKED	retail=light_title47 prod=1
3202	ITEM_UNMAPPED	names=%Quest_L_magical_40a
3206	ITEM_UNMAPPED	names=%Quest_L_food_40a
3211	TITLE_EVIDENCE_BLOCKED	retail=light_title35 prod=1
3214	ITEM_UNMAPPED	names=%Quest_L_medicine_40a
3311	ITEM_UNMAPPED	names=%Quest_L_magical_30a
3340	TITLE_EVIDENCE_BLOCKED	retail=light_title11 prod=1
3502	TITLE_EVIDENCE_BLOCKED	retail=light_title50 prod=1
3502	ITEM_UNMAPPED	names=rec_L_cv_cv_metal_n_u_s_40a
3506	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
3510	ITEM_UNMAPPED	names=SCROLL_speed_fly_50A
3547	TITLE_EVIDENCE_BLOCKED	retail=light_title23 prod=1
3548	TITLE_EVIDENCE_BLOCKED	retail=light_title24 prod=1
3735	TITLE_EVIDENCE_BLOCKED	retail=light_title31 prod=1
3743	TITLE_EVIDENCE_BLOCKED	retail=light_title32 prod=1
3744	TITLE_EVIDENCE_BLOCKED	retail=light_title33 prod=1
3745	TITLE_EVIDENCE_BLOCKED	retail=light_title34 prod=1
3912	TITLE_EVIDENCE_BLOCKED	retail=light_title39 prod=1
3915	ITEM_UNMAPPED	names=%Quest_L_magical_40a
3916	ITEM_UNMAPPED	names=%Quest_L_medicine_50a
3918	ITEM_UNMAPPED	names=%Quest_L_matter_option_50b
3919	ITEM_UNMAPPED	names=%Quest_L_matter_option_50a
3922	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3923	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3924	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3925	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3926	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3927	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3928	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3929	TITLE_EVIDENCE_BLOCKED	retail=light_title38 prod=1
3940	TITLE_EVIDENCE_BLOCKED	retail=light_title37 prod=1
3943	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
3946	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
3949	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
3952	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
3955	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
3958	TITLE_EVIDENCE_BLOCKED	retail=light_title36 prod=1
4006	ITEM_UNMAPPED	names=%Quest_D_food_20a
4008	ITEM_UNMAPPED	names=%Quest_D_medicine_20a
4009	ITEM_UNMAPPED	names=%Quest_D_material_20a
4014	TITLE_EVIDENCE_BLOCKED	retail=dark_title21 prod=1
4017	TITLE_EVIDENCE_BLOCKED	retail=dark_title22 prod=1
4034	ITEM_UNMAPPED	names=%Quest_D_magical_40a
4056	TITLE_EVIDENCE_BLOCKED	retail=dark_title48 prod=1
4074	ITEM_UNMAPPED	names=%Quest_D_redeem_50a
4079	ITEM_UNMAPPED	names=%Quest_D_food_50a
4081	ITEM_UNMAPPED	names=%Quest_D_magical_40a
4095	ITEM_UNMAPPED	names=%Quest_D_food_50a
4120	TITLE_EVIDENCE_BLOCKED	retail=dark_title47 prod=1
4202	ITEM_UNMAPPED	names=%Quest_D_magical_40a
4206	ITEM_UNMAPPED	names=%Quest_D_food_40a
4211	TITLE_EVIDENCE_BLOCKED	retail=dark_title35 prod=1
4214	ITEM_UNMAPPED	names=%Quest_D_medicine_40a
4312	ITEM_UNMAPPED	names=%Quest_D_magical_30a
4317	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
4318	ITEM_UNMAPPED	names=SCROLL_speed_run_50A
4338	TITLE_EVIDENCE_BLOCKED	retail=dark_title09 prod=1
4502	TITLE_EVIDENCE_BLOCKED	retail=dark_title50 prod=1
4502	ITEM_UNMAPPED	names=rec_D_cv_cv_metal_n_u_s_40a
4512	ITEM_UNMAPPED	names=SCROLL_shield_all_30A
4515	ITEM_UNMAPPED	names=SCROLL_speed_fly_50A
4542	TITLE_EVIDENCE_BLOCKED	retail=dark_title23 prod=1
4735	TITLE_EVIDENCE_BLOCKED	retail=dark_title31 prod=1
4743	TITLE_EVIDENCE_BLOCKED	retail=dark_title32 prod=1
4744	TITLE_EVIDENCE_BLOCKED	retail=dark_title33 prod=1
4745	TITLE_EVIDENCE_BLOCKED	retail=dark_title34 prod=1
4915	ITEM_UNMAPPED	names=%Quest_D_magical_40a
4916	ITEM_UNMAPPED	names=%Quest_D_medicine_50a
4918	ITEM_UNMAPPED	names=%Quest_D_matter_option_50b
4919	ITEM_UNMAPPED	names=%Quest_D_matter_option_50a
4922	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4923	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4924	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4925	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4926	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4927	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4928	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4929	TITLE_EVIDENCE_BLOCKED	retail=dark_title38 prod=1
4933	TITLE_EVIDENCE_BLOCKED	retail=dark_title39 prod=1
4944	TITLE_EVIDENCE_BLOCKED	retail=dark_title37 prod=1
4947	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
4950	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
4953	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
4956	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
4959	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
4962	TITLE_EVIDENCE_BLOCKED	retail=dark_title36 prod=1
5000	ITEM_UNMAPPED	names=%Quest_L_task_ws_5000
5001	ITEM_UNMAPPED	names=%Quest_L_task_ws_5001
5002	ITEM_UNMAPPED	names=%Quest_L_task_ws_5002
5003	ITEM_UNMAPPED	names=%Quest_L_task_ws_5003
5004	ITEM_UNMAPPED	names=%Quest_L_task_ws_5004
5005	ITEM_UNMAPPED	names=%Quest_L_task_ws_5005
5006	ITEM_UNMAPPED	names=%Quest_L_task_ws_5006
5007	ITEM_UNMAPPED	names=%Quest_L_task_ws_5007
5008	ITEM_UNMAPPED	names=%Quest_L_task_ws_5008
5009	ITEM_UNMAPPED	names=%Quest_L_task_ws_5009
5010	ITEM_UNMAPPED	names=%Quest_L_task_ws_5010
5011	ITEM_UNMAPPED	names=%Quest_L_task_ws_5011
5012	ITEM_UNMAPPED	names=%Quest_L_task_ws_5012
5013	ITEM_UNMAPPED	names=%Quest_L_task_ws_5013
5014	ITEM_UNMAPPED	names=%Quest_L_task_ws_5014
5015	ITEM_UNMAPPED	names=%Quest_L_task_ws_5015
5016	ITEM_UNMAPPED	names=%Quest_L_task_ws_5016
5017	ITEM_UNMAPPED	names=%Quest_L_task_ws_5017
5018	ITEM_UNMAPPED	names=%Quest_L_task_ws_5018
5019	ITEM_UNMAPPED	names=%Quest_L_task_ws_5019
5020	ITEM_UNMAPPED	names=%Quest_L_task_ws_5020
5021	ITEM_UNMAPPED	names=%Quest_L_task_ws_5021
5022	ITEM_UNMAPPED	names=%Quest_L_task_ws_5022
5023	ITEM_UNMAPPED	names=%Quest_L_task_ws_5023
5024	ITEM_UNMAPPED	names=%Quest_L_task_ws_5024
5025	ITEM_UNMAPPED	names=%Quest_L_task_ws_5025
5026	ITEM_UNMAPPED	names=%Quest_L_task_ws_5026
5027	ITEM_UNMAPPED	names=%Quest_L_task_ws_5027
5028	ITEM_UNMAPPED	names=%Quest_L_task_ws_5028
5029	ITEM_UNMAPPED	names=%Quest_L_task_ws_5029
5030	ITEM_UNMAPPED	names=%Quest_L_task_ws_5030
5031	ITEM_UNMAPPED	names=%Quest_L_task_ws_5031
5032	ITEM_UNMAPPED	names=%Quest_L_task_ws_5032
5033	ITEM_UNMAPPED	names=%Quest_L_task_ws_5033
5034	ITEM_UNMAPPED	names=%Quest_L_task_ws_5034
5035	ITEM_UNMAPPED	names=%Quest_L_task_ws_5035
5036	ITEM_UNMAPPED	names=%Quest_L_task_ws_5036
5037	ITEM_UNMAPPED	names=%Quest_L_task_ws_5037
5038	ITEM_UNMAPPED	names=%Quest_L_task_ws_5038
5039	ITEM_UNMAPPED	names=%Quest_L_task_ws_5039
5040	ITEM_UNMAPPED	names=%Quest_L_task_ws_5040
5100	ITEM_UNMAPPED	names=%Quest_L_task_as_5100
5101	ITEM_UNMAPPED	names=%Quest_L_task_as_5101
5102	ITEM_UNMAPPED	names=%Quest_L_task_as_5102
5103	ITEM_UNMAPPED	names=%Quest_L_task_as_5103
5104	ITEM_UNMAPPED	names=%Quest_L_task_as_5104
5105	ITEM_UNMAPPED	names=%Quest_L_task_as_5105
5106	ITEM_UNMAPPED	names=%Quest_L_task_as_5106
5107	ITEM_UNMAPPED	names=%Quest_L_task_as_5107
5108	ITEM_UNMAPPED	names=%Quest_L_task_as_5108
5109	ITEM_UNMAPPED	names=%Quest_L_task_as_5109
5110	ITEM_UNMAPPED	names=%Quest_L_task_as_5110
5111	ITEM_UNMAPPED	names=%Quest_L_task_as_5111
5112	ITEM_UNMAPPED	names=%Quest_L_task_as_5112
5113	ITEM_UNMAPPED	names=%Quest_L_task_as_5113
5114	ITEM_UNMAPPED	names=%Quest_L_task_as_5114
5115	ITEM_UNMAPPED	names=%Quest_L_task_as_5115
5116	ITEM_UNMAPPED	names=%Quest_L_task_as_5116
5117	ITEM_UNMAPPED	names=%Quest_L_task_as_5117
5118	ITEM_UNMAPPED	names=%Quest_L_task_as_5118
5119	ITEM_UNMAPPED	names=%Quest_L_task_as_5119
5120	ITEM_UNMAPPED	names=%Quest_L_task_as_5120
5121	ITEM_UNMAPPED	names=%Quest_L_task_as_5121
5122	ITEM_UNMAPPED	names=%Quest_L_task_as_5122
5123	ITEM_UNMAPPED	names=%Quest_L_task_as_5123
5124	ITEM_UNMAPPED	names=%Quest_L_task_as_5124
5125	ITEM_UNMAPPED	names=%Quest_L_task_as_5125
5126	ITEM_UNMAPPED	names=%Quest_L_task_as_5126
5127	ITEM_UNMAPPED	names=%Quest_L_task_as_5127
5128	ITEM_UNMAPPED	names=%Quest_L_task_as_5128
5129	ITEM_UNMAPPED	names=%Quest_L_task_as_5129
5130	ITEM_UNMAPPED	names=%Quest_L_task_as_5130
5131	ITEM_UNMAPPED	names=%Quest_L_task_as_5131
5132	ITEM_UNMAPPED	names=%Quest_L_task_as_5132
5133	ITEM_UNMAPPED	names=%Quest_L_task_as_5133
5134	ITEM_UNMAPPED	names=%Quest_L_task_as_5134
5135	ITEM_UNMAPPED	names=%Quest_L_task_as_5135
5136	ITEM_UNMAPPED	names=%Quest_L_task_as_5136
5137	ITEM_UNMAPPED	names=%Quest_L_task_as_5137
5138	ITEM_UNMAPPED	names=%Quest_L_task_as_5138
5139	ITEM_UNMAPPED	names=%Quest_L_task_as_5139
5140	ITEM_UNMAPPED	names=%Quest_L_task_as_5140
5200	ITEM_UNMAPPED	names=%Quest_L_task_ta_5200
5201	ITEM_UNMAPPED	names=%Quest_L_task_ta_5201
5202	ITEM_UNMAPPED	names=%Quest_L_task_ta_5202
5203	ITEM_UNMAPPED	names=%Quest_L_task_ta_5203
5204	ITEM_UNMAPPED	names=%Quest_L_task_ta_5204
5205	ITEM_UNMAPPED	names=%Quest_L_task_ta_5205
5206	ITEM_UNMAPPED	names=%Quest_L_task_ta_5206
5207	ITEM_UNMAPPED	names=%Quest_L_task_ta_5207
5208	ITEM_UNMAPPED	names=%Quest_L_task_ta_5208
5209	ITEM_UNMAPPED	names=%Quest_L_task_ta_5209
5210	ITEM_UNMAPPED	names=%Quest_L_task_ta_5210
5211	ITEM_UNMAPPED	names=%Quest_L_task_ta_5211
5212	ITEM_UNMAPPED	names=%Quest_L_task_ta_5212
5213	ITEM_UNMAPPED	names=%Quest_L_task_ta_5213
5214	ITEM_UNMAPPED	names=%Quest_L_task_ta_5214
5215	ITEM_UNMAPPED	names=%Quest_L_task_ta_5215
5216	ITEM_UNMAPPED	names=%Quest_L_task_ta_5216
5217	ITEM_UNMAPPED	names=%Quest_L_task_ta_5217
5218	ITEM_UNMAPPED	names=%Quest_L_task_ta_5218
5219	ITEM_UNMAPPED	names=%Quest_L_task_ta_5219
5220	ITEM_UNMAPPED	names=%Quest_L_task_ta_5220
5221	ITEM_UNMAPPED	names=%Quest_L_task_ta_5221
5222	ITEM_UNMAPPED	names=%Quest_L_task_ta_5222
5223	ITEM_UNMAPPED	names=%Quest_L_task_ta_5223
5224	ITEM_UNMAPPED	names=%Quest_L_task_ta_5224
5225	ITEM_UNMAPPED	names=%Quest_L_task_ta_5225
5226	ITEM_UNMAPPED	names=%Quest_L_task_ta_5226
5227	ITEM_UNMAPPED	names=%Quest_L_task_ta_5227
5228	ITEM_UNMAPPED	names=%Quest_L_task_ta_5228
5229	ITEM_UNMAPPED	names=%Quest_L_task_ta_5229
5230	ITEM_UNMAPPED	names=%Quest_L_task_ta_5230
5231	ITEM_UNMAPPED	names=%Quest_L_task_ta_5231
5232	ITEM_UNMAPPED	names=%Quest_L_task_ta_5232
5233	ITEM_UNMAPPED	names=%Quest_L_task_ta_5233
5234	ITEM_UNMAPPED	names=%Quest_L_task_ta_5234
5235	ITEM_UNMAPPED	names=%Quest_L_task_ta_5235
5236	ITEM_UNMAPPED	names=%Quest_L_task_ta_5236
5237	ITEM_UNMAPPED	names=%Quest_L_task_ta_5237
5238	ITEM_UNMAPPED	names=%Quest_L_task_ta_5238
5239	ITEM_UNMAPPED	names=%Quest_L_task_ta_5239
5240	ITEM_UNMAPPED	names=%Quest_L_task_ta_5240
5300	ITEM_UNMAPPED	names=%Quest_L_task_ha_5300
5301	ITEM_UNMAPPED	names=%Quest_L_task_ha_5301
5302	ITEM_UNMAPPED	names=%Quest_L_task_ha_5302
5303	ITEM_UNMAPPED	names=%Quest_L_task_ha_5303
5304	ITEM_UNMAPPED	names=%Quest_L_task_ha_5304
5305	ITEM_UNMAPPED	names=%Quest_L_task_ha_5305
5306	ITEM_UNMAPPED	names=%Quest_L_task_ha_5306
5307	ITEM_UNMAPPED	names=%Quest_L_task_ha_5307
5308	ITEM_UNMAPPED	names=%Quest_L_task_ha_5308
5309	ITEM_UNMAPPED	names=%Quest_L_task_ha_5309
5310	ITEM_UNMAPPED	names=%Quest_L_task_ha_5310
5311	ITEM_UNMAPPED	names=%Quest_L_task_ha_5311
5312	ITEM_UNMAPPED	names=%Quest_L_task_ha_5312
5313	ITEM_UNMAPPED	names=%Quest_L_task_ha_5313
5314	ITEM_UNMAPPED	names=%Quest_L_task_ha_5314
5315	ITEM_UNMAPPED	names=%Quest_L_task_ha_5315
5316	ITEM_UNMAPPED	names=%Quest_L_task_ha_5316
5317	ITEM_UNMAPPED	names=%Quest_L_task_ha_5317
5318	ITEM_UNMAPPED	names=%Quest_L_task_ha_5318
5319	ITEM_UNMAPPED	names=%Quest_L_task_ha_5319
5320	ITEM_UNMAPPED	names=%Quest_L_task_ha_5320
5321	ITEM_UNMAPPED	names=%Quest_L_task_ha_5321
5322	ITEM_UNMAPPED	names=%Quest_L_task_ha_5322
5323	ITEM_UNMAPPED	names=%Quest_L_task_ha_5323
5324	ITEM_UNMAPPED	names=%Quest_L_task_ha_5324
5325	ITEM_UNMAPPED	names=%Quest_L_task_ha_5325
5326	ITEM_UNMAPPED	names=%Quest_L_task_ha_5326
5327	ITEM_UNMAPPED	names=%Quest_L_task_ha_5327
5328	ITEM_UNMAPPED	names=%Quest_L_task_ha_5328
5329	ITEM_UNMAPPED	names=%Quest_L_task_ha_5329
5330	ITEM_UNMAPPED	names=%Quest_L_task_ha_5330
5331	ITEM_UNMAPPED	names=%Quest_L_task_ha_5331
5332	ITEM_UNMAPPED	names=%Quest_L_task_ha_5332
5333	ITEM_UNMAPPED	names=%Quest_L_task_ha_5333
5334	ITEM_UNMAPPED	names=%Quest_L_task_ha_5334
5335	ITEM_UNMAPPED	names=%Quest_L_task_ha_5335
5336	ITEM_UNMAPPED	names=%Quest_L_task_ha_5336
5337	ITEM_UNMAPPED	names=%Quest_L_task_ha_5337
5338	ITEM_UNMAPPED	names=%Quest_L_task_ha_5338
5339	ITEM_UNMAPPED	names=%Quest_L_task_ha_5339
5340	ITEM_UNMAPPED	names=%Quest_L_task_ha_5340
