quest_id	category	detail
2009	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0} items=[('ITEM', 188057339, 1)]
2114	TIER2_UNMAPPED	names unmappable
2123	TIER2_NUMERIC_DIFF	prod={'exp': 3430, 'gold': 500} retail={'exp': 4280, 'gold': 0}
2123	TIER2_ITEM_DIFF	prod=[] retail=[('ITEM', 123000864, 1)]
2123	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 3430, 'gold': 500} items=[]
2132	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 275} items=[]
2132	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 275} items=[]
2136	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 550, 'gold': 0} items=[('ITEM', 182000558, 1)]
2252	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 20355, 'gold': 1900} items=[]
2303	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 166580, 'gold': 11780} items=[('ITEM', 162000048, 24)]
2332	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 374894, 'gold': 28190} items=[('ITEM', 162000048, 6), ('ITEM', 186000008, 6)]
2332	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 57000, 'gold': 4000} items=[('ITEM', 162000048, 6), ('ITEM', 186000008, 6)]
2345	TIER2_MISSING_PROD	prod_groups=2 retail_numeric={'exp': 413113, 'gold': 18370} items=[('ITEM', 162000048, 6), ('ITEM', 186000008, 6)]
2367	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 593431, 'gold': 1300} items=[('ITEM', 186000008, 1)]
2368	EXT_DIFF	prod=[(77, 1), (188050584, 3)] retail=[(188050584, 3)]
2392	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1244918} items=[('ITEM', 162000048, 4), ('ITEM', 186000008, 2)]
2392	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1244918} items=[('ITEM', 162000048, 4), ('ITEM', 186000008, 2)]
2411	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 806224, 'gold': 0} items=[('ITEM', 186000008, 2)]
2430	TIER2_NUMERIC_DIFF	prod={'exp': 150000, 'gold': 20000} retail={'exp': 75000, 'gold': 10000}
2430	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 150000, 'gold': 20000} items=[('ITEM', 186000007, 1)]
2448	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1301093, 'gold': 12800} items=[('ITEM', 186000009, 3)]
2513	TIER2_NUMERIC_DIFF	prod={'exp': 987102} retail={'exp': 987102, 'gold': 10000}
2513	TIER2_ITEM_DIFF	prod=[('ITEM', 162000048, 5), ('ITEM', 186000008, 2)] retail=[('ITEM', 186000008, 2)]
2513	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 987102, 'gold': 0} items=[('ITEM', 162000048, 5), ('ITEM', 186000008, 2)]
2677	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 2352448, 'gold': 0} items=[('SELECTABLE_ITEM', 112100748, 1), ('SELECTABLE_ITEM', 112300745, 1), ('SELECTABLE_ITEM', 112500733, 1), ('SELECTABLE_ITEM', 112600744, 1)]
2677	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 2352448, 'gold': 0} items=[('SELECTABLE_ITEM', 114100826, 1), ('SELECTABLE_ITEM', 114300852, 1), ('SELECTABLE_ITEM', 114500798, 1), ('SELECTABLE_ITEM', 114600755, 1)]
2911	TIER2_MISSING_PROD	prod_groups=2 retail_numeric={'exp': 2250, 'gold': 1000} items=[]
2920	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1500, 'gold': 700} items=[]
2922	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 80494, 'gold': 0} items=[]
2947	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 8325278, 'gold': 4000} items=[('ITEM', 167000497, 1)]
2947	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 8325278, 'gold': 4000} items=[('ITEM', 167000497, 1)]
2962	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1974220, 'gold': 0} items=[('ITEM', 162000027, 6)]
2993	TIER2_NUMERIC_DIFF	prod={'exp': 7500} retail={'exp': 7500, 'gold': 0}
2993	TIER2_ITEM_DIFF	prod=[('SELECTABLE_ITEM', 110100931, 1), ('SELECTABLE_ITEM', 111100831, 1), ('SELECTABLE_ITEM', 112100790, 1), ('SELECTABLE_ITEM', 113100843, 1), ('SELECTABLE_ITEM', 114100866, 1)] retail=[('SELECTABLE_ITEM', 110300881, 1), ('SELECTABLE_ITEM', 111300834, 1), ('SELECTABLE_ITEM', 112300784, 1), ('SELECTABLE_ITEM', 113300860, 1), ('SELECTABLE_ITEM', 114300893, 1)]
2993	TIER3_NUMERIC_DIFF	prod={'exp': 7500} retail={'exp': 7500, 'gold': 0}
2993	TIER3_ITEM_DIFF	prod=[('SELECTABLE_ITEM', 110500849, 1), ('SELECTABLE_ITEM', 111500821, 1), ('SELECTABLE_ITEM', 112500774, 1), ('SELECTABLE_ITEM', 113500827, 1), ('SELECTABLE_ITEM', 114500837, 1)] retail=[('SELECTABLE_ITEM', 110100931, 1), ('SELECTABLE_ITEM', 111100831, 1), ('SELECTABLE_ITEM', 112100790, 1), ('SELECTABLE_ITEM', 113100843, 1), ('SELECTABLE_ITEM', 114100866, 1)]
2994	TIER2_NUMERIC_DIFF	prod={'exp': 7500} retail={'exp': 7500, 'gold': 0}
2994	TIER2_ITEM_DIFF	prod=[('SELECTABLE_ITEM', 100500572, 1), ('SELECTABLE_ITEM', 100600608, 1)] retail=[('SELECTABLE_ITEM', 100000723, 1), ('SELECTABLE_ITEM', 100200673, 1), ('SELECTABLE_ITEM', 101700594, 1)]
2994	TIER3_NUMERIC_DIFF	prod={'exp': 7500} retail={'exp': 7500, 'gold': 0}
2994	TIER3_ITEM_DIFF	prod=[('SELECTABLE_ITEM', 100100568, 1), ('SELECTABLE_ITEM', 101500566, 1), ('SELECTABLE_ITEM', 115000826, 1)] retail=[('SELECTABLE_ITEM', 100500572, 1), ('SELECTABLE_ITEM', 100600608, 1)]
3015	EXT_DIFF	prod=[(0, 14400), (188050588, 1)] retail=[(188050588, 1)]
3074	TIER2_UNMAPPED	names unmappable
3074	TIER3_UNMAPPED	names unmappable
3088	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 4451099, 'gold': 15000} items=[('ITEM', 186000005, 4)]
3088	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 4451099, 'gold': 75000} items=[('ITEM', 186000005, 4)]
3119	EXT_DIFF	prod=[] retail=[(188050587, 1)]
3120	EXT_DIFF	prod=[] retail=[(186000005, 38)]
4002	EXT_DIFF	prod=[(0, 8600), (188050584, 1)] retail=[(188050584, 1)]
4009	EXT_DIFF	prod=[(0, 11600), (188050588, 1)] retail=[(188050588, 1)]
4013	EXT_DIFF	prod=[(0, 8900), (188050584, 1)] retail=[(188050584, 1)]
4035	EXT_DIFF	prod=[(0, 23700), (188050586, 1)] retail=[(188050586, 1)]
4045	EXT_DIFF	prod=[(0, 17000), (188050589, 1)] retail=[(188050589, 1)]
4074	TIER2_UNMAPPED	names unmappable
4074	TIER3_UNMAPPED	names unmappable
4094	EXT_DIFF	prod=[(0, 46200), (188050587, 1)] retail=[(188050587, 1)]
4118	EXT_DIFF	prod=[] retail=[(188050587, 1)]
4119	EXT_DIFF	prod=[] retail=[(186000010, 38)]
4316	EXT_DIFF	prod=[(0, 10000), (188050584, 3)] retail=[(188050584, 3)]
4319	EXT_DIFF	prod=[(0, 6400), (188050584, 3)] retail=[(188050584, 3)]
9554	TIER2_NUMERIC_DIFF	prod={'exp': 100, 'gold': 1000} retail={'exp': 100, 'gold': 100}
9554	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 100, 'gold': 1000} items=[]
9555	TIER2_NUMERIC_DIFF	prod={'exp': 100, 'gold': 1000} retail={'exp': 100, 'gold': 100}
9555	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 100, 'gold': 1000} items=[]
9556	TIER2_NUMERIC_DIFF	prod={'exp': 100, 'gold': 1000} retail={'exp': 100, 'gold': 100}
9556	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 100, 'gold': 1000} items=[]
9557	TIER2_NUMERIC_DIFF	prod={'exp': 100, 'gold': 1000} retail={'exp': 100, 'gold': 100}
9557	TIER3_MISSING_PROD	prod_groups=3 retail_numeric={'exp': 100, 'gold': 1000} items=[]
11279	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 600} items=[]
11279	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 900} items=[]
11280	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1200} items=[]
11280	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1800} items=[]
11281	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1600} items=[]
11281	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 2400} items=[]
11282	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 3200} items=[]
11282	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 4800} items=[]
11283	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 6000} items=[]
11283	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 9000} items=[]
11284	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 12000} items=[]
11284	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 18000} items=[]
11285	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 16000} items=[]
11285	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 24000} items=[]
11286	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 32000} items=[]
11286	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 48000} items=[]
11467	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3663347, 'gold': 25400} items=[('ITEM', 186000018, 3)]
11467	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3663347, 'gold': 25400} items=[('ITEM', 186000018, 2)]
14016	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 228880, 'gold': 0} items=[('SELECTABLE_ITEM', 100001736, 1), ('SELECTABLE_ITEM', 100101333, 1), ('SELECTABLE_ITEM', 100201502, 1), ('SELECTABLE_ITEM', 100501313, 1), ('SELECTABLE_ITEM', 100601430, 1), ('SELECTABLE_ITEM', 100901374, 1), ('SELECTABLE_ITEM', 101301266, 1), ('SELECTABLE_ITEM', 101501356, 1), ('SELECTABLE_ITEM', 101701367, 1), ('SELECTABLE_ITEM', 101801217, 1), ('SELECTABLE_ITEM', 101901126, 1), ('SELECTABLE_ITEM', 102001245, 1), ('SELECTABLE_ITEM', 102101071, 1)]
14024	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 893476, 'gold': 0} items=[('ITEM', 162000048, 6), ('SELECTABLE_ITEM', 125004149, 1), ('SELECTABLE_ITEM', 125004150, 1), ('SELECTABLE_ITEM', 125004151, 1), ('SELECTABLE_ITEM', 125004152, 1)]
14025	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3504765, 'gold': 0} items=[('ITEM', 169000008, 400), ('ITEM', 186000003, 40), ('SELECTABLE_ITEM', 120001538, 1), ('SELECTABLE_ITEM', 120001539, 1)]
14026	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3504765, 'gold': 0} items=[('ITEM', 186000003, 40), ('ITEM', 188053407, 3), ('SELECTABLE_ITEM', 110101843, 1), ('SELECTABLE_ITEM', 110301826, 1), ('SELECTABLE_ITEM', 110301828, 1), ('SELECTABLE_ITEM', 110551154, 1), ('SELECTABLE_ITEM', 110551156, 1), ('SELECTABLE_ITEM', 110601629, 1)]
14053	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 13054359, 'gold': 0} items=[('ITEM', 162000050, 50), ('SELECTABLE_ITEM', 114101707, 1), ('SELECTABLE_ITEM', 114301840, 1), ('SELECTABLE_ITEM', 114301842, 1), ('SELECTABLE_ITEM', 114501749, 1), ('SELECTABLE_ITEM', 114501751, 1), ('SELECTABLE_ITEM', 114601586, 1)]
14054	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 13809218, 'gold': 0} items=[('ITEM', 188053408, 4), ('SELECTABLE_ITEM', 110101847, 1), ('SELECTABLE_ITEM', 110301834, 1), ('SELECTABLE_ITEM', 110301836, 1), ('SELECTABLE_ITEM', 110551162, 1), ('SELECTABLE_ITEM', 110551164, 1), ('SELECTABLE_ITEM', 110601633, 1)]
16977	EXT_DIFF	prod=[] retail=[(188054371, 1)]
16994	EXT_DIFF	prod=[] retail=[(188054371, 1)]
18606	EXT_DIFF	prod=[] retail=[(190000016, 1)]
18745	EXT_DIFF	prod=[] retail=[(188054371, 1)]
18849	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 24000} items=[]
18849	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 36000} items=[]
18850	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 48000} items=[]
18850	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 72000} items=[]
21075	TIER2_MISSING_PROD	prod_groups=2 retail_numeric={'exp': 5647915, 'gold': 55630} items=[('SELECTABLE_ITEM', 114101135, 1), ('SELECTABLE_ITEM', 114301145, 1), ('SELECTABLE_ITEM', 114501094, 1), ('SELECTABLE_ITEM', 114501620, 1), ('SELECTABLE_ITEM', 114601048, 1)]
21281	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 600} items=[]
21281	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 900} items=[]
21282	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1200} items=[]
21282	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1800} items=[]
21283	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 1600} items=[]
21283	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 2400} items=[]
21284	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 3200} items=[]
21284	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 4800} items=[]
21285	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 6000} items=[]
21285	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 9000} items=[]
21286	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 12000} items=[]
21286	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 18000} items=[]
21287	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 16000} items=[]
21287	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 24000} items=[]
21288	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 32000} items=[]
21288	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 48000} items=[]
21467	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3663347, 'gold': 25400} items=[('ITEM', 186000019, 3)]
21467	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3663347, 'gold': 25400} items=[('ITEM', 186000019, 2)]
24016	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 228880, 'gold': 0} items=[('SELECTABLE_ITEM', 100001737, 1), ('SELECTABLE_ITEM', 100101334, 1), ('SELECTABLE_ITEM', 100201503, 1), ('SELECTABLE_ITEM', 100501314, 1), ('SELECTABLE_ITEM', 100601431, 1), ('SELECTABLE_ITEM', 100901375, 1), ('SELECTABLE_ITEM', 101301267, 1), ('SELECTABLE_ITEM', 101501357, 1), ('SELECTABLE_ITEM', 101701368, 1), ('SELECTABLE_ITEM', 101801218, 1), ('SELECTABLE_ITEM', 101901127, 1), ('SELECTABLE_ITEM', 102001246, 1), ('SELECTABLE_ITEM', 102101072, 1)]
24026	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 3504765, 'gold': 0} items=[('ITEM', 186000008, 20), ('SELECTABLE_ITEM', 114101704, 1), ('SELECTABLE_ITEM', 114301833, 1), ('SELECTABLE_ITEM', 114301835, 1), ('SELECTABLE_ITEM', 114501742, 1), ('SELECTABLE_ITEM', 114501744, 1), ('SELECTABLE_ITEM', 114601583, 1)]
26977	EXT_DIFF	prod=[] retail=[(188054371, 1)]
26994	EXT_DIFF	prod=[] retail=[(188054371, 1)]
28745	EXT_DIFF	prod=[] retail=[(188054371, 1)]
28849	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 24000} items=[]
28849	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 36000} items=[]
28850	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 48000} items=[]
28850	TIER3_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 0, 'gold': 0, 'abyss_point': 72000} items=[]
30155	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 5989348} items=[]
50010	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
50023	TIER2_MISSING_PROD	prod_groups=2 retail_numeric={'exp': 0, 'gold': 0} items=[('ITEM', 188051782, 1)]
50029	EXT_DIFF	prod=[] retail=[(186000178, 1)]
51010	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
51023	TIER2_MISSING_PROD	prod_groups=2 retail_numeric={'exp': 0, 'gold': 0} items=[('ITEM', 188051783, 1)]
51029	EXT_DIFF	prod=[] retail=[(186000178, 1)]
80017	EXT_DIFF	prod=[] retail=[(188051106, 1)]
80019	EXT_DIFF	prod=[] retail=[(188051106, 1)]
80040	EXT_DIFF	prod=[(110900158, 1), (125040131, 1)] retail=[(110900158, 1)]
80041	EXT_DIFF	prod=[(110900158, 1), (125040131, 1)] retail=[(110900158, 1)]
80116	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010097, 1)] retail=[(160010097, 1)]
80117	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010097, 1)] retail=[(160010097, 1)]
80118	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010097, 1)] retail=[(160010097, 1)]
80119	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010097, 1)] retail=[(160010097, 1)]
80124	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010098, 1)] retail=[(160010098, 1)]
80125	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010098, 1)] retail=[(160010098, 1)]
80126	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010098, 1)] retail=[(160010098, 1)]
80127	EXT_DIFF	prod=[(160010094, 2), (160010095, 2), (160010096, 2), (160010098, 1)] retail=[(160010098, 1)]
80292	TIER2_UNMAPPED	names unmappable
80292	TIER3_UNMAPPED	names unmappable
80293	TIER2_UNMAPPED	names unmappable
80293	TIER3_UNMAPPED	names unmappable
80296	TIER2_UNMAPPED	names unmappable
80296	TIER3_UNMAPPED	names unmappable
80297	TIER2_UNMAPPED	names unmappable
80297	TIER3_UNMAPPED	names unmappable
80298	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
80299	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
80304	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
80305	TIER2_MISSING_PROD	prod_groups=1 retail_numeric={'exp': 1600} items=[]
80875	EXT_DIFF	prod=[] retail=[(169610359, 1)]
80899	EXT_DIFF	prod=[] retail=[(188055606, 1)]
80990	EXT_DIFF	prod=[] retail=[(188058635, 1)]
