quest_id,source_file,source_variant,source_sha256,page_order,html_page_name,page_id,page_constant,page_mapping,action_count
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,10,select5,2375,HTML_PAGE_SELECT5,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,11,select5_1,2376,HTML_PAGE_SELECT5_1,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,12,select6,2716,HTML_PAGE_SELECT6,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,13,select6_1,2717,HTML_PAGE_SELECT6_1,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,14,select7,3057,HTML_PAGE_SELECT7,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,15,select7_1,3058,HTML_PAGE_SELECT7_1,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,16,select8,3398,HTML_PAGE_SELECT8,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,17,select8_1,3399,HTML_PAGE_SELECT8_1,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,18,select_success,10002,HTML_PAGE_DEFAULT_SUCCESS,exact,1
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,19,select_quest_reward1,5,HTML_PAGE_SHOW_SELECT_QUEST_REWARD_WINDOW1,exact,0
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,20,quest_summary,9,HTML_PAGE_QUEST_SUMMARY,exact,0
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,21,quest_complete,1008,HTML_PAGE_QUEST_COMPLETE,exact,0
10001,10000_19999/QUEST_Q10001.html,active,40f0340ac81dd19045268063942557b8d1b4deec29b9ef415b23ce35db06eec7,22,select_progressive_quest_desc,11,HTML_PAGE_SELECT_PROGRESSIVE_QUEST_DESC,exact,0
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,1,select1,1011,HTML_PAGE_SELECT1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,2,select1_1,1012,HTML_PAGE_SELECT1_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,3,select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,4,select2,1352,HTML_PAGE_SELECT2,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,5,check_user_item_ok,10000,HTML_PAGE_CHECK_USER_ITEM_OK,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,6,check_user_item_fail,10001,HTML_PAGE_CHECK_USER_ITEM_FAIL,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,7,select3,1693,HTML_PAGE_SELECT3,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,8,select3_1,1694,HTML_PAGE_SELECT3_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,9,select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,10,select5,2375,HTML_PAGE_SELECT5,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,11,select5_1,2376,HTML_PAGE_SELECT5_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,12,select5_1_1,2377,HTML_PAGE_SELECT5_1_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,13,select5_1_1_1,2378,HTML_PAGE_SELECT5_1_1_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,14,select5_2,2461,HTML_PAGE_SELECT5_2,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,15,select6,2716,HTML_PAGE_SELECT6,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,16,select6_1,2717,HTML_PAGE_SELECT6_1,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,17,select_success,10002,HTML_PAGE_DEFAULT_SUCCESS,exact,1
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,18,select_quest_reward1,5,HTML_PAGE_SHOW_SELECT_QUEST_REWARD_WINDOW1,exact,0
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,19,quest_summary,9,HTML_PAGE_QUEST_SUMMARY,exact,0
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,20,quest_complete,1008,HTML_PAGE_QUEST_COMPLETE,exact,0
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,21,select_acqusitive_quest_desc,12,HTML_PAGE_SELECT_ACQUSITIVE_QUEST_DESC,exact,0
10010,10000_19999/quest_q10010.html,active,6bea3be48b7c29ea5c18c09ce39686d22d83d7b0a30150759da65fdfde213e54,22,select_progressive_quest_desc,11,HTML_PAGE_SELECT_PROGRESSIVE_QUEST_DESC,exact,0
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,1,select1,1011,HTML_PAGE_SELECT1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,2,select1_1,1012,HTML_PAGE_SELECT1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,3,select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,4,select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,5,select2,1352,HTML_PAGE_SELECT2,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,6,select2_1,1353,HTML_PAGE_SELECT2_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,7,select3,1693,HTML_PAGE_SELECT3,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,8,select3_1,1694,HTML_PAGE_SELECT3_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,9,select4,2034,HTML_PAGE_SELECT4,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,10,select4_1,2035,HTML_PAGE_SELECT4_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,11,select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,12,select4_1_1_1,2037,HTML_PAGE_SELECT4_1_1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,13,select9,3739,HTML_PAGE_SELECT9,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,14,select9_1,3740,HTML_PAGE_SELECT9_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,15,select9_1_1,3741,HTML_PAGE_SELECT9_1_1,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,16,select_success,10002,HTML_PAGE_DEFAULT_SUCCESS,exact,1
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,17,select_quest_reward1,5,HTML_PAGE_SHOW_SELECT_QUEST_REWARD_WINDOW1,exact,0
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,18,quest_summary,9,HTML_PAGE_QUEST_SUMMARY,exact,0
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,19,quest_complete,1008,HTML_PAGE_QUEST_COMPLETE,exact,0
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,20,select_acqusitive_quest_desc,12,HTML_PAGE_SELECT_ACQUSITIVE_QUEST_DESC,exact,0
10011,10000_19999/quest_q10011.html,active,8e21becdeeef5fd6e6e67e9e406cf3aff5cc670b916b1fb69722516dfcd2da80,21,select_progressive_quest_desc,11,HTML_PAGE_SELECT_PROGRESSIVE_QUEST_DESC,exact,0
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,1,select1,1011,HTML_PAGE_SELECT1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,2,select1_1,1012,HTML_PAGE_SELECT1_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,3,select2,1352,HTML_PAGE_SELECT2,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,4,select2_1,1353,HTML_PAGE_SELECT2_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,5,select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,6,select3,1693,HTML_PAGE_SELECT3,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,7,select5,2375,HTML_PAGE_SELECT5,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,8,select5_1,2376,HTML_PAGE_SELECT5_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,9,select6,2716,HTML_PAGE_SELECT6,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,10,select6_1,2717,HTML_PAGE_SELECT6_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,11,select6_1_1,2718,HTML_PAGE_SELECT6_1_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,12,select7,3057,HTML_PAGE_SELECT7,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,13,select7_1,3058,HTML_PAGE_SELECT7_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,14,select8,3398,HTML_PAGE_SELECT8,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,15,select8_1,3399,HTML_PAGE_SELECT8_1,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,16,select_success,10002,HTML_PAGE_DEFAULT_SUCCESS,exact,1
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,17,select_quest_reward1,5,HTML_PAGE_SHOW_SELECT_QUEST_REWARD_WINDOW1,exact,0
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,18,quest_summary,9,HTML_PAGE_QUEST_SUMMARY,exact,0
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,19,quest_complete,1008,HTML_PAGE_QUEST_COMPLETE,exact,0
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,20,select_acqusitive_quest_desc,12,HTML_PAGE_SELECT_ACQUSITIVE_QUEST_DESC,exact,0
10020,10000_19999/QUEST_Q10020.html,active,087d6af8759fc08ec15dfdd116335b10f4c178d68207d6aba46b439c13a247eb,21,select_progressive_quest_desc,11,HTML_PAGE_SELECT_PROGRESSIVE_QUEST_DESC,exact,0
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,1,select1,1011,HTML_PAGE_SELECT1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,2,select1_1,1012,HTML_PAGE_SELECT1_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,3,select2,1352,HTML_PAGE_SELECT2,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,4,select2_1,1353,HTML_PAGE_SELECT2_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,5,select3,1693,HTML_PAGE_SELECT3,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,6,select3_1,1694,HTML_PAGE_SELECT3_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,7,select3_2,1779,HTML_PAGE_SELECT3_2,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,8,select5,2375,HTML_PAGE_SELECT5,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,9,select5_1,2376,HTML_PAGE_SELECT5_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,10,select5_2,2461,HTML_PAGE_SELECT5_2,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,11,no_right,27,HTML_PAGE_NO_RIGHT,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,12,select5_3,2546,HTML_PAGE_SELECT5_3,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,13,select6,2716,HTML_PAGE_SELECT6,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,14,check_user_item_ok,10000,HTML_PAGE_CHECK_USER_ITEM_OK,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,15,check_user_item_fail,10001,HTML_PAGE_CHECK_USER_ITEM_FAIL,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,16,select7,3057,HTML_PAGE_SELECT7,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,17,select7_1,3058,HTML_PAGE_SELECT7_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,18,select_success,10002,HTML_PAGE_DEFAULT_SUCCESS,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,19,select_quest_reward1,5,HTML_PAGE_SHOW_SELECT_QUEST_REWARD_WINDOW1,exact,0
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,20,select8,3398,HTML_PAGE_SELECT8,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,21,select8_1,3399,HTML_PAGE_SELECT8_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,22,select9,3739,HTML_PAGE_SELECT9,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,23,select9_1,3740,HTML_PAGE_SELECT9_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,24,select10,4080,HTML_PAGE_SELECT10,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,25,select10_1,4081,HTML_PAGE_SELECT10_1,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,26,select10_4,4336,HTML_PAGE_SELECT10_4,exact,1
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,27,quest_summary,9,HTML_PAGE_QUEST_SUMMARY,exact,0
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,28,quest_complete,1008,HTML_PAGE_QUEST_COMPLETE,exact,0
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,29,select_acqusitive_quest_desc,12,HTML_PAGE_SELECT_ACQUSITIVE_QUEST_DESC,exact,0
10021,10000_19999/QUEST_Q10021.html,active,5e6f6dd710b3ef9116587f82f73d0fb903699576a1ca9346c69d164ece07bcd4,30,select_progressive_quest_desc,11,HTML_PAGE_SELECT_PROGRESSIVE_QUEST_DESC,exact,0
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,1,select1,1011,HTML_PAGE_SELECT1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,2,select1_1,1012,HTML_PAGE_SELECT1_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,3,select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,4,select2,1352,HTML_PAGE_SELECT2,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,5,select2_1,1353,HTML_PAGE_SELECT2_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,6,select4,2034,HTML_PAGE_SELECT4,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,7,select4_1,2035,HTML_PAGE_SELECT4_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,8,select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,9,select5,2375,HTML_PAGE_SELECT5,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,10,check_user_item_ok,10000,HTML_PAGE_CHECK_USER_ITEM_OK,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,11,check_user_item_fail,10001,HTML_PAGE_CHECK_USER_ITEM_FAIL,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,12,select6,2716,HTML_PAGE_SELECT6,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,13,select6_1,2717,HTML_PAGE_SELECT6_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,14,select7,3057,HTML_PAGE_SELECT7,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,15,select7_1,3058,HTML_PAGE_SELECT7_1,exact,1
10022,10000_19999/QUEST_Q10022.html,active,a35f39367e103ed5640173ceccab1bfef066ac46523e86d478b491890a8cddbd,16,select8,3398,HTML_PAGE_SELECT8,exact,1
