# questId	status	retailInventoryItemNameIds
19685	XML_MISSING_GATE	164000508
19686	XML_MISSING_GATE	164000508
19687	XML_MISSING_GATE	164000508
19688	XML_MISSING_GATE	164000508
19689	XML_MISSING_GATE	164000508
19691	XML_MISSING_GATE	164000508
19694	XML_MISSING_GATE	164000508
25230	XML_MISSING_GATE	185000114
25231	XML_MISSING_GATE	185000115
25232	XML_MISSING_GATE	185000116
25691	XML_MISSING_GATE	186000474
26827	XML_MISSING_GATE	182215992
28618	XML_MISSING_GATE	185000102
28619	XML_MISSING_GATE	185000102
28620	XML_MISSING_GATE	185000102
28621	XML_MISSING_GATE	185000102
28622	XML_MISSING_GATE	185000102
28623	XML_MISSING_GATE	185000102
28624	XML_MISSING_GATE	185000102
28625	XML_MISSING_GATE	185000102
28626	XML_MISSING_GATE	185000102
28627	XML_MISSING_GATE	185000102
28643	XML_MISSING_GATE	185000102
28644	XML_MISSING_GATE	185000102
28645	XML_MISSING_GATE	185000102
28648	XML_MISSING_GATE	185000102
29671	XML_MISSING_GATE	164000507
29672	XML_MISSING_GATE	164000507
29673	XML_MISSING_GATE	164000507
29674	XML_MISSING_GATE	164000507
29675	XML_MISSING_GATE	164000507
29676	XML_MISSING_GATE	164000507
29677	XML_MISSING_GATE	164000507
29680	XML_MISSING_GATE	164000507
29681	XML_MISSING_GATE	164000507
29682	XML_MISSING_GATE	164000507
29683	XML_MISSING_GATE	164000509
29684	XML_MISSING_GATE	164000509
29685	XML_MISSING_GATE	164000509
29686	XML_MISSING_GATE	164000509
29687	XML_MISSING_GATE	164000509
29688	XML_MISSING_GATE	164000509
29689	XML_MISSING_GATE	164000509
29691	XML_MISSING_GATE	164000509
29694	XML_MISSING_GATE	164000509
