loc_id	mapid	en_name	name_id	zh_key	zh_name	client_file	posX	posY	posZ
97	120010000	Pandaemonium Airship Dock	401544	STR_DC1_Airport_ZONE_Port	伏魔殿飞艇搭乘场	client_strings_level.xml	943.9	1126.1	206.9
98	220070000	Gelkmaros Airship Dock	401545	STR_DF4_Airport_ZONE	格尔克马洛斯飞艇搭乘场	client_strings_level.xml	1888.2524	2847.2727	554.9964
99	210050000	Inggison Illusion Fortress	401546	STR_LF4_Airport_SUB_IngisonOP	英吉斯温幻影要塞	client_strings_level.xml	-	-	-
100	210050000	Soteria Sanctuary	401547	STR_LF4_Airport_SUB_SoteriaTown	索泰利亚圣地村	client_strings_level.xml	-	-	-
101	210050000	Undirborg Observation Post	401548	STR_LF4_Airport_SUB_B5spot	地下要塞监视基地	client_strings_level.xml	-	-	-
102	220070000	Gelkmaros Fortress	401549	STR_DF4_Airport_SUB_GelkmarosOP	格尔克马洛斯要塞	client_strings_level.xml	-	-	-
103	220070000	Rhonnam Refugee Village	401550	STR_DF4_Airport_SUB_RhombusTown	隆博斯难民村	client_strings_level.xml	-	-	-
104	220070000	Subterranea Observation Post	401551	STR_DF4_Airport_SUB_B6spot	地下城市监视哨所	client_strings_level.xml	-	-	-
105	110010000	Outer Dock	401552	STR_LC1_Airport_SPOT_Dock	极乐世界外港	client_strings_level.xml	1817.1605	2154.2178	527.9301
106	120010000	Crandale District	401553	STR_DC1_Airport_SPOT_Westside	克兰戴尔地区	client_strings_level.xml	1175.7998	1167.0049	207.97896
111	210030000	Tolbas Village	401640	STR_LF1A_Airport_SUB_TOLVAS	托尔巴斯村	client_strings_level.xml	-	-	-
112	210030000	Ardus Shrine	401641	STR_LF1A_Airport_SUB_ELDES	埃尔德斯神殿	client_strings_level.xml	-	-	-
113	210020000	Novan's Crossing	401642	STR_LF2_Airport_SUB_RUIN	遗迹警戒哨所	client_strings_level.xml	-	-	-
114	210020000	Eltnen Observatory	401643	STR_LF2_Airport_SUB_SANCTUARY	埃尔特内结界塔	client_strings_level.xml	-	-	-
115	210020000	Kuriullu Outpost	401644	STR_LF2_Airport_SUB_ROCKMT	岩石山监视基地	client_strings_level.xml	-	-	-
116	210060000	Anangke Excavation Camp	401645	STR_LF2A_Airport_SUB_ANANGKE	美华灵阿郎凯发掘场	client_strings_level.xml	-	-	-
117	210060000	Josnack's Vigil	401646	STR_LF2A_Airport_SUB_DIRMOI	皮格马利安的营帐	client_strings_level.xml	-	-	-
118	210040000	Senea's Campsite	401647	STR_LF3_Airport_SUB_SENEMONEA	塞内莫内亚的野营地	client_strings_level.xml	-	-	-
119	210040000	Kishar Observation Post	401648	STR_LF3_Airport_SUB_KISHAR	奇夏尔监视基地	client_strings_level.xml	-	-	-
120	210040000	Changarnerk's Campsite	401649	STR_LF3_Airport_SUB_CHENGARUNG	天加隆野营地	client_strings_level.xml	-	-	-
121	220030000	Heart Of Impetusium	401650	STR_DF1A_Airport_SUB_IMPETOSIUM	因派图西姆的心脏	client_strings_level.xml	-	-	-
122	220030000	Altgard Observatory	401651	STR_DF1A_Airport_SUB_SANCTUARY	阿尔特盖德结界塔	client_strings_level.xml	-	-	-
123	220020000	Kellan's Cabin	401652	STR_DF2_Airport_SUB_CABIN	甘达尔芬的草屋	client_strings_level.xml	-	-	-
124	220020000	Slag Bulwark	401653	STR_DF2_Airport_SUB_MUSPEL	火山调查基地	client_strings_level.xml	-	-	-
125	220020000	Halabana Outpost	401654	STR_DF2_Airport_SUB_HALABANA	建筑基地监视哨所	client_strings_level.xml	-	-	-
126	220020000	Morheim Observatory	401655	STR_DF2_Airport_SUB_SANCTUARY	莫尔海姆结界塔	client_strings_level.xml	309.0768	2272.7947	449.41266
127	220050000	Edge Of Torment	401656	STR_DF2A_Airport_SUB_DEATHVALLEY	峡谷调查基地	client_strings_level.xml	-	-	-
128	220050000	Iollu Overlook	401657	STR_DF2A_Airport_SUB_IULRU	伊奥鲁侦察哨所	client_strings_level.xml	-	-	-
129	220040000	Kidorun's Campsite	401658	STR_DF3_Airport_SUB_KIDORUN	奇多伦野营地	client_strings_level.xml	-	-	-
130	220040000	Camp Kistenian	401659	STR_DF3_Airport_SUB_WESTCAMP	火花的守护者野营地	client_strings_level.xml	-	-	-
131	220040000	Hoarfrost Shelter	401660	STR_DF3_Airport_SUB_SOUTHHAVEN	霜眉避难处	client_strings_level.xml	-	-	-
132	110010000	Path Of Glory	404675	STR_LC1_Airport_SPOT_Glory	荣光之路	client_strings_level.xml	1363.1033	1481.7102	569.0385
133	120010000	Path Of Gold	404676	STR_DC1_Airport_SPOT_Gold	伏魔殿广场	client_strings_level.xml	1314.9084	1426.8268	209.09084
139	700010000	Oriel Plaza	402109	STR_HLFP_Airport_Level	埃利安广场	client_strings_level.xml	1260	1837	97.625
140	700010000	Prosperity's Light Village	402110	STR_HLFP_Airport_A	丰裕之光村	client_strings_level.xml	684.418	2271.943	162.25377
141	700010000	Goldendell Village	402111	STR_HLFP_Airport_A_1	黄金峡谷村	client_strings_level.xml	231.96844	2023.8032	121.73419
142	700010000	Glimmertree Village	402112	STR_HLFP_Airport_A_2	岩梅村	client_strings_level.xml	272.97052	2625.6702	265.6273
143	700010000	Vibrant Garden Village	402113	STR_HLFP_Airport_A_3	紫枫村	client_strings_level.xml	976.0596	2624.8945	106.22417
144	700010000	Sunset Coast Village	402114	STR_HLFP_Airport_B	落日海岸村	client_strings_level.xml	693.3599	1057.5583	95.30991
145	700010000	Thorn Tree Village	402115	STR_HLFP_Airport_B_1	荆棘村	client_strings_level.xml	797.11334	1525.7024	101.64358
146	700010000	Seapath Village	402116	STR_HLFP_Airport_B_2	胜利石像村	client_strings_level.xml	394.45938	1408.7224	85.68491
147	700010000	Brilliant Isle Village	402117	STR_HLFP_Airport_B_3	野花村	client_strings_level.xml	270.70224	396.1502	127.921524
148	700010000	Palmcrest Village	402118	STR_HLFP_Airport_B_4	椰树村	client_strings_level.xml	557.7419	641.31055	85.40572
149	700010000	Silverspire Village	402119	STR_HLFP_Airport_B_5	银色石山村	client_strings_level.xml	705.896	339.62515	119.273705
150	700010000	Summerfield Village	402120	STR_HLFP_Airport_B_6	幻影花村	client_strings_level.xml	1269.7871	1177.5679	102.30991
151	700010000	Sandbank Village	402121	STR_HLFP_Airport_B_7	珍珠贝村	client_strings_level.xml	988.5063	786.4083	82.29926
152	700010000	Pearl Cove Village	402122	STR_HLFP_Airport_B_8	矮石墙村	client_strings_level.xml	1256.6743	512.704	109.5923
153	700010000	Rockroof Village	402123	STR_HLFP_Airport_C	草香村	client_strings_level.xml	2542.1484	1637.929	180.90013
154	700010000	Stonecrest Village	402124	STR_HLFP_Airport_C_1	长篱笆村	client_strings_level.xml	2034.9452	1334.5454	80.26341
155	700010000	Reedpond Village	402125	STR_HLFP_Airport_C_2	苇塘村	client_strings_level.xml	2029.0403	1961.8074	81.18491
156	700010000	Peaks Crown Village	402126	STR_HLFP_Airport_C_3	绿径村	client_strings_level.xml	2065.7412	891.1591	85.671364
157	700010000	Elroco Hill Village	402127	STR_HLFP_Airport_C_4	间歇泉村	client_strings_level.xml	2749.0925	1071.6727	191.80992
158	700010000	Hillclimb Village	402128	STR_HLFP_Airport_C_5	丘陵地带村	client_strings_level.xml	2375.6008	2183.6294	136.97652
159	700010000	Betua Glen Village	402129	STR_HLFP_Airport_C_6	小灯村	client_strings_level.xml	1535.5198	2717.588	85.18491
160	700010000	Millennium Tree Village	402130	STR_HLFP_Airport_C_7	千年古树村	client_strings_level.xml	1635.4989	2239.8318	84.30991
161	700010000	Riverwell Village	402131	STR_HLFP_Airport_C_8	清井村	client_strings_level.xml	2126.8948	442.12808	84.77892
162	700010000	Misty Vista Village	402132	STR_HLFP_Airport_C_9	雾原村	client_strings_level.xml	2012.9377	2661.8462	156.89427
163	700010000	Hotsprings Village	402133	STR_HLFP_Airport_C_10	治愈温泉村	client_strings_level.xml	2562.4922	662.8415	137.76797
164	700010000	Mill Ridge Village	402134	STR_HLFP_Airport_C_11	风车山丘村	client_strings_level.xml	2475.8518	2604.844	183.18492
165	710010000	Pernon Plaza	402177	STR_HDFP_Airport_Level	佩尔农广场	client_strings_level.xml	1071.561	1538.3507	97.99502
166	710010000	Glory's Light Village	402178	STR_HDFP_Airport_A	荣耀之光村	client_strings_level.xml	909.1477	932.90045	135.85416
167	710010000	Sunny Harbor Village	402179	STR_HDFP_Airport_A_1	阳光港口村	client_strings_level.xml	1071.135	212.12553	73.49216
168	710010000	Silver Tree Village	402180	STR_HDFP_Airport_A_2	银树村	client_strings_level.xml	485.65146	387.6844	197.625
169	710010000	Golden Sunset Village	402181	STR_HDFP_Airport_A_3	金色落日村	client_strings_level.xml	361.56342	1080.169	167.48328
170	710010000	Spire Isle Village	402182	STR_HDFP_Airport_B	蓝莲花村	client_strings_level.xml	2195.5305	910.12665	77.75
171	710010000	Morning Mist Village	402183	STR_HDFP_Airport_B_1	晨雾村	client_strings_level.xml	1688.8514	923.16986	72.25
172	710010000	Spring Hill Village	402184	STR_HDFP_Airport_B_2	春山村	client_strings_level.xml	1628.7767	401.26392	84.0
173	710010000	Coast Road Village	402185	STR_HDFP_Airport_B_3	海岸森林村	client_strings_level.xml	2167.597	303.38992	76.375
174	710010000	Azure Inlet Village	402186	STR_HDFP_Airport_B_4	山阳村	client_strings_level.xml	2769.9849	371.96484	76.5
175	710010000	Greenleaf Village	402187	STR_HDFP_Airport_B_5	红枫村	client_strings_level.xml	1764.1644	1486.6857	111.625
176	710010000	Mistcloak Village	402188	STR_HDFP_Airport_B_6	蓝雾村	client_strings_level.xml	2295.1084	1406.6738	78.375
177	710010000	Longhill Pass Village	402189	STR_HDFP_Airport_B_7	千里山峰村	client_strings_level.xml	2733.2883	806.1624	83.875
178	710010000	Spindletree Village	402190	STR_HDFP_Airport_B_8	四季树村	client_strings_level.xml	2852.249	1352.2986	75.875
179	710010000	Zephyr Village	402191	STR_HDFP_Airport_C	微风村	client_strings_level.xml	1745.9618	2640.552	230.75
180	710010000	Verdant Ridge Village	402192	STR_HDFP_Airport_C_1	绿色地平村	client_strings_level.xml	1149.6129	2157.3887	189.125
181	710010000	Spruce Ridge Village	402193	STR_HDFP_Airport_C_2	野花庭院村	client_strings_level.xml	1642.2921	2091.8486	222.875
182	710010000	Aironroost Village	402194	STR_HDFP_Airport_C_3	候鸟巢穴村	client_strings_level.xml	2220.5867	1994.5643	238.75
183	710010000	Stonewall Village	402195	STR_HDFP_Airport_C_4	花径石墙村	client_strings_level.xml	770.25397	2092.3303	168.625
184	710010000	Brightleaf Village	402196	STR_HDFP_Airport_C_5	岩石丘陵村	client_strings_level.xml	336.80817	1803.5692	137.5
185	710010000	Hallowed Falls Village	402197	STR_HDFP_Airport_C_6	蓝蝴蝶村	client_strings_level.xml	2689.6335	2068.2654	341.25
186	710010000	Foothill Basin Village	402198	STR_HDFP_Airport_C_7	山脚盆地村	client_strings_level.xml	274.02444	2276.584	197.25
187	710010000	Bloomroad Village	402199	STR_HDFP_Airport_C_8	花路村	client_strings_level.xml	771.70917	2699.471	212.0
188	710010000	Shepherd's Peak Village	402200	STR_HDFP_Airport_C_9	雪山村	client_strings_level.xml	2416.2876	2565.7197	323.125
189	710010000	Seven Peaks Village	402201	STR_HDFP_Airport_C_10	绿草地村	client_strings_level.xml	2751.6755	2496.0825	360.24484
190	710010000	Alpindell Village	402202	STR_HDFP_Airport_C_11	岩山村	client_strings_level.xml	370.3637	2669.6338	210.25
191	700010000	Oriel	403254	STR_HLFPlevel_Airport_Level	埃利安	client_strings_level.xml	1259.6345	1837.169	97.64784
192	710010000	Pernon	403255	STR_HDFPlevel_Airport_Level	佩尔农	client_strings_level.xml	1071.561	1538.3507	97.99502
203	700010000	Oriel	403254	STR_HLFPlevel_Airport_Level	埃利安	client_strings_level.xml	1259.6345	1837.169	97.64784
204	710010000	Pernon	403255	STR_HDFPlevel_Airport_Level	佩尔农	client_strings_level.xml	1071.561	1538.3507	97.99502
209	600050000	Danuar Spire	403575	STR_LDF5a_Airport_SUB_OP_D	符文神殿	client_strings_level.xml	360.45178	382.44104	281.87354
210	600050000	Adumbral Forest Enclave	403576	STR_LDF5a_Airport_SUB_C2_D	阴影森林防御基地	client_strings_level.xml	-	-	-
211	600050000	Kaisinel's Beacon	403577	STR_LDF5a_Airport_SUB_OP_L	重建的光之塔	client_strings_level.xml	405.14328	2715.871	142.39162
212	600050000	Pantager Base	403578	STR_LDF5a_Airport_SUB_G2_L	普罗提斯防御基地	client_strings_level.xml	-	-	-
213	600050000	Mairinerk's League Office	403579	STR_LDF5a_Airport_SUB_E3_D	马伊灵工会事务所	client_strings_level.xml	2835.62817	247.391983	292.5
214	600050000	Mairinerk's League Office	403580	STR_LDF5a_Airport_SUB_E3_L	马伊灵工会事务所	client_strings_level.xml	2835.62817	247.391983	292.5
215	600050000	Crerunerk League Office	403581	STR_LDF5a_Airport_SUB_E7_D	克雷隆工会事务所	client_strings_level.xml	2783.7708	2575.02	259.2965
216	600050000	Crerunerk League Office	403582	STR_LDF5a_Airport_SUB_E7_L	克雷隆工会事务所	client_strings_level.xml	2783.7708	2575.02	259.2965
219	600050000	Broken Cliff Camp	403585	STR_LDF5a_Airport_SUB_B6_5_D	第75基地	client_strings_level.xml	1488.1138	1515.6654	117.89414
220	600050000	Broken Cliff Camp	403586	STR_LDF5a_Airport_SUB_B6_5_L	第75基地	client_strings_level.xml	1524.3763	1611.3085	123.21577
223	600050000	Irigani Keep	403589	STR_LDF5a_Airport_SUB_B3_6_D	第76基地	client_strings_level.xml	1632.0428	802.85156	155.7956
226	600050000	Crumbling Redoubt	403592	STR_LDF5a_Airport_SUB_B9_7_L	第77基地	client_strings_level.xml	1749.924	2333.8499	174.15424
229	600050000	Windswept Camp	403595	STR_LDF5a_Airport_SUB_E1_8_D	第78基地	client_strings_level.xml	1969.9484	1159.0249	252.4893
230	600050000	Windswept Camp	403596	STR_LDF5a_Airport_SUB_E1_8_L	第78基地	client_strings_level.xml	2081.3662	1218.382	243.12259
233	600050000	Sillus Pass Watchpost	403599	STR_LDF5a_Airport_SUB_E2_9_D	第79基地	client_strings_level.xml	2546.1182	2053.2297	345.8746
234	600050000	Sillus Pass Watchpost	403600	STR_LDF5a_Airport_SUB_E2_9_L	第79基地	client_strings_level.xml	2446.3455	2059.925	286.52032
235	600050000	Sillus Fortress	403601	STR_LDF5a_DynAirport_5011_D	希鲁斯要塞	client_strings_level.xml	1967.99963	1924.41431	334.622864
236	600050000	Sillus Fortress	403602	STR_LDF5a_DynAirport_5011_L	希鲁斯要塞	client_strings_level.xml	1967.99963	1924.41431	334.622864
237	600050000	Sillus Fortress	403603	STR_LDF5a_MistOffAirport_5011_D	希鲁斯要塞	client_strings_level.xml	1967.99963	1924.41431	334.622864
238	600050000	Sillus Fortress	403604	STR_LDF5a_MistOffAirport_5011_L	希鲁斯要塞	client_strings_level.xml	1967.99963	1924.41431	334.622864
241	600050000	Battlegroup Outpost	403607	STR_LDF5a_Airport_SUB_E5_D	讨伐军关卡哨所	client_strings_level.xml	2954.2673	1504.3882	420.26672
242	600050000	Detachment Outpost	403608	STR_LDF5a_Airport_SUB_E5_L	派遣队关卡哨所	client_strings_level.xml	2918.2622	1866.9161	396.125
243	210060000	Latheron Coast Base Camp	403615	STR_LF2A_Airport_SUB_B2	拉格托斯海岸探查基地	client_strings_level.xml	-	-	-
244	210060000	Hongras Campsite	403616	STR_LF2A_Airport_SUB_C5	浑格拉斯营地	client_strings_level.xml	-	-	-
245	210040000	Coast Watchers Post	403617	STR_LF3_Airport_SUB_F3	海岸警戒哨所	client_strings_level.xml	-	-	-
246	210040000	Reaper Outpost	403618	STR_LF3_Airport_SUB_E	讨伐队前进基地	client_strings_level.xml	-	-	-
247	220050000	Kamstow's Barracks	403619	STR_DF2A_Airport_SUB_C3	卡姆斯托的营帐	client_strings_level.xml	-	-	-
248	220020000	Chaikata's Hideout	403723	STR_DF2_Airport_SUB_CHAIKATA	查卡塔的隐身处	client_strings_level.xml	2292.6716	1512.6804	120.875
299	600050000	Katalam	403933	STR_LDF5a_Airport_ZONE_OP_L	北部卡塔拉姆	client_strings_level.xml	402.64386	2715.041	142.391632
300	600050000	Katalam	403934	STR_LDF5a_Airport_ZONE_OP_D	北部卡塔拉姆	client_strings_level.xml	360.9616	382.9373	281.873566
313	210050000	Outer Port Of Inggison	403989	STR_LF4_Airport_ZONE_OP	英吉斯温	client_strings_level.xml	1369.6293	360.29944	589.57605
314	220070000	Gelkmaros Airship Dock	403990	STR_DF4_Airport_ZONE_OP	格尔克马洛斯	client_strings_level.xml	1888.2524	2847.2727	554.9964
316	600090000	Hero's Fall (Elyos)	404261	STR_LDF5_Fortress_Airport_SUB_7012_L	英雄废墟	client_strings_level.xml	863.2553	804.6878	164.80492
317	600090000	Hero's Fall (Asmodians)	404262	STR_LDF5_Fortress_Airport_SUB_7012_D	英雄废墟	client_strings_level.xml	863.2553	804.6878	164.80492
