quest_id	reward_var0	last_start_node	last_start_var0	handovers	handover_writes	recovery	var0_increment	client_rows	client_last_row	last_row_kind	verdict	shape	row_state_verdict	visible_state_var0	rows_without_state	states_out_of_range	qe045_locked	client_section0	last_row_text	client_file	var0_max	reward_row_within_field_max	last_row_within_field_max	last_row_npc_key	last_row_npc_matches_quest
1127	1	started	0	v1->reward[dialog]		False	False	2	1	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1			False		与[%dic:STR_DIC_N_Shugo6]对话	QUEST_Q1127.html	63	True	True	Shugo6	True
1129	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		从[%dic:STR_DIC_MLA57]、[%dic:STR_DIC_MLA14_1]和[%dic:STR_DIC_MLA14_2]身上搜集线索，然后交给[%dic:STR_DIC_LA139][%collectitem]	QUEST_Q1129.html	63	True	True		False
1131	1	shugo	1	shugo->reward[dialog]		False	False	2	1	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1			False		和[%dic:STR_DIC_LA73]%对话	QUEST_Q1131.html	63	True	True		False
1132	0	started	0	started->reward[dialog] started->reward[dialog] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		消灭[%dic:STR_DIC_MLA140]和[%dic:STR_DIC_MLA16_1]，将搜集到的材料交给[%dic:STR_DIC_LA18][%collectitem]	QUEST_Q1132.html	63	True	True		False
1133	9	started	0	k9->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9		2 3 4 5 6 7 8 9	False		和[%dic:STR_DIC_LA17]%对话。	QUEST_Q1133.html	63	True	True		False
1134	6	None	None	a6b6->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6		2 3 4 5 6	False		和[%dic:STR_DIC_LA74]%对话。	QUEST_Q1134.html	63	True	True		False
1135	9	started	0	k9->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9		2 3 4 5 6 7 8 9	False		和成了托格的[%dic:STR_DIC_LA44]对话	QUEST_Q1135.html	63	True	True		False
1136	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		寻找要塞附近水中生长的水晶，交给[%dic:STR_DIC_LA75][%collectitem]	QUEST_Q1136.html	63	True	True		False
1137	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		到贝尔特伦要塞周边的悬崖上寻找化石，然后交给[%dic:STR_DIC_LA153][%collectitem]	QUEST_Q1137.html	63	True	True		False
1138	1	started	0	started->reward[]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		和[%dic:STR_DIC_LA145]%对话。	QUEST_Q1138.html	63	True	True		False
1139	6	None	None	a6b4->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6		2 3 4 5 6	False		和[%dic:STR_DIC_N_Ondanius]对话	QUEST_Q1139.html	63	True	True	Ondanius	True
1140	1	started	0	started->reward[]		False	False	1	0	OTHER	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		去见见[%dic:STR_DIC_FLA24]的稻草人[%dic:STR_DIC_LA43]%	QUEST_Q1140.html	63	True	True		False
1141	0	started	0	started->reward[dialog] reward->reward[can-act]		False	False	1	0	OTHER	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		在河边仓库的后面寻找巴尔波亚的宝物	QUEST_Q1141.html	63	True	True		False
1142	1	started	0	started->reward[dialog]		False	False	1	0	OTHER	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把绿柱石短剑拿给[%dic:STR_DIC_LA75]	QUEST_Q1142.html	63	True	True		False
1143	10	started	0	k10->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9 10		2 3 4 5 6 7 8 9 10	False		和[%dic:STR_DIC_LA43]%对话。	QUEST_Q1143.html	63	True	True		False
1144	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	OTHER	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		摘了南瓜给[%dic:STR_DIC_LA76]送过去[%collectitem]	QUEST_Q1144.html	63	True	True		False
1145	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		采集[%dic:STR_DIC_I_vegetable_n_c_10a]，并交给[%dic:STR_DIC_N_Ondanius]。[%collectitem]	QUEST_Q1145.html	63	True	True	Ondanius	True
1146	0	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		在曼德拉干枯之前将它交给[%dic:STR_DIC_LA157]。	QUEST_Q1146.html	63	True	True		False
1147	1	started	0	started->reward[dialog]		False	False	1	0	OTHER	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把奇内索斯委托的补给品送到[%dic:STR_DIC_LA24]那里。	QUEST_Q1147.html	63	True	True		False
1148	0	started	0	started->reward[dialog] started->reward[dialog] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		打猎[%dic:STR_DIC_MLA143]和[%dic:STR_DIC_MLA144]，并把证物交给[%dic:STR_DIC_LA28][%collectitem]	QUEST_Q1148.html	63	True	True		False
1149	1	started	0	v1->reward[npc-reach-target]		False	False	3	2	DIALOG	ROW_BEHIND	MISSING_LAST_ROW	ROW_WITHOUT_STATE	0 1	2		False		和[%dic:STR_DIC_LA159]对话	QUEST_Q1149.html	1	True	False		False
1150	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把[%dic:STR_DIC_LA20]的信交给[%dic:STR_DIC_LA23]	QUEST_Q1150.html	63	True	True		False
1151	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		从[%dic:STR_DIC_MLA122]身上获得能推理出巴尔波亚行踪的线索，并交给[%dic:STR_DIC_LA23][%collectitem]	QUEST_Q1151.html	63	True	True		False
1152	2	started	0	pepper->reward[]		False	False	2	1	OTHER	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2		2	False		买[%dic:STR_DIC_I_1152_peper]给[%dic:STR_DIC_N_Eradis][%collectitem]	QUEST_Q1152.html	63	True	True	Eradis	True
1153	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把奥黛尔拉汤交给[%dic:STR_DIC_N_Hianu]	QUEST_Q1153.html	63	True	True	Hianu	True
1154	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		将龙蜥兽蛋交给[%dic:STR_DIC_N_Eradis][%collectitem]	QUEST_Q1154.html	63	True	True	Eradis	True
1155	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		去[%dic:STR_DIC_FLA12]寻找丢失的补给品，并交给 [%dic:STR_DIC_LA24]吧。[%collectitem]	QUEST_Q1155.html	63	True	True		False
1156	1	started	0	k1->reward[]		False	False	2	1	OTHER	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1			False		去[%dic:STR_DIC_LA45]那寻求帮助。	QUEST_Q1156.html	63	True	True		False
1157	0	started	0	started->reward[movie-end] reward->reward[dialog]		False	False	2	1	OTHER	ROW_BEHIND	MISSING_LAST_ROW	ROW_WITHOUT_STATE	0	1		False		要[%dic:STR_DIC_LA45]履行承诺，说出取下印章的方法。	QUEST_Q1157.html	63	True	True		False
1158	1	started	0	k1->reward[]		False	False	2	1	OTHER	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1			False		把印章送到[%dic:STR_DIC_LA26]那里。	QUEST_Q1158.html	63	True	True		False
1159	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		搜集[%dic:STR_DIC_MLA154]的毒囊并交给伊洛斯。[%collectitem]	QUEST_Q1159.html	63	True	True		False
1160	0	started	0	started->reward[dialog] started->reward[dialog] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		去[%dic:STR_DIC_FLA12]找回[%dic:STR_DIC_I_1160_all]交给[%dic:STR_DIC_N_Naia][%collectitem]	QUEST_Q1160.html	63	True	True	Naia	True
1162	None	started	0			False	False	5	4	DIALOG	NO_REWARD_ROW	STATES_BEYOND_ROWS	BOTH_MISALIGNED	0 1 11	2 3 4	11	False		戒指可以交给艾尼亚也可以交给阿尔泰诺。您的选择是？	QUEST_Q1162.html	63	True	True		False
1163	1	started	0	started->reward[dialog] reward->reward[dialog]		False	False	2	1	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1			False		把剩下的药水交给[%dic:STR_DIC_LA30]	QUEST_Q1163.html	63	True	True		False
1164	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把药水包裹交给[%dic:STR_DIC_LA09]	QUEST_Q1164.html	63	True	True		False
1165	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		将农夫准备的食物交给[%dic:STR_DIC_LA71]。	QUEST_Q1165.html	63	True	True		False
1166	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		搜集污染的体液标本，并交给[%dic:STR_DIC_LA29][%collectitem]	QUEST_Q1166.html	63	True	True		False
1167	0	started	0	started->reward[dialog] started->reward[dialog] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		搜集食物，并交给[%dic:STR_DIC_LA31]。[%collectitem]	QUEST_Q1167.html	63	True	True		False
1168	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		把可以使西莫罗格睡眠的蘑菇交给[%dic:STR_DIC_LA71]。[%collectitem]	QUEST_Q1168.html	63	True	True		False
1169	0	started	0	killed->reward[] started->reward[dialog]		False	False	2	1	DIALOG	ROW_BEHIND	ALIGNED	ROW_STATE_ALIGNED	0 1			False		[%dic:STR_DIC_LA24]对话。	QUEST_Q1169.html	63	True	True		False
1170	0	started	0	started->reward[get-item] reward->reward[dialog] reward->reward[dialog]		False	False	2	1	OTHER	ROW_BEHIND	MISSING_LAST_ROW	ROW_WITHOUT_STATE	0	1		False		将找到的石像头放回石像顶部。	QUEST_Q1170.html	63	True	True		False
1171	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		将从[%dic:STR_DIC_LA79]那里得到的解毒剂交给在被污染沼泽工作的[%dic:STR_DIC_LA30]。	QUEST_Q1171.html	63	True	True		False
1172	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		从克拉尔的补给品箱中找到证据并交给[%dic:STR_DIC_LA27]。[%collectitem]	QUEST_Q1172.html	63	True	True		False
1173	10	started	0	k10->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9 10		2 3 4 5 6 7 8 9 10	False		和[%dic:STR_DIC_LA30]对话。	QUEST_Q1173.html	63	True	True		False
1174	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		搜集德布里的血液，并交给[%dic:STR_DIC_LA30]。[%collectitem]	QUEST_Q1174.html	63	True	True		False
1175	9	started	0	k9->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9		2 3 4 5 6 7 8 9	False		[%dic:STR_DIC_LA82]%对话	QUEST_Q1175.html	63	True	True		False
1176	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		把消灭[%dic:STR_DIC_MLA26]后得到的东西交给[%dic:STR_DIC_LA64][%collectitem]	QUEST_Q1176.html	63	True	True		False
1177	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		去[%dic:STR_DIC_FLA19]搜集[%dic:STR_DIC_QILA86]，交给[%dic:STR_DIC_LA65][%collectitem]	QUEST_Q1177.html	63	True	True		False
1178	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		在[%dic:STR_DIC_ELA82]中采集[%dic:STR_DIC_QILA85]，并交给 [%dic:STR_DIC_LA30]。[%collectitem]	QUEST_Q1178.html	63	True	True		False
1179	10	started	0	k10->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6 7 8 9 10		2 3 4 5 6 7 8 9 10	False		与[%dic:STR_DIC_LA64]%对话	QUEST_Q1179.html	63	True	True		False
1180	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把巴斯库斯供奉的贡品转交给[%dic:STR_DIC_N_Lunax]吧。	QUEST_Q1180.html	63	True	True	Lunax	True
1181	5	None	None	a5b5->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5		2 3 4 5	False		和[%dic:STR_DIC_LA39]%对话	QUEST_Q1181.html	63	True	True		False
1182	1	started	0	reward->reward[dialog] started->reward[use-item] started->reward[dialog]	var0=1	False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		把石雕交给塞尔雷內。	QUEST_Q1182.html	1	True	True		False
1183	2	s2	2	s2->reward[dialog]		False	False	3	2	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0 1 2			False		将土的精气交给[%dic:STR_DIC_LA63]	QUEST_Q1183.html	63	True	True		False
1184	1	started	0	started->reward[dialog]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		向[%dic:STR_DIC_LA18]转交[%dic:STR_DIC_LA32]调查报告。	QUEST_Q1184.html	63	True	True		False
1185	6	started	0	k6->reward[]		False	False	2	1	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2 3 4 5 6		2 3 4 5 6	False		向[%dic:STR_DIC_N_Lunax]报告结果	QUEST_Q1185.html	63	True	True	Lunax	True
1186	0	started	0	started->reward[] started->reward[dialog]		False	False	1	0	DIALOG	ROW_ALIGNED	ALIGNED	ROW_STATE_ALIGNED	0			False		去清除格力玛，把证据交给[%dic:STR_DIC_LA63][%collectitem]	QUEST_Q1186.html	63	True	True		False
1188	1	started	0	started->reward[]		False	False	1	0	DIALOG	ROW_AHEAD	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1		1	False		与在[%dic:STR_DIC_FLA21]的贝尔特伦结界塔的[%dic:STR_DIC_LA35]%对话	QUEST_Q1188.html	63	True	True		False
